Posting Date,Material,Material Description,Purchase Order,Document Date,Qty in Un. of Entry,Item,Movement Type,WBS Element,Unit of Entry,Amount in LC,Material Document,User Name,Document Header Text,Reference,Order,Vendor,Reservation,Batch
2024-02-16,A15ND0080,ROUND BAR,,2024-02-16,-3,1,221,M1-22041.4300003938.1,STK,-344102,4900306795,IMS_INVT01,,WS. BAGI,,,64645,
2024-02-16,A15ND0100,ROUND BAR,,2024-02-16,-3,1,221,M1-22041.4300003938.1,STK,-530763,4900306794,IMS_INVT01,,WS. BAGI,,,64670,
2024-02-16,A17AB015030015,HOLLOW,,2024-02-16,-10,1,221,M1-22041.4300003938.1,STK,-967396,4900306745,IMS_INVT01,,WS. BAGI,,,64487,
2024-02-16,A28RK3679,AL EKSTRUSI (WICKET DOOR PROFILE 1),,2024-02-16,-24,1,221,M1-22041.4300003938.1,STK,-10800000,4900306773,IMS_INVT01,,WS. BAGI,,,64550,
2024-02-16,A28RK3680,AL EKSTRUSI (WICKET DOOR PROFILE 2),,2024-02-16,-24,2,221,M1-22041.4300003938.1,STK,-3456000,4900306773,IMS_INVT01,,WS. BAGI,,,64550,
2024-02-16,A28TH0012,RUBBER OPENING TRIM (AC),,2024-02-16,-100.00,1,221,M1-22041.4300003938.1,M,-1600000,4900306650,IMS_INVT01,,WS. BAGI,,,64586,
2024-02-16,B341A71005,CHAIN SPROCKET,,2024-02-16,-31,1,221,M1-22041.4300003938.1,PC,-13711858,4900306692,IMS_INVT01,,FINISHING WS.INK,,,64459,
2024-02-16,B41BE1204025,CSK CHD SCREW (JF),,2024-02-16,-2000,2,221,M1-22041.4300003938.1,PC,-940089,4900306755,IMS_INVT01,,WS. BAGI,,,64609,
2024-02-16,B41BE1208030,CSK CHD SCREW (JF),,2024-02-16,-5000,1,221,M1-22041.4300003938.1,PC,-12021326,4900306755,IMS_INVT01,,WS. BAGI,,,64609,
2024-02-16,B51NDPFG100,"SOCKET 1""",,2024-02-16,-63,1,221,M1-22041.4300003938.1,PC,-2602035,4900306780,IMS_INVT01,,WS. BAGI,,,64705,
2024-02-16,B51NDQWR012,"TEE JOINT 1/2""",,2024-02-16,-30,1,221,M1-22041.4300003938.1,PC,-798525,4900306733,IMS_INVT01,,FINISHING WS.INK,,,64506,
2024-02-16,B51PGDHR012#GL,"DOUBLE NIPPLE 1/2""",,2024-02-16,-36,2,221,M1-22041.4300003938.1,PC,-258174,4900306806,IMS_INVT01,,FINISHING WS.INK,,,64713,
2024-02-16,D51JC030040-H,KLEM HOSE / HOSE CLIP,,2024-02-16,-108,1,221,M1-22041.4300003938.1,PC,-330533,4900306806,IMS_INVT01,,FINISHING WS.INK,,,64713,
2024-02-16,D64QF00007-DNP,THINNER DANAGLOSS PU,,2024-02-16,-100.00,2,221,M1-22041.4300003938.1,L,-3600000,4900306783,IMS_INVT01,,WS. BAGI,,,64426,
2024-02-16,D66QG0000,LEM AICA AIBON,,2024-02-16,-10,1,221,M1-22041.4300003938.1,PC,-8701392,4900306647,IMS_INVT01,,WS. BAGI,,,64573,
2024-02-16,D67UK01002,MAJUN,,2024-02-16,-100.00,1,221,M1-22041.4300003938.1,KG,-1650000,4900306783,IMS_INVT01,,WS. BAGI,,,64426,
2024-02-16,D68QG0005,DEMPUL DANAGLOSS PLOYSTER PUTTY,,2024-02-16,-120.00,1,221,M1-22041.4300003938.1,KG,-4441852,4900306800,IMS_INVT01,,WS. BAGI,,,64702,
2024-02-16,D68QG0005,DEMPUL DANAGLOSS PLOYSTER PUTTY,,2024-02-16,-36.00,3,221,M1-22041.4300003938.1,KG,-1332556,4900306783,IMS_INVT01,,WS. BAGI,,,64426,
2024-02-16,D68QH206-1000,SIKAFLEX PRIMER 206 GP,,2024-02-16,-2,1,221,M1-22041.4300003938.1,CAN,-2000000,4900306655,IMS_INVT01,,WS. BAGI,,,64601,
2024-02-16,A09TA0050,ARMAFLEX,,2024-02-16,-10.00,1,221,M1-22041.4300003938.2,SHT,-12100000,4900306777,IMS_INVT01,,WS. BAGI,,,64712,
2024-02-16,A11AB0060G9315,STEEL PLATE,,2024-02-16,-4.00,1,221,M1-22041.4300003938.2,SHT,-64705600,4900306738,IMS_INVT01,,WS. INKA,,,64228,
2024-02-16,A11AE0016,STEEL PLATE,,2024-02-16,-133.00,1,221,M1-22041.4300003938.2,SHT,-81854949,4900306658,IMS_INVT01,,WS. INKA,,,64575,
2024-02-16,A11EL0100G9157,STEEL PLATE,,2024-02-16,-3.00,1,221,M1-22041.4300003938.2,SHT,-38372673,4900306844,IMS_INVT01,,FABRIKASI INKA,,,63447,SK90310
2024-02-16,A11EL0100G9157,STEEL PLATE,,2024-02-16,-2.00,1,221,M1-22041.4300003938.2,SHT,-25581782,4900306843,IMS_INVT01,,FABRIKASI INKA,,,63447,SK90309
2024-02-16,A11EL0100G9157,STEEL PLATE,,2024-02-16,-2.00,1,221,M1-22041.4300003938.2,SHT,-25581782,4900306842,IMS_INVT01,,FABRIKASI INKA,,,63447,SK90304
2024-02-16,A11ND0030E10,STEEL PLATE,,2024-02-16,-76.00,1,221,M1-22041.4300003938.2,SHT,-337054783,4900306847,IMS_INVT01,,FABRIKASI INKA,,,62435,
2024-02-16,B211K72003023,YOKE STOPPER,,2024-02-16,-40,1,221,M1-22041.4300003938.2,PC,-79200000,4900306823,IMS_INVT01,,WS. INKA,,,64734,
2024-02-16,B46NB01040020,BLIND RIVET,,2024-02-16,-10000,1,221,M1-22041.4300003938.2,PC,-2660000,4900306824,IMS_INVT01,,FINISHI WS.INKA,,,64738,
2024-02-16,B500K74004,SIGHT GLASS,,2024-02-16,-4,1,221,M1-22041.4300003938.2,PC,-16400000,4900306651,IMS_INVT01,,WS. BAGI,,,64588,
2024-02-16,B501A17002,RUBBER MOUNTING WATER TANK 700L,,2024-02-16,-168,1,221,M1-22041.4300003938.2,PC,-45864000,4900306734,IMS_INVT01,,WS. INKA,,,64567,
2024-02-16,B50AC20022,CYLINDER LOCK,,2024-02-16,-500,1,221,M1-22041.4300003938.2,PC,-10750000,4900306763,IMS_INVT01,,WS. BAGI,,,64610,
2024-02-16,B51NDPWR100,"ELBOW JOINT 1""",,2024-02-16,-10,1,221,M1-22041.4300003938.2,PC,-535000,4900306741,IMS_INVT01,,WS. BAGI,,,64608,
2024-02-16,B51NDVCR012,CAP,,2024-02-16,-100,2,221,M1-22041.4300003938.2,PC,-1500000,4900306761,IMS_INVT01,,WS. BAGI,,,64613,
2024-02-16,B51NDVCR112,CAP,,2024-02-16,-100,1,221,M1-22041.4300003938.2,PC,-7000000,4900306761,IMS_INVT01,,WS. BAGI,,,64613,
2024-02-16,B51NDVCR112,CAP,,2024-02-16,-10,2,221,M1-22041.4300003938.2,PC,-700000,4900306741,IMS_INVT01,,WS. BAGI,,,64608,
2024-02-16,D62QE0153#HB,PRIMER SURFACER EP PLUS GREY 21,,2024-02-16,-600,1,221,M1-22041.4300003938.2,LTS,-57000000,4900306822,IMS_INVT01,,FINISHI WS.INKA,,,64632,
2024-02-16,D62QECF1K-DNP,WASH PRIMER 1K,,2024-02-16,-12.00,1,221,M1-22041.4300003938.2,L,-3302400,4900306804,IMS_INVT01,,WS. BAGI,,,64708,
2024-02-16,D68QH255-206#BCF,SIKAFLEX 255 BLACK FC,,2024-02-16,-20,1,221,M1-22041.4300003938.2,SAU,-2500000,4900306751,IMS_INVT01,,WS. BAGI,,,64657,
2024-02-16,A11ND0030,STEEL PLATE,,2024-02-16,-23.00,1,221,M1-22041.4300003938.4,SHT,-61270106,4900306793,IMS_INVT01,,WS. BAGI,,,64637,
2024-02-16,A14AB0030,PLATE EXPANDED STEEL,,2024-02-16,-26.00,1,221,M1-22041.4300003938.4,SHT,-29978000,4900306802,IMS_INVT01,,WS. BAGI,,,64614,
2024-02-16,A14AB0030,PLATE EXPANDED STEEL,,2024-02-16,-3.00,1,221,M1-22041.4300003938.4,SHT,-3459000,4900306788,IMS_INVT01,,WS. BAGI,,,64612,
2024-02-16,B50AC2400,HINGE,,2024-02-16,-22,1,221,M1-22041.4300003938.4,PC,-919600,4900306766,IMS_INVT01,,WS. BAGI,,,64711,
2024-02-16,B50AK11108021,MEKANISME SLIDING DOOR (TOP RAIL 777),,2024-02-16,-44,1,221,M1-22041.4300003938.4,SET,-8580000,4900306796,IMS_INVT01,,FINISHING WS.INK,,,64721,
2024-02-16,B664A18424,WINDOW OF MONITORING GLASS,,2024-02-16,-1,1,221,M1-22041.4300003938.4,PC,-1512261,4900306652,IMS_INVT01,,WS. BAGI,,,64596,
2024-02-16,A11EL0060I5267,STEEL PLATE,,2024-02-16,-2.00,1,221,M9-23002.9000000087,SHT,-32965560,4900306668,IMS_INVT01,,WS. INKA,,,63821,SK89607
2024-02-16,A11EL0060I5267,STEEL PLATE,,2024-02-16,-1.00,2,221,M9-23002.9000000087,SHT,-16482780,4900306665,IMS_INVT01,,WS. INKA,,,64457,SK89607
2024-02-16,A11EL0100G9157,STEEL PLATE,,2024-02-16,-1.00,1,221,M9-23002.9000000087,SHT,-12790891,4900306869,IMS_INVT01,,F,,,57034,SK90305
2024-02-16,A11EL0120E0223,STEEL PLATE,,2024-02-16,-4.00,1,221,M9-23002.9000000087,SHT,-54096468,4900306667,IMS_INVT01,,WS. INKA,,,64457,SK90250
2024-02-16,A11EL0120E0223,STEEL PLATE,,2024-02-16,-1.00,1,221,M9-23002.9000000087,SHT,-13524117,4900306665,IMS_INVT01,,WS. INKA,,,64457,SK89847
2024-02-16,A11EL0120H271,STEEL PLATE,,2024-02-16,-2.00,1,221,M9-23002.9000000087,SHT,-53412260,4900306872,IMS_INVT01,,FABRIKASI INKA,,,57032,SK89847
2024-02-16,A11EL0120H271,STEEL PLATE,,2024-02-16,-10.00,1,221,M9-23002.9000000087,SHT,-267061300,4900306857,IMS_INVT01,,FABRIKASI INKA,,,57044,SK89848
2024-02-16,A11EL0120H271,STEEL PLATE,,2024-02-16,-5.00,1,221,M9-23002.9000000087,SHT,-133530650,4900306859,IMS_INVT01,,FABRIKASI INKA,,,57046,SK89832
2024-02-16,A11EL0120H271,STEEL PLATE,,2024-02-16,-5.00,1,221,M9-23002.9000000087,SHT,-133530650,4900306860,IMS_INVT01,,FABRIKASI INKA,,,57046,SK89847
2024-02-16,A11EL0120H271,STEEL PLATE,,2024-02-16,-7.00,1,221,M9-23002.9000000087,SHT,-186942910,4900306862,IMS_INVT01,,FABRIKASI INKA,,,57040,SK89832
2024-02-16,A11EL0120H271,STEEL PLATE,,2024-02-16,-3.00,1,221,M9-23002.9000000087,SHT,-80118390,4900306863,IMS_INVT01,,FABRIKASI INKA,,,57040,SK89847
2024-02-16,A11EL0120H271,STEEL PLATE,,2024-02-16,-10.00,1,221,M9-23002.9000000087,SHT,-267061300,4900306865,IMS_INVT01,,FABRIKASI INKA,,,57047,SK89832
2024-02-16,A11EL0120H271,STEEL PLATE,,2024-02-16,-4.00,1,221,M9-23002.9000000087,SHT,-106824520,4900306866,IMS_INVT01,,FABRIKASI INKA,,,57035,SK89847
2024-02-16,A11EL0120H271,STEEL PLATE,,2024-02-16,-4.00,1,221,M9-23002.9000000087,SHT,-106824520,4900306867,IMS_INVT01,,FABRIKASI INKA,,,57035,SK89848
2024-02-16,A11EL0120H271,STEEL PLATE,,2024-02-16,-2.00,1,221,M9-23002.9000000087,SHT,-53412260,4900306868,IMS_INVT01,,FABRIKASI INKA,,,57035,SK89832
2024-02-16,A11EL0120H271,STEEL PLATE,,2024-02-16,-10.00,2,221,M9-23002.9000000087,SHT,-267061300,4900306869,IMS_INVT01,,F,,,57034,SK89832
2024-02-16,A11EL0120H271,STEEL PLATE,,2024-02-16,-10.00,1,221,M9-23002.9000000087,SHT,-267061300,4900306870,IMS_INVT01,,FABRIKASI INKA,,,57033,SK89848
2024-02-16,A11EL0120H271,STEEL PLATE,,2024-02-16,-4.00,1,221,M9-23002.9000000087,SHT,-106824520,4900306871,IMS_INVT01,,FABRIKASI INKA,,,57032,SK89071
2024-02-16,A11EL0120H271,STEEL PLATE,,2024-02-16,-4.00,1,221,M9-23002.9000000087,SHT,-106824520,4900306873,IMS_INVT01,,FABRIKASI INKA,,,57032,SK89848
2024-02-16,A11EL0160H16,STEEL PLATE,,2024-02-16,-1.00,1,221,M9-23002.9000000087,SHT,-20402700,4900306687,IMS_INVT01,,,,,64457,SK68698
2024-02-16,A11EL0200H16,STEEL PLATE,,2024-02-16,-7.00,1,221,M9-23002.9000000087,SHT,-177992682,4900306874,IMS_INVT01,,FABRIKASI INKA,,,53930,
2024-02-16,A15SM0450,ROUND BAR,,2024-02-16,-1,1,221,M9-23002.9000000087,STK,-2105000,4900306851,IMS_INVT01,,FABRIKASI INKA,,,62579,
2024-02-16,A16HR0750-030,STEEL PIPE,,2024-02-16,-3,1,221,M9-23002.9000000087,STK,-3975000,4900306845,IMS_INVT01,,FABRIKASI INKA,,,63822,
2024-02-16,A16HR0750-030,STEEL PIPE,,2024-02-16,-3,1,221,M9-23002.9000000087,STK,-3975000,4900306846,IMS_INVT01,,FABRIKASI INKA,,,63820,
2024-02-16,D62QE0153#HB,PRIMER SURFACER EP PLUS GREY 21,,2024-02-16,-600,1,221,M9-23002.9000000087,LTS,-57000000,4900306821,IMS_INVT01,,FINISHI WS.INKA,,,64630,
2024-02-16,A17AB030030020,HOLLOW,,2024-02-16,-116,1,221,M9-24001.9000000342,STK,-19720000,4900306772,IMS_INVT01,,WS. BAGI,,,64509,
2024-02-17,A11AB0090,STEEL PLATE,,2024-02-17,-2.00,1,221,M1-22041.4300003938,SHT,-5501300,4900306885,IMS_INVT01,,WS. BAGI,,,64751,
2024-02-17,A11AE0016,STEEL PLATE,,2024-02-17,-2.00,1,221,M1-22041.4300003938,SHT,-1104000,4900306914,IMS_INVT01,,WS. INKA,,,64746,
2024-02-17,A11RF0016,STEEL PLATE  ALLUMINIUM,,2024-02-17,-15.00,1,221,M1-22041.4300003938,SHT,-9015000,4900306887,IMS_INVT01,,WS. BAGI,,,64750,
2024-02-17,A16GL0340L-S80,"STEEL PIPE 1""",,2024-02-17,-183,1,221,M1-22041.4300003938,STK,-171938254,4900306925,IMS_INVT01,,FABRIKASI WS.INK,,,64736,
2024-02-17,A16GL0340L-S80,"STEEL PIPE 1""",,2024-02-17,-20,1,221,M1-22041.4300003938,STK,-18791066,4900306892,IMS_INVT01,,FABRIKAS WS.INKA,,,64602,
2024-02-17,A16ND0340L-S80,"STEEL PIPE 1""",,2024-02-17,-54,1,221,M1-22041.4300003938,STK,-121462774,4900306928,IMS_INVT01,,FABRIKASI WS.INK,,,64736,
2024-02-17,D31WG0002,SOLAR,,2024-02-17,-70.00,1,221,M1-22041.4300003938,L,-912869,4900306908,IMS_INVT01,,WS. BAGI,,,64778,
2024-02-17,D63SA0005,KERTAS GOSOK FW,,2024-02-17,-400.00,1,221,M1-22041.4300003938,SHT,-1220000,4900306896,IMS_INVT01,,WS. BAGI,,,64749,
2024-02-17,D76SL1612105#WD,CUTTING WHEEL WD,,2024-02-17,-600,1,221,,PC,-2040000,4900306930,IMS_INVT01,,FINISHING WS.INK,,3001079,64720,
2024-02-17,D83UX0000B-JOY,ISI CUTTER,,2024-02-17,-20,1,221,M1-22041.4300003938,PC,-28000,4900306897,IMS_INVT01,,WS. BAGI,,,64748,
2024-02-17,A10WG0030#GR,HARD VINYL,,2024-02-17,-1.00,1,221,M1-22041.4300003938.1,SHT,-439038,4900306910,IMS_INVT01,,WS. BAGI,,,64760,
2024-02-17,A10XV1040D8#9001,ACP,,2024-02-17,-200.00,1,221,M1-22041.4300003938.1,SHT,-185200000,4900306916,IMS_INVT01,,WS. BAGI,,,64581,
2024-02-17,A11ND0020,STEEL PLATE,,2024-02-17,-32.00,1,221,M1-22041.4300003938.1,SHT,-59478216,4900306912,IMS_INVT01,,WS. BAGI,,,64772,
2024-02-17,A16ND0340L-S40,"STEEL PIPE 1""",,2024-02-17,-5,1,221,M1-22041.4300003938.1,STK,-9857500,4900306923,IMS_INVT01,,WS. BAGI,,,64728,
2024-02-17,A17AB020020015,HOLLOW,,2024-02-17,-42,1,221,M1-22041.4300003938.1,STK,-3288636,4900306889,IMS_INVT01,,WS. BAGI,,,64747,
2024-02-17,A17AB040040020,HOLLOW,,2024-02-17,-13,1,221,M1-22041.4300003938.1,STK,-2923544,4900306929,IMS_INVT01,,WS. BAGI,,,64757,
2024-02-17,A17AB040040020,HOLLOW,,2024-02-17,-42,2,221,M1-22041.4300003938.1,STK,-9445297,4900306889,IMS_INVT01,,WS. BAGI,,,64747,
2024-02-17,A28RK0006,ALUMINIUM EKSTRUSI (CLIP SIDEWALL DMU),,2024-02-17,-2,1,221,M1-22041.4300003938.1,STK,-199112,4900306886,IMS_INVT01,,WS. BAGI,,,64752,
2024-02-17,A28RK3679,AL EKSTRUSI (WICKET DOOR PROFILE 1),,2024-02-17,-4,1,221,M1-22041.4300003938.1,STK,-1800000,4900306894,IMS_INVT01,,WS. BAGI,,,64488,
2024-02-17,B41BE1205025,CSK CHD SCREW (JF),,2024-02-17,-1500,1,221,M1-22041.4300003938.1,PC,-1224000,4900306901,IMS_INVT01,,WS. BAGI,,,64764,
2024-02-17,B46BE080008,RIVET NUT CLOSED END,,2024-02-17,-144,1,221,M1-22041.4300003938.1,PC,-1297440,4900306893,IMS_INVT01,,FINISHING WS.INK,,,64576,
2024-02-17,B341A71002,HANDBRAKE WHEEL,,2024-02-17,-37,1,221,M1-22041.4300003938.2,PC,-153550000,4900306918,IMS_INVT01,,WS. BAGI,,,64771,
2024-02-17,B51CUWH0058,HOSE NIPPLE CONNECTOR,,2024-02-17,-100,1,221,M1-22041.4300003938.2,PC,-1100000,4900306927,IMS_INVT01,,WS. BAGI,,,64781,
2024-02-17,D62QE0126#HB,2K PU RAL 9003 SIGNAL WHITE - DOFF GLOSS,,2024-02-17,-200,1,221,M1-22041.4300003938.2,LTS,-35600000,4900306898,IMS_INVT01,,WS. BAGI,,,64725,
2024-02-17,D64QF00002,THINNER CUCI,,2024-02-17,-200.00,1,221,M1-22041.4300003938.2,L,-3320000,4900306884,IMS_INVT01,,WS. BAGI,,,64710,
2024-02-17,D68QH255-206#BCF,SIKAFLEX 255 BLACK FC,,2024-02-17,-60,1,221,M1-22041.4300003938.2,SAU,-7500000,4900306902,IMS_INVT01,,WS. BAGI,,,64770,
2024-02-17,D68QH255-206#BCF,SIKAFLEX 255 BLACK FC,,2024-02-17,-30,1,221,M1-22041.4300003938.2,SAU,-3750000,4900306899,IMS_INVT01,,WS. BAGI,,,64763,
2024-02-17,D66UG0048-NCI,ISOLASI KERTAS,,2024-02-17,-96,1,221,M1-22041.4300003938.3,ROL,-1056000,4900306900,IMS_INVT01,,WS. BAGI,,,64761,
2024-02-17,A11MH0020,STEEL PLATE,,2024-02-17,-5.00,1,221,M1-22041.4300003938.4,SHT,-5533898,4900306922,IMS_INVT01,,FABRIKASI WS.INK,,,64478,
2024-02-17,D76SL2543355,CUTTING WHEEL (ABRASIVE),,2024-02-17,-25,1,221,M9-20003.9000000001,PC,-1875000,4900306888,IMS_INVT01,,WS. BAGI,,,64753,
2024-02-17,A11ND0020,STEEL PLATE,,2024-02-17,-25.00,1,221,M9-20003.9000000166,SHT,-46015000,4900306911,IMS_INVT01,,WS. BAGI,,,64775,
2024-02-17,A17AB050100020,HOLLOW,,2024-02-17,-75,1,221,M9-20003.9000000166,STK,-42187500,4900306891,IMS_INVT01,,WS. BAGI,,,64740,
2024-02-17,A16HK0267L-S80,"STEEL PIPE 3/4""",,2024-02-17,-67,1,221,M9-23002.9000000087,STK,-24120000,4900306895,IMS_INVT01,,FABRIKAS WS.INKA,,,64346,
2024-02-17,A16HK0422L-S80,"STEEL PIPE 1 1/4""",,2024-02-17,-93,2,221,M9-23002.9000000087,STK,-67425000,4900306895,IMS_INVT01,,FABRIKAS WS.INKA,,,64346,
2024-02-18,A11ND0008,STEEL PLATE,,2024-02-18,-14.00,1,221,M1-22001.4300003556,SHT,-10612000,4900306986,IMS_INVT01,,FABRIKASI INKA,,,62524,
2024-02-18,A11AB0023,STEEL PLATE,,2024-02-18,-5.00,6,221,M1-22041.4300003938,SHT,-4098658,4900306997,IMS_INVT01,,FABRIKASI INKA,,,62047,
2024-02-18,A11AB0045,STEEL PLATE,,2024-02-18,-11.00,7,221,M1-22041.4300003938,SHT,-16861613,4900306997,IMS_INVT01,,FABRIKASI INKA,,,62047,
2024-02-18,A11AB0060G9315,STEEL PLATE,,2024-02-18,-3.00,5,221,M1-22041.4300003938,SHT,-48529200,4900306997,IMS_INVT01,,FABRIKASI INKA,,,62047,
2024-02-18,A11AB0060G9315,STEEL PLATE,,2024-02-18,-2.00,4,221,M1-22041.4300003938,SHT,-32352800,4900306977,IMS_INVT01,,VENDOR/SUBCONT,,,62718,
2024-02-18,A11AB0060G9315,STEEL PLATE,,2024-02-18,-2.00,5,221,M1-22041.4300003938,SHT,-32352800,4900306971,IMS_INVT01,,VENDOR/SUBCONT,,,62717,
2024-02-18,A11AB0060G9315,STEEL PLATE,,2024-02-18,-2.00,4,221,M1-22041.4300003938,SHT,-32352800,4900306967,IMS_INVT01,,VENDOR/SUBCONT,,,62715,
2024-02-18,A11AB0060G9315,STEEL PLATE,,2024-02-18,-2.00,4,221,M1-22041.4300003938,SHT,-32352800,4900306961,IMS_INVT01,,VENDOR/SUBCONT,,,62714,
2024-02-18,A11AB0060G9315,STEEL PLATE,,2024-02-18,-2.00,1,221,M1-22041.4300003938,SHT,-32352800,4900306952,IMS_INVT01,,,,,59104,
2024-02-18,A11AB0090G9355,STEEL PLATE,,2024-02-18,-11.00,3,221,M1-22041.4300003938,SHT,-282253400,4900306961,IMS_INVT01,,VENDOR/SUBCONT,,,62714,
2024-02-18,A11AB0090G9355,STEEL PLATE,,2024-02-18,-10.00,3,221,M1-22041.4300003938,SHT,-256594000,4900306967,IMS_INVT01,,VENDOR/SUBCONT,,,62715,
2024-02-18,A11AB0090G9355,STEEL PLATE,,2024-02-18,-8.00,4,221,M1-22041.4300003938,SHT,-205275200,4900306971,IMS_INVT01,,VENDOR/SUBCONT,,,62717,
2024-02-18,A11AB0090G9355,STEEL PLATE,,2024-02-18,-8.00,3,221,M1-22041.4300003938,SHT,-205275200,4900306977,IMS_INVT01,,VENDOR/SUBCONT,,,62718,
2024-02-18,A11AB0120G9395,STEEL PLATE,,2024-02-18,-3.00,2,221,M1-22041.4300003938,SHT,-113966100,4900306963,IMS_INVT01,,VENDOR/SUBCONT,,,62714,
2024-02-18,A11AB0120G9395,STEEL PLATE,,2024-02-18,-3.00,2,221,M1-22041.4300003938,SHT,-113966100,4900306967,IMS_INVT01,,VENDOR/SUBCONT,,,62715,
2024-02-18,A11AB0120G9395,STEEL PLATE,,2024-02-18,-3.00,3,221,M1-22041.4300003938,SHT,-113966100,4900306971,IMS_INVT01,,VENDOR/SUBCONT,,,62717,
2024-02-18,A11AB0120G9395,STEEL PLATE,,2024-02-18,-3.00,2,221,M1-22041.4300003938,SHT,-113966100,4900306977,IMS_INVT01,,VENDOR/SUBCONT,,,62718,
2024-02-18,A11AB0120G9395,STEEL PLATE,,2024-02-18,-3.00,4,221,M1-22041.4300003938,SHT,-113966100,4900306997,IMS_INVT01,,FABRIKASI INKA,,,62047,
2024-02-18,A11AB0160E0120,STEEL PLATE,,2024-02-18,-23.00,2,221,M1-22041.4300003938,SHT,-222392317,4900306961,IMS_INVT01,,VENDOR/SUBCONT,,,62714,SK89744
2024-02-18,A11AB0160E0120,STEEL PLATE,,2024-02-18,-1.00,1,221,M1-22041.4300003938,SHT,-9669231,4900306963,IMS_INVT01,,VENDOR/SUBCONT,,,62714,SK91291
2024-02-18,A11AB0160E0120,STEEL PLATE,,2024-02-18,-6.00,1,221,M1-22041.4300003938,SHT,-58015387,4900306967,IMS_INVT01,,VENDOR/SUBCONT,,,62715,SK89746
2024-02-18,A11AB0160E0120,STEEL PLATE,,2024-02-18,-2.00,1,221,M1-22041.4300003938,SHT,-19338462,4900306968,IMS_INVT01,,FABRIKASI INKA,,,62715,SK91289
2024-02-18,A11AB0160E0120,STEEL PLATE,,2024-02-18,-2.00,1,221,M1-22041.4300003938,SHT,-19338462,4900306969,IMS_INVT01,,VENDOR/SUBCONT,,,62715,SK89744
2024-02-18,A11AB0160E0120,STEEL PLATE,,2024-02-18,-14.00,1,221,M1-22041.4300003938,SHT,-135369236,4900306970,IMS_INVT01,,VENDOR/SUBCONT,,,62715,SK89744
2024-02-18,A11AB0160E0120,STEEL PLATE,,2024-02-18,-1.00,2,221,M1-22041.4300003938,SHT,-9669231,4900306971,IMS_INVT01,,VENDOR/SUBCONT,,,62717,SK89746
2024-02-18,A11AB0160E0120,STEEL PLATE,,2024-02-18,-12.00,1,221,M1-22041.4300003938,SHT,-116030774,4900306972,IMS_INVT01,,VENDOR/SUBCONT,,,62717,SK91291
2024-02-18,A11AB0160E0120,STEEL PLATE,,2024-02-18,-7.00,1,221,M1-22041.4300003938,SHT,-67684618,4900306973,IMS_INVT01,,VENDOR/SUBCONT,,,62717,SK91289
2024-02-18,A11AB0160E0120,STEEL PLATE,,2024-02-18,-1.00,1,221,M1-22041.4300003938,SHT,-9669231,4900306974,IMS_INVT01,,,,,62717,SK91290
2024-02-18,A11AB0160E0120,STEEL PLATE,,2024-02-18,-1.00,1,221,M1-22041.4300003938,SHT,-9669231,4900306975,IMS_INVT01,,VENDOR/SUBCONT,,,62717,SK89747
2024-02-18,A11AB0160E0120,STEEL PLATE,,2024-02-18,-2.00,1,221,M1-22041.4300003938,SHT,-19338462,4900306976,IMS_INVT01,,VENDOR/SUBCONT,,,62717,SK91294
2024-02-18,A11AB0160E0120,STEEL PLATE,,2024-02-18,-24.00,1,221,M1-22041.4300003938,SHT,-232061548,4900306977,IMS_INVT01,,VENDOR/SUBCONT,,,62718,SK89744
2024-02-18,A11AB0160E0120,STEEL PLATE,,2024-02-18,-14.00,3,221,M1-22041.4300003938,SHT,-135369236,4900306997,IMS_INVT01,,FABRIKASI INKA,,,62047,SK89744
2024-02-18,A11AB0160E0120,STEEL PLATE,,2024-02-18,-3.00,1,221,M1-22041.4300003938,SHT,-29007693,4900306998,IMS_INVT01,,FABRIKASI INKA,,,62047,SK89746
2024-02-18,A11AB0160E0120,STEEL PLATE,,2024-02-18,-7.00,1,221,M1-22041.4300003938,SHT,-67684618,4900306999,IMS_INVT01,,FABRIKASI INKA,,,62047,SK89744
2024-02-18,A11AB0190H0160,STEEL PLATE,,2024-02-18,-1.00,2,221,M1-22041.4300003938,SHT,-24657480,4900306997,IMS_INVT01,,FABRIKASI INKA,,,62047,SK89746
2024-02-18,A11AB0190H0321,STEEL PLATE,,2024-02-18,-1.00,1,221,M1-22041.4300003938,SHT,-49650800,4900306961,IMS_INVT01,,VENDOR/SUBCONT,,,62714,
2024-02-18,A11AB0190H0321,STEEL PLATE,,2024-02-18,-1.00,1,221,M1-22041.4300003938,SHT,-49650800,4900306971,IMS_INVT01,,VENDOR/SUBCONT,,,62717,
2024-02-18,A11AB0250G9157,STEEL PLATE,,2024-02-18,-2.00,1,221,M1-22041.4300003938,SHT,-62617949,4900306954,IMS_INVT01,,VENDOR/SUBCONT,,,62712,SK89741
2024-02-18,A11AB0250G9157,STEEL PLATE,,2024-02-18,-1.00,1,221,M1-22041.4300003938,SHT,-31308974,4900306997,IMS_INVT01,,FABRIKASI INKA,,,62047,SK89741
2024-02-18,A11AB0250G9157,STEEL PLATE,,2024-02-18,-4.00,1,221,M1-22041.4300003938,SHT,-125235898,4900306953,IMS_INVT01,,FABRIKASI INKA,,,62712,SK89744
