Posting Date,Material,Material Description,Purchase Order,Document Date,Qty in Un. of Entry,Item,Movement Type,WBS Element,Unit of Entry,Amount in LC,Material Document,User Name,Document Header Text,Reference,Order,Vendor,Reservation,Batch
2024-01-02,A11AB0032,STEEL PLATE,,2024-01-02,-11.00,1,221,M1-22041.4300003938,SHT,-12762569,4900307609,IMS_INVT01,,FABRIKASI WS.INK,,,56091,
2024-01-02,A11AB0090G9157,STEEL PLATE,,2024-01-02,-1.00,1,221,M1-22041.4300003938,SHT,-10892700,4900300623,IMS_INVT01,,FABRIKASI INKA,,,51917,SK89691
2024-01-02,A11ND0020,STEEL PLATE,,2024-01-02,-4.00,1,221,M1-22041.4300003938,SHT,-7553996,4900307611,IMS_INVT01,,FABRIKASI WS.INK,,,58722,
2024-01-02,A16GL0340L-S80,"STEEL PIPE 1""",,2023-12-17,-90,1,221,M1-22041.4300003938,STK,-69425787,4900307178,IMS_INVT01,,FABRIKASI WS.INK,,,60261,
2024-01-02,A16HS0605L-S40,"STEEL PIPE 2""",,2024-01-02,-18,1,221,M1-22041.4300003938,STK,-17781429,4900307604,IMS_INVT01,,FABRIKASI WS.INK,,,54269,
2024-01-02,A16HS0605L-S40,"STEEL PIPE 2""",,2024-01-02,-8,1,221,M1-22041.4300003938,STK,-7902857,4900307605,IMS_INVT01,,FABRIKASI WS.INK,,,54199,
2024-01-02,D72SD08125,MATA TAP,,2024-01-02,-100,1,221,M1-22041.4300003938,PC,-14900395,4900300524,IMS_INVT01,,WS. BAGI,,,61343,
2024-01-02,D76SL1612105#WD,CUTTING WHEEL WD,,2024-01-02,-400,1,221,M1-22041.4300003938,PC,-1116154,4900300554,IMS_INVT01,,WS. BAGI,,,61335,
2024-01-02,D76SL2543405,CUTTING WHEEL (ABRASIVE),,2024-01-02,-100,1,221,M1-22041.4300003938,PC,-4500000,4900300589,IMS_INVT01,,FINISHING WS.INK,,,61364,
2024-01-02,D84TA50001,KAOS TANGAN,,2024-01-02,-50,1,221,M1-22041.4300003938,PAC,-1250000,4900300588,IMS_INVT01,,FINISHING WS.INK,,,61365,
2024-01-02,D84TA50001,KAOS TANGAN,,2024-01-02,-50,1,221,M1-22041.4300003938,PAC,-1250000,4900300548,IMS_INVT01,,WS. BAGI,,,61345,
2024-01-02,A09SJ0500B4#AL80,ROCKWOOL BLANGKET,,2024-01-02,-1424.00,1,221,M1-22041.4300003938.1,SHT,-121040000,4900300523,IMS_INVT01,,WS. INKA,,,61344,
2024-01-02,A11AB0023,STEEL PLATE,,2024-01-02,-17.00,1,221,M1-22041.4300003938.1,SHT,-14231210,4900300510,IMS_INVT01,,WS. BAGI,,,61350,
2024-01-02,A11ND0030E10,STEEL PLATE,,2024-01-02,-2.00,1,221,M1-22041.4300003938.1,SHT,-9197625,4900300598,IMS_INVT01,,FABRIKASI INKA,,,60830,
2024-01-02,A15AB0090,ROUND BAR,,2024-01-02,-1,1,221,M1-22041.4300003938.1,STK,-41569,4900300614,IMS_INVT01,,,,,58533,
2024-01-02,B04NDJDA012-300,FLEXIBLE HOSE,,2024-01-02,-50,4,221,M1-22041.4300003938.1,PC,-2475000,4900300500,IMS_INVT01,,WS. BAGI,,,61318,
2024-01-02,B04NDJDA012-500,FLEXIBLE HOSE,,2024-01-02,-50,3,221,M1-22041.4300003938.1,PC,-2875000,4900300500,IMS_INVT01,,WS. BAGI,,,61318,
2024-01-02,B41BE1204025,CSK CHD SCREW (JF),,2024-01-02,-1900,1,221,M1-22041.4300003938.1,PC,-893085,4900300530,IMS_INVT01,,WS. BAGI,,,61333,
2024-01-02,B41BE1204025,CSK CHD SCREW (JF),,2024-01-02,-1000,2,221,M1-22041.4300003938.1,PC,-470045,4900300500,IMS_INVT01,,WS. BAGI,,,61318,
2024-01-02,B41BE1208030,CSK CHD SCREW (JF),,2024-01-02,-1000,4,221,M1-22041.4300003938.1,PC,-2357142,4900300530,IMS_INVT01,,WS. BAGI,,,61333,
2024-01-02,B42BE0106020,HEX BOLT,,2024-01-02,-1000,5,221,M1-22041.4300003938.1,PC,-718813,4900300530,IMS_INVT01,,WS. BAGI,,,61333,
2024-01-02,B42BE0108020,HEX BOLT,,2024-01-02,-70,6,221,M1-22041.4300003938.1,PC,-90510,4900300530,IMS_INVT01,,WS. BAGI,,,61333,
2024-01-02,B42BE1108012,U BOLT,,2024-01-02,-60,14,221,M1-22041.4300003938.1,PC,-339960,4900300580,IMS_INVT01,,DALMAT GE INKA,,,61304,
2024-01-02,B42BE1108100,U BOLT,,2024-01-02,-25,12,221,M1-22041.4300003938.1,PC,-260300,4900300580,IMS_INVT01,,DALMAT GE INKA,,,61304,
2024-01-02,B50AD01006,MICRO SWITCH,,2024-01-02,-32,1,221,M1-22041.4300003938.1,PC,-384000,4900300566,IMS_INVT01,,WS. BAGI,,,61361,
2024-01-02,B50CA10114,AFUR WASTAFEL,,2024-01-02,-20,6,221,M1-22041.4300003938.1,PC,-6580000,4900300500,IMS_INVT01,,WS. BAGI,,,61318,
2024-01-02,B50CD0104,KRAN (FAUCET),,2024-01-02,-43,5,221,M1-22041.4300003938.1,PC,-7525000,4900300500,IMS_INVT01,,WS. BAGI,,,61318,
2024-01-02,B51NDBDN012,SQUARE PLUG,,2024-01-02,-15,10,221,M1-22041.4300003938.1,PC,-457500,4900300580,IMS_INVT01,,DALMAT GE INKA,,,61304,
2024-01-02,B51NDDHG012,DOUBLE NIPPLE 1/2,,2024-01-02,-30,8,221,M1-22041.4300003938.1,PC,-585184,4900300580,IMS_INVT01,,DALMAT GE INKA,,,61304,
2024-01-02,B51NDDHG100,"DOUBLE NIPPLE 1""",,2024-01-02,-15,11,221,M1-22041.4300003938.1,PC,-370425,4900300580,IMS_INVT01,,DALMAT GE INKA,,,61304,
2024-01-02,B51NDPFR012,"SOCKET 1/2""",,2024-01-02,-30,6,221,M1-22041.4300003938.1,PC,-867322,4900300580,IMS_INVT01,,DALMAT GE INKA,,,61304,
2024-01-02,B51NDPFR100,"SOCKET 1""",,2024-01-02,-30,5,221,M1-22041.4300003938.1,PC,-1860000,4900300580,IMS_INVT01,,DALMAT GE INKA,,,61304,
2024-01-02,B51NDPIR100,"UNION (UNION STRAIGHT JOINT 1"")",,2024-01-02,-180,7,221,M1-22041.4300003938.1,PC,-15876000,4900300580,IMS_INVT01,,DALMAT GE INKA,,,61304,
2024-01-02,B51NDPWG012,"ELBOW JOINT 1/2""",,2024-01-02,-105,3,221,M1-22041.4300003938.1,PC,-1766789,4900300580,IMS_INVT01,,DALMAT GE INKA,,,61304,
2024-01-02,B51NDPWG100,ELBOW JOINT 1,,2024-01-02,-180,1,221,M1-22041.4300003938.1,PC,-9338754,4900300580,IMS_INVT01,,DALMAT GE INKA,,,61304,
2024-01-02,B51NDQBR100R012,BUSHING FITTING,,2024-01-02,-45,9,221,M1-22041.4300003938.1,PC,-1718683,4900300580,IMS_INVT01,,DALMAT GE INKA,,,61304,
2024-01-02,B51NDQWG100,"TEE JOINT 1""",,2024-01-02,-45,2,221,M1-22041.4300003938.1,PC,-2832979,4900300580,IMS_INVT01,,DALMAT GE INKA,,,61304,
2024-01-02,B51NDQWR012,"TEE JOINT 1/2""",,2024-01-02,-30,4,221,M1-22041.4300003938.1,PC,-1050193,4900300580,IMS_INVT01,,DALMAT GE INKA,,,61304,
2024-01-02,B561K74001035,U BOLT 2,,2024-01-02,-150,13,221,M1-22041.4300003938.1,PC,-1800000,4900300580,IMS_INVT01,,DALMAT GE INKA,,,61304,
2024-01-02,B561K74001037,U BOLT 4,,2024-01-02,-75,15,221,M1-22041.4300003938.1,PC,-787500,4900300580,IMS_INVT01,,DALMAT GE INKA,,,61304,
2024-01-02,B762A16003,LOCKING,,2024-01-02,-30,2,221,M1-22041.4300003938.1,PC,-1080000,4900300530,IMS_INVT01,,WS. BAGI,,,61333,
2024-01-02,BACI2001106,RUBBER SEAL PIPE,,2024-01-02,-100,1,221,M1-22041.4300003938.1,PC,-415000,4900300526,IMS_INVT01,,WS. BAGI,,,61355,
2024-01-02,D31WG0001,BENSIN,,2024-01-02,-200.00,3,221,M1-22041.4300003938.1,L,-3560000,4900300530,IMS_INVT01,,WS. BAGI,,,61333,
2024-01-02,D62QE0034#HB,PRIMER SURFACER EP PLUS 534 - 5068 + HAR,,2024-01-02,-80,2,221,M1-22041.4300003938.1,LTS,-7288000,4900300496,IMS_INVT01,,WS. BAGI,,,61315,
2024-01-02,D62QECF1K-DNP,WASH PRIMER 1K,,2024-01-02,-10.00,7,221,M1-22041.4300003938.1,L,-2752000,4900300530,IMS_INVT01,,WS. BAGI,,,61333,
2024-01-02,D64QF00007-DNP,THINNER DANAGLOSS PU,,2024-01-02,-40.00,1,221,M1-22041.4300003938.1,L,-1440000,4900300496,IMS_INVT01,,WS. BAGI,,,61315,
2024-01-02,D67UK7447,SCOTCH BRITE,,2024-01-02,-30,1,221,M1-22041.4300003938.1,PC,-300000,4900300500,IMS_INVT01,,WS. BAGI,,,61318,
2024-01-02,A16ND0340L-S80,"STEEL PIPE 1""",,2024-01-02,-6,1,221,M1-22041.4300003938.2,STK,-13230000,4900300596,IMS_INVT01,,FABRIKASI INKA,,,61260,
2024-01-02,B50AH01777,ROLLER / RODA PINTU SLIDING,,2024-01-02,-32,1,221,M1-22041.4300003938.2,SET,-2400000,4900300531,IMS_INVT01,,WS. BAGI,,,61342,
2024-01-02,B50CD0104,KRAN (FAUCET),,2024-01-02,-7,1,221,M1-22041.4300003938.2,PC,-1225000,4900300497,IMS_INVT01,,WS. BAGI,,,61319,
2024-01-02,D30WC1224S,AGREGAT SMALL,,2024-01-02,-5130.00,1,221,M1-22041.4300003938.2,KG,-42322500,4900300515,IMS_INVT01,,WS. INKA,,,61346,
2024-01-02,A10WY0200,HONEYCOMB,,2024-01-02,-11.00,1,221,M1-22041.4300003938.3,SHT,-11315700,4900300499,IMS_INVT01,,WS. BAGI,,,61320,
2024-01-02,B50AC2400,HINGE,,2024-01-02,-6,1,221,M1-22041.4300003938.3,PC,-250800,4900300534,IMS_INVT01,,WS. BAGI,,,61341,
2024-01-02,D30WC2448L,AGREGAT LARGE,,2024-01-02,-3200.00,1,221,M1-22041.4300003938.3,KG,-24640000,4900300522,IMS_INVT01,,WS. INKA,,,61347,
2024-01-02,D68QH255-206#BCF,SIKAFLEX 255 BLACK FC,,2024-01-02,-5,1,221,M1-22041.4300003938.3,SAU,-625000,4900300553,IMS_INVT01,,WS. BAGI,,,61339,
2024-01-02,A11AB0023,STEEL PLATE,,2024-01-02,-6.00,1,221,M1-22041.4300003938.4,SHT,-5011692,4900300626,IMS_INVT01,,FABRIKASI INKA,,,61059,
2024-01-02,A11AB0032,STEEL PLATE,,2024-01-02,-1.00,1,221,M1-22041.4300003938.4,SHT,-1081770,4900307608,IMS_INVT01,,FABRIKASI WS.INK,,,56361,
2024-01-02,A16HS0217L-S80,"STEEL PIPE 1/2""",,2024-01-02,-1,2,221,M1-22041.4300003938.4,STK,-248000,4900300631,IMS_INVT01,,FABRIKASI INKA,,,61373,
2024-01-02,A16HS0272L-S80,"STEEL PIPE 3/4""",,2024-01-02,-4,1,221,M1-22041.4300003938.4,STK,-1352000,4900300631,IMS_INVT01,,FABRIKASI INKA,,,61373,
2024-01-02,A16HS0340L-S80,"STEEL PIPE 1""",,2024-01-02,-6,3,221,M1-22041.4300003938.4,STK,-2728647,4900300631,IMS_INVT01,,FABRIKASI INKA,,,61373,
2024-01-02,A16ND0340L-S80,"STEEL PIPE 1""",,2024-01-02,-15,1,221,M1-22041.4300003938.4,STK,-33075000,4900300594,IMS_INVT01,,FABRIKASI INKA,,,61060,
2024-01-02,A18ND010010,SQUARE BAR,,2024-01-02,-13,1,221,M1-22041.4300003938.4,STK,-4147000,4900300593,IMS_INVT01,,,,,61059,
2024-01-02,A18ND010010,SQUARE BAR,,2024-01-02,-7,2,221,M1-22041.4300003938.4,STK,-2233000,4900300626,IMS_INVT01,,FABRIKASI INKA,,,61059,
2024-01-02,D68QH255-206#BCF,SIKAFLEX 255 BLACK FC,,2024-01-02,-5,1,221,M1-22041.4300003938.4,SAU,-625000,4900300505,IMS_INVT01,,WS. BAGI,,,61340,
2024-01-02,D68QH255-206#BCF,SIKAFLEX 255 BLACK FC,,2024-01-02,-20,1,221,M1-22041.4300003938.4,SAU,-2500000,4900300495,IMS_INVT01,,WS. BAGI,,,61321,
2024-01-02,A15AB0090,ROUND BAR,,2024-01-02,-6,1,221,M1-23010.4300004430,STK,-249411,4900300600,IMS_INVT01,,FABRIKASI INKA,,,58953,
2024-01-02,A10TY0007#DB,"TACO TH 172 GL, Deco Dark Brown Glossy",,2024-01-02,-5.00,1,221,M1-23011.4300004437,SHT,-1675000,4900300568,IMS_INVT01,,WS. BAGI,,,61362,
2024-01-02,B50CE0102,DOWNLIGHT,,2024-01-02,-22,1,221,M1-23011.4300004437,PC,-2640000,4900300543,IMS_INVT01,,WS. BAGI,,,61356,
2024-01-02,B50DD0102,HANDGRIP,,2024-01-02,-11,1,221,M1-23011.4300004437,PC,-9421500,4900300538,IMS_INVT01,,WS. BAGI,,,61357,
2024-01-02,D68QH255-206#BCF,SIKAFLEX 255 BLACK FC,,2024-01-02,-10,1,221,M1-23011.4300004437,SAU,-1250000,4900300506,IMS_INVT01,,WS. BAGI,,,61337,
2024-01-02,D32WB0500,SEMEN GRESIK,,2024-01-02,-3300.00,1,221,M1-23011.4300004437.5,KG,-6105000,4900300514,IMS_INVT01,,WS. INKA,,,61348,
2024-01-02,C52TI75800,CLAMP GROUND,,2024-01-02,-25,1,221,M9-23002.9000000087,PC,-1450000,4900300592,IMS_INVT01,,FABRIKASI WS.INK,,,61366,
2024-01-03,A11EL0050,STEEL PLATE,,2024-01-03,-10.00,5,221,M1-22041.4300003938,SHT,-16680510,4900300733,IMS_INVT01,,DALMAT FAB.INKA,,,61324,-
2024-01-03,A11EL0060I5267,STEEL PLATE,,2024-01-03,-1.00,4,221,M1-22041.4300003938,SHT,-16482780,4900300733,IMS_INVT01,,DALMAT FAB.INKA,,,61324,SK90144
2024-01-03,A11MH0020,STEEL PLATE,,2024-01-03,-40.00,3,221,M1-22041.4300003938,SHT,-44562276,4900300733,IMS_INVT01,,DALMAT FAB.INKA,,,61324,
2024-01-03,A11MH0030,STEEL PLATE,,2024-01-03,-49.00,2,221,M1-22041.4300003938,SHT,-81379454,4900300733,IMS_INVT01,,DALMAT FAB.INKA,,,61324,
2024-01-03,A11RF0030,PLATE ALLUMINIUM,,2024-01-03,-2.00,1,221,M1-22041.4300003938,SHT,-2332000,4900300716,IMS_INVT01,,FABRIKASI WS.INK,,,58721,
2024-01-03,A11RF0030,PLATE ALLUMINIUM,,2024-01-03,-1.00,1,221,M1-22041.4300003938,SHT,-1166000,4900300717,IMS_INVT01,,FABRIKASI WS.INK,,,61384,
2024-01-03,A11SE0008D82,STEEL PLATE,,2024-01-03,-20,1,221,M1-22041.4300003938,ROL,-137545845,4900300711,IMS_INVT01,,FABRIKASI WS.INK,,,61418,
2024-01-03,A14AB0016#01,STEEL PLATE EXPANDED,,2024-01-03,-20.00,1,221,M1-22041.4300003938,SHT,-6180000,4900300654,IMS_INVT01,,WS. BAGI,,,61358,
2024-01-03,A15ND0050,ROUND BAR,,2024-01-03,-203,1,221,M1-22041.4300003938,STK,-10641342,4900300733,IMS_INVT01,,DALMAT FAB.INKA,,,61324,
2024-01-03,D62QE0034#HB,PRIMER SURFACER EP PLUS 534 - 5068 + HAR,,2024-01-03,-100,2,221,M1-22041.4300003938,LTS,-9110000,4900300668,IMS_INVT01,,WS. BAGI,,,61398,
2024-01-03,D67UK01002,MAJUN,,2024-01-03,-100.00,1,221,M1-22041.4300003938,KG,-1650000,4900300668,IMS_INVT01,,WS. BAGI,,,61398,
2024-01-03,D72SD06100,MATA TAP,,2024-01-03,-200,1,221,M1-22041.4300003938,PC,-15620442,4900300749,IMS_INVT01,,WS. BAGI,,,61428,
2024-01-03,D73TI0020PH,COUPLER NITTO / NEPPLE,,2024-01-03,-100,2,221,M1-22041.4300003938,PC,-2350000,4900300657,IMS_INVT01,,FINISHING WS.INK,,,61391,
2024-01-03,D73TI0020PM,COUPLER NITTO / NEPPLE,,2024-01-03,-100,1,221,M1-22041.4300003938,PC,-2335185,4900300657,IMS_INVT01,,FINISHING WS.INK,,,61391,
2024-01-03,D73TI0020SH,COUPLER NITTO / NEPPLE,,2024-01-03,-100,3,221,M1-22041.4300003938,PC,-6300000,4900300657,IMS_INVT01,,FINISHING WS.INK,,,61391,
2024-01-03,D83SPP002#PT,SPIDOL BESAR,,2024-01-03,-50,1,221,M1-22041.4300003938,PC,-725000,4900300656,IMS_INVT01,,FINISHING WS.INK,,,61371,
2024-01-03,D84TA40002,KERPUS KEPALA,,2024-01-03,-50,1,221,M1-22041.4300003938,PC,-1100000,4900300731,IMS_INVT01,,DALMAT FIN.INKA,,,61430,
2024-01-03,D84TA50001,KAOS TANGAN,,2024-01-03,-77,1,221,M1-22041.4300003938,PAC,-1925000,4900300737,IMS_INVT01,,FAB WS.INKA,,,61409,
2024-01-03,D84TA90030,EAR PLUG,,2024-01-03,-1876,2,221,M1-22041.4300003938,PC,-37520000,4900300737,IMS_INVT01,,FAB WS.INKA,,,61409,
2024-01-03,A11AB0023,STEEL PLATE,,2024-01-03,-4.00,1,221,M1-22041.4300003938.1,SHT,-3348520,4900300661,IMS_INVT01,,WS. BAGI,,,61386,
2024-01-03,A28TH0012,RUBBER OPENING TRIM (AC),,2024-01-03,-200.00,1,221,M1-22041.4300003938.1,M,-3200000,4900300707,IMS_INVT01,,WS. BAGI,,,61407,
2024-01-03,B44BE0108,PLAIN WASHER,,2024-01-03,-2000,2,221,M1-22041.4300003938.1,PC,-433811,4900300708,IMS_INVT01,,FINISHING WS.INK,,,61405,
2024-01-03,B44BE0208,SPRING WASHER,,2024-01-03,-2000,1,221,M1-22041.4300003938.1,PC,-410000,4900300708,IMS_INVT01,,FINISHING WS.INK,,,61405,
2024-01-03,B50CJ01180,BOSTER PUMP,,2024-01-03,-1,2,221,M1-22041.4300003938.1,PC,-995000,4900300747,IMS_INVT01,,WS. INKA,,,61440,
2024-01-03,B50EB01031,MARKING DILARANG DIINJAK,,2024-01-03,-220,1,221,M1-22041.4300003938.1,PC,-1485000,4900300739,IMS_INVT01,,WS. BAGI,,,61411,
2024-01-03,B50EB01032,MARKING NO. 1,,2024-01-03,-110,2,221,M1-22041.4300003938.1,PC,-220000,4900300739,IMS_INVT01,,WS. BAGI,,,61411,
2024-01-03,B50EB01033,MARKING NO. 2,,2024-01-03,-110,3,221,M1-22041.4300003938.1,PC,-220000,4900300739,IMS_INVT01,,WS. BAGI,,,61411,
2024-01-03,B51BRNJG012,BALLCOCK / BALL VALVE,,2024-01-03,-26,8,221,M1-22041.4300003938.1,PC,-2238391,4900300674,IMS_INVT01,,FINISHING WS.INK,,,61376,
2024-01-03,B51BRNJG100,BALLCOCK / BALL VALVE,,2024-01-03,-42,6,221,M1-22041.4300003938.1,PC,-7937483,4900300674,IMS_INVT01,,FINISHING WS.INK,,,61376,
2024-01-03,B51NDQG0100,CHECK VALVE,,2024-01-03,-52,3,221,M1-22041.4300003938.1,PC,-10512482,4900300674,IMS_INVT01,,FINISHING WS.INK,,,61376,
2024-01-03,B51PGDHR012#GL,"DOUBLE NIPPLE 1/2""",,2024-01-03,-26,5,221,M1-22041.4300003938.1,PC,-136584,4900300674,IMS_INVT01,,FINISHING WS.INK,,,61376,
2024-01-03,B51PGPIG100#GL,UNION (UNION STRAIGHT JOINT 1),,2024-01-03,-179,2,221,M1-22041.4300003938.1,PC,-9572418,4900300674,IMS_INVT01,,FINISHING WS.INK,,,61376,
2024-01-03,B51PGPIR012#GL,"UNION (UNION STRAIGHT JOINT 1/2"")",,2024-01-03,-40,7,221,M1-22041.4300003938.1,PC,-1554440,4900300674,IMS_INVT01,,FINISHING WS.INK,,,61376,
2024-01-03,B51PGPWR012#GL,"ELBOW JOINT 1/2""",,2024-01-03,-30,4,221,M1-22041.4300003938.1,PC,-199643,4900300674,IMS_INVT01,,FINISHING WS.INK,,,61376,
2024-01-03,B51PGWPR100,Y STRAINER,,2024-01-03,-78,1,221,M1-22041.4300003938.1,PC,-18809197,4900300674,IMS_INVT01,,FINISHING WS.INK,,,61376,
2024-01-03,B642K74016,COAT HOOK,,2024-01-03,-148,1,221,M1-22041.4300003938.1,PC,-15200044,4900300747,IMS_INVT01,,WS. INKA,,,61440,
2024-01-03,B662A18002,FIX WINDOW,,2024-01-03,-124,1,221,M1-22041.4300003938.1,SET,-564200000,4900300670,IMS_INVT01,,WS. BAGI,,,61395,
2024-01-03,B662A18020,OPENABLE WINDOW,,2024-01-03,-58,2,221,M1-22041.4300003938.1,SET,-348000000,4900300670,IMS_INVT01,,WS. BAGI,,,61395,
2024-01-03,D68QH000-124#BC,SIKAFLEX AUTO BLACK,,2024-01-03,-20,1,221,M1-22041.4300003938.1,SAU,-1320000,4900300748,IMS_INVT01,,WS. BAGI,,,61426,
2024-01-03,A11AB0023,STEEL PLATE,,2024-01-03,-28.00,1,221,M1-22041.4300003938.2,SHT,-23555467,4900300662,IMS_INVT01,,WS. BAGI,,,61387,
2024-01-03,B342A71004001,BUSH,,2024-01-03,-140,16,221,M1-22041.4300003938.2,PC,-7322000,4900300653,IMS_INVT01,,WS. INKA,,,61153,
2024-01-03,B342A71004002,BUSH,,2024-01-03,-88,23,221,M1-22041.4300003938.2,PC,-6644000,4900300653,IMS_INVT01,,WS. INKA,,,61153,
2024-01-03,B342A71004003,BUSH,,2024-01-03,-88,18,221,M1-22041.4300003938.2,PC,-6292000,4900300653,IMS_INVT01,,WS. INKA,,,61153,
2024-01-03,B342A71004004,BUSH,,2024-01-03,-88,22,221,M1-22041.4300003938.2,PC,-12927200,4900300653,IMS_INVT01,,WS. INKA,,,61153,
2024-01-03,B342A71004005,BUSH,,2024-01-03,-44,24,221,M1-22041.4300003938.2,PC,-6063200,4900300653,IMS_INVT01,,WS. INKA,,,61153,
2024-01-03,B342A71004006,BUSH,,2024-01-03,-6,14,221,M1-22041.4300003938.2,PC,-684600,4900300653,IMS_INVT01,,WS. INKA,,,61153,
2024-01-03,B342A71004007,BUSH,,2024-01-03,-140,13,221,M1-22041.4300003938.2,PC,-7980000,4900300653,IMS_INVT01,,WS. INKA,,,61153,
2024-01-03,B342A71004008,BUSH,,2024-01-03,-140,12,221,M1-22041.4300003938.2,PC,-8862000,4900300653,IMS_INVT01,,WS. INKA,,,61153,
2024-01-03,B342A71004009,BUSH,,2024-01-03,-44,28,221,M1-22041.4300003938.2,PC,-9407948,4900300653,IMS_INVT01,,WS. INKA,,,61153,
2024-01-03,B342A71004010,BUSH,,2024-01-03,-44,29,221,M1-22041.4300003938.2,PC,-4850208,4900300653,IMS_INVT01,,WS. INKA,,,61153,
2024-01-03,B342A71004011,BUSH,,2024-01-03,-44,26,221,M1-22041.4300003938.2,PC,-14712456,4900300653,IMS_INVT01,,WS. INKA,,,61153,
2024-01-03,B342A71004012,BUSH,,2024-01-03,-176,21,221,M1-22041.4300003938.2,PC,-17318400,4900300653,IMS_INVT01,,WS. INKA,,,61153,
2024-01-03,B342A71004013,BUSH,,2024-01-03,-140,20,221,M1-22041.4300003938.2,PC,-8568000,4900300653,IMS_INVT01,,WS. INKA,,,61153,
2024-01-03,B342A71004014,BUSH,,2024-01-03,-88,25,221,M1-22041.4300003938.2,PC,-9002400,4900300653,IMS_INVT01,,WS. INKA,,,61153,
2024-01-03,B342A71004015,BUSH,,2024-01-03,-44,19,221,M1-22041.4300003938.2,PC,-5887200,4900300653,IMS_INVT01,,WS. INKA,,,61153,
2024-01-03,B342A71004016,BUSH,,2024-01-03,-140,17,221,M1-22041.4300003938.2,PC,-7322000,4900300653,IMS_INVT01,,WS. INKA,,,61153,
2024-01-03,B342A71004017,BUSH,,2024-01-03,-88,15,221,M1-22041.4300003938.2,PC,-6987200,4900300653,IMS_INVT01,,WS. INKA,,,61153,
2024-01-03,B342A71004018,BUSH,,2024-01-03,-44,27,221,M1-22041.4300003938.2,PC,-7464468,4900300653,IMS_INVT01,,WS. INKA,,,61153,
2024-01-03,B342A73002009,WASHER,,2024-01-03,-272,8,221,M1-22041.4300003938.2,PC,-952000,4900300653,IMS_INVT01,,WS. INKA,,,61153,
2024-01-03,B342A73002010,WASHER,,2024-01-03,-68,9,221,M1-22041.4300003938.2,PC,-238000,4900300653,IMS_INVT01,,WS. INKA,,,61153,
2024-01-03,B342A73002011,WASHER,,2024-01-03,-68,10,221,M1-22041.4300003938.2,PC,-340000,4900300653,IMS_INVT01,,WS. INKA,,,61153,
2024-01-03,B342A73002012,WAHER,,2024-01-03,-68,11,221,M1-22041.4300003938.2,PC,-340000,4900300653,IMS_INVT01,,WS. INKA,,,61153,
2024-01-03,B342A73003001,PIN,,2024-01-03,-104,1,221,M1-22041.4300003938.2,PC,-10878400,4900300653,IMS_INVT01,,WS. INKA,,,61153,
2024-01-03,B342A73003002,PIN,,2024-01-03,-44,2,221,M1-22041.4300003938.2,PC,-4520108,4900300653,IMS_INVT01,,WS. INKA,,,61153,
2024-01-03,B342A73003003,PIN,,2024-01-03,-33,3,221,M1-22041.4300003938.2,PC,-5065438,4900300653,IMS_INVT01,,WS. INKA,,,61153,
2024-01-03,B342A73003004,PIN,,2024-01-03,-198,4,221,M1-22041.4300003938.2,PC,-13236300,4900300653,IMS_INVT01,,WS. INKA,,,61153,
2024-01-03,B342A73003005,PIN,,2024-01-03,-44,5,221,M1-22041.4300003938.2,PC,-3133013,4900300653,IMS_INVT01,,WS. INKA,,,61153,
2024-01-03,B342A73003007,PIN,,2024-01-03,-44,6,221,M1-22041.4300003938.2,PC,-4867976,4900300653,IMS_INVT01,,WS. INKA,,,61153,
2024-01-03,B342A73003008,PIN,,2024-01-03,-88,7,221,M1-22041.4300003938.2,PC,-7933200,4900300653,IMS_INVT01,,WS. INKA,,,61153,
2024-01-03,B50EB01031,MARKING DILARANG DIINJAK,,2024-01-03,-300,3,221,M1-22041.4300003938.2,PC,-2025000,4900300740,IMS_INVT01,,WS. BAGI,,,61412,
2024-01-03,B50EB01032,MARKING NO. 1,,2024-01-03,-150,1,221,M1-22041.4300003938.2,PC,-300000,4900300740,IMS_INVT01,,WS. BAGI,,,61412,
2024-01-03,B50EB01033,MARKING NO. 2,,2024-01-03,-150,2,221,M1-22041.4300003938.2,PC,-300000,4900300740,IMS_INVT01,,WS. BAGI,,,61412,
2024-01-03,D66UG0024-NCI,ISOLASI KERTAS,,2024-01-03,-192,1,221,M1-22041.4300003938.2,ROL,-921600,4900300746,IMS_INVT01,,WS. BAGI,,,61425,
2024-01-03,D66UG0048-NCI,ISOLASI KERTAS,,2024-01-03,-500,1,221,M1-22041.4300003938.2,ROL,-5500000,4900300655,IMS_INVT01,,FINISHING WS.INK,,,61369,
2024-01-03,B50EB01031,MARKING DILARANG DIINJAK,,2024-01-03,-72,1,221,M1-22041.4300003938.3,PC,-486000,4900300741,IMS_INVT01,,WS. BAGI,,,61413,
2024-01-03,B50EB01032,MARKING NO. 1,,2024-01-03,-36,2,221,M1-22041.4300003938.3,PC,-72000,4900300741,IMS_INVT01,,WS. BAGI,,,61413,
2024-01-03,B50EB01033,MARKING NO. 2,,2024-01-03,-36,3,221,M1-22041.4300003938.3,PC,-72000,4900300741,IMS_INVT01,,WS. BAGI,,,61413,
2024-01-03,D83SP0004#HT,SPIDOL KECIL,,2024-01-03,-12,1,221,M1-22041.4300003938.3,PC,-21000,4900300659,IMS_INVT01,,FINISHING WS.INK,,,61370,
