Posting Date,Material,Material Description,Purchase Order,Document Date,Qty in Un. of Entry,Item,Movement Type,WBS Element,Unit of Entry,Item,Amount in LC,Material Document,User Name,Document Header Text,Reference,Order,Vendor,Reservation,Batch,WBS Element
2024-02-21,D67UK01002,MAJUN,,2024-02-21,-50.00,0,221,M1-22041.4300003938.2,KG,1,-825000,4900307424,IMS_INVT01,,WS. BAGI,,,65016,,M1-22041.4300003938.2
2024-02-21,D67UK01002,MAJUN,,2024-02-21,-50.00,0,221,M1-22041.4300003938.2,KG,1,-825000,4900307425,IMS_INVT01,,WS. BAGI,,,65021,,M1-22041.4300003938.2
2024-02-21,D68QG0005,DEMPUL DANAGLOSS PLOYSTER PUTTY,,2024-02-21,-120.00,0,221,M1-22041.4300003938.2,KG,1,-4469391,4900307520,IMS_INVT01,,WS. BAGI,,,64987,,M1-22041.4300003938.2
2024-02-21,D68QH211-206#WT,SIKAFLEX 211 WHITE,,2024-02-21,-24,0,221,M1-22041.4300003938.2,SAU,1,-2160000,4900307619,IMS_INVT01,,WS. BAGI,,,65152,,M1-22041.4300003938.2
2024-02-21,D68QH221-203#GR,SIKAFLEX 221 GREY,,2024-02-21,-20,0,221,M1-22041.4300003938.2,CRD,1,-1400000,4900307620,IMS_INVT01,,WS. BAGI,,,65151,,M1-22041.4300003938.2
2024-02-21,D68QH255-206#BCF,SIKAFLEX 255 BLACK FC,,2024-02-21,-20,0,221,M1-22041.4300003938.2,SAU,1,-2500000,4900307618,IMS_INVT01,,WS. BAGI,,,65154,,M1-22041.4300003938.2
2024-02-21,B319A16008,BRAKE ROD GUIDE  01,,2024-02-21,-11,0,221,M1-22041.4300003938.3,PC,1,-4675000,4900307462,IMS_INVT01,,WS. BAGI,,,64807,,M1-22041.4300003938.3
2024-02-21,B341A16013,TURN BUCKLE,,2024-02-21,-4,0,221,M1-22041.4300003938.3,PC,2,-2209148,4900307449,IMS_INVT01,,WS. BAGI,,,64802,,M1-22041.4300003938.3
2024-02-21,B342A71010,FORK END,,2024-02-21,-4,0,221,M1-22041.4300003938.3,PC,1,-2718232,4900307449,IMS_INVT01,,WS. BAGI,,,64802,,M1-22041.4300003938.3
2024-02-21,D66UG0048-NCI,ISOLASI KERTAS,,2024-02-21,-48,0,221,M1-22041.4300003938.3,ROL,1,-528000,4900307429,IMS_INVT01,,WS. BAGI,,,65009,,M1-22041.4300003938.3
2024-02-21,A09TG0030A44,ASBES TOSIT / ASBES SHEET,,2024-02-21,-4,0,221,M1-22041.4300003938.4,ROL,1,-1320000,4900307589,IMS_INVT01,,FINISHING WS.INK,,,65143,,M1-22041.4300003938.4
2024-02-21,A09TG0030C44,ASBES TOSIT / ASBES SHEET,,2024-02-21,-8,0,221,M1-22041.4300003938.4,ROL,1,-20160000,4900307590,IMS_INVT01,,FINISHING WS.INK,,,65144,,M1-22041.4300003938.4
2024-02-21,A11AB0032,STEEL PLATE,,2024-02-21,-7.00,0,221,M1-22041.4300003938.4,SHT,1,-7572390,4900307617,IMS_INVT01,,,,,55041,,M1-22041.4300003938.4
2024-02-21,A11AB0060G9315,STEEL PLATE,,2024-02-21,-1.00,0,221,M1-22041.4300003938.4,SHT,1,-16176400,4900307600,IMS_INVT01,,FABRIKASI WS.INK,,,58590,,M1-22041.4300003938.4
2024-02-21,A11AB0090G9197,STEEL PLATE,,2024-02-21,-1.00,0,221,M1-22041.4300003938.4,SHT,2,-14219700,4900307600,IMS_INVT01,,FABRIKASI WS.INK,,,58590,,M1-22041.4300003938.4
2024-02-21,A28TH0029,WEATHER STRIP RUBBER 1 (KARET TYPE C),,2024-02-21,-42.00,0,221,M1-22041.4300003938.4,M,1,-840000,4900307448,IMS_INVT01,,WS. BAGI,,,64849,,M1-22041.4300003938.4
2024-02-21,A28TH0030,WEATHER STRIP RUBBER 2 (KARET TYPE A),,2024-02-21,-52.00,0,221,M1-22041.4300003938.4,M,2,-936000,4900307448,IMS_INVT01,,WS. BAGI,,,64849,,M1-22041.4300003938.4
2024-02-21,B319A16008,BRAKE ROD GUIDE  01,,2024-02-21,-6,0,221,M1-22041.4300003938.4,PC,1,-2550000,4900307461,IMS_INVT01,,WS. BAGI,,,64808,,M1-22041.4300003938.4
2024-02-21,B341A16013,TURN BUCKLE,,2024-02-21,-4,0,221,M1-22041.4300003938.4,PC,2,-2209148,4900307443,IMS_INVT01,,WS. BAGI,,,64804,,M1-22041.4300003938.4
2024-02-21,B341A71006,BEARING,,2024-02-21,-4,0,221,M1-22041.4300003938.4,PC,1,-5520000,4900307455,IMS_INVT01,,WS. BAGI,,,64843,,M1-22041.4300003938.4
2024-02-21,B342A71010,FORK END,,2024-02-21,-4,0,221,M1-22041.4300003938.4,PC,1,-2718232,4900307443,IMS_INVT01,,WS. BAGI,,,64804,,M1-22041.4300003938.4
2024-02-21,C51PGRL0032,MANUAL PUMP,,2024-02-21,-1,0,221,M1-22041.4300003938.4,PC,1,-3155000,4900307623,IMS_INVT01,,WS. BAGI,,,64222,,M1-22041.4300003938.4
2024-02-21,D66TG0001,CATTON TAPE (PEMBUNGKUS KNALPOT),,2024-02-21,-50.00,0,221,M1-22041.4300003938.4,M,2,-6725000,4900307589,IMS_INVT01,,FINISHING WS.INK,,,65143,,M1-22041.4300003938.4
2024-02-21,D68QH000-124#BC,SIKAFLEX AUTO BLACK,,2024-02-21,-12,0,221,M1-22041.4300003938.4,SAU,1,-792000,4900307621,IMS_INVT01,,WS. BAGI,,,65155,,M1-22041.4300003938.4
2024-02-21,D68QH0001#BC,SEALANT SIKAFLEX,,2024-02-21,-24,0,221,M1-22041.4300003938.4,PC,1,-1920000,4900307464,IMS_INVT01,,FINISHING WS.INK,,,64929,,M1-22041.4300003938.4
2024-02-21,B319A16008,BRAKE ROD GUIDE  01,,2024-02-21,-1,0,221,M1-22041.4300003938.5,PC,1,-425000,4900307460,IMS_INVT01,,WS. BAGI,,,64809,,M1-22041.4300003938.5
2024-02-21,A17AB020020023,HOLLOW,,2024-02-21,-10,0,221,M1-23011.4300004437,STK,1,-1650000,4900307505,IMS_INVT01,,WS. BAGI,,,64934,,M1-23011.4300004437
2024-02-21,D76SL2543355,CUTTING WHEEL (ABRASIVE),,2024-02-21,-50,0,221,M9-20003.9000000001,PC,1,-3750000,4900307428,IMS_INVT01,,WS. BAGI,,,65019,,M9-20003.9000000001
2024-02-21,A17AB050100020,HOLLOW,,2024-02-21,-75,0,221,M9-20003.9000000166,STK,1,-42187500,4900307527,IMS_INVT01,,WS. BAGI,,,65064,,M9-20003.9000000166
2024-02-21,A17AB050100020,HOLLOW,,2024-02-21,-75,0,221,M9-20003.9000000166,STK,1,-42187500,4900307508,IMS_INVT01,,WS. BAGI,,,64912,,M9-20003.9000000166
2024-02-21,D62QE0097,WHITE CONTRAST PAINT,,2024-02-21,-60,0,221,M9-23002.9000000087,CAN,1,-5160000,4900307421,IMS_INVT01,,WS. INKA,,3000496,64844,,
2024-02-21,D62QE0098,7HF,,2024-02-21,-60,0,221,M9-23002.9000000087,CAN,2,-5160000,4900307421,IMS_INVT01,,WS. INKA,,3000496,64844,,
2024-02-21,D62QE0079#HB,2K PU WHITE RAL 9016 + HARDENER,,2024-02-21,-40,0,221,M9-24001.9000000342,LTS,1,-7720000,4900307624,IMS_INVT01,,WS. BAGI,,,65160,,M9-24001.9000000342
2024-02-22,A11AB0045,STEEL PLATE,,2024-02-22,-3.00,0,221,M1-22001.4300003752,SHT,1,-4593333,4900307830,IMS_INVT01,,WS. BAGI,,,65285,,M1-22001.4300003752
2024-02-22,A11AB0023,STEEL PLATE,,2024-02-22,-2.00,0,221,M1-22041.4300003938,SHT,1,-1612812,4900307822,IMS_INVT01,,FABRIKASI WS.INK,,,65129,,M1-22041.4300003938
2024-02-22,A11ND0020,STEEL PLATE,,2024-02-22,-56.00,0,221,M1-22041.4300003938,SHT,1,-100876331,4900307812,IMS_INVT01,,WS BAGI,,,65166,,M1-22041.4300003938
2024-02-22,A15PC0650,ROUND BAR,,2024-02-22,-6,0,221,M1-22041.4300003938,STK,1,-21914317,4900307803,IMS_INVT01,,SUBCONT,,,65189,,M1-22041.4300003938
2024-02-22,B342A71004003,BUSH,,2024-02-22,-22,0,221,M1-22041.4300003938,PC,1,-1573000,4900307837,IMS_INVT01,,DALMAT GE INKA,,,65212,,M1-22041.4300003938
2024-02-22,B342A71004014,BUSH,,2024-02-22,-10,0,221,M1-22041.4300003938,PC,2,-1023000,4900307837,IMS_INVT01,,DALMAT GE INKA,,,65212,,M1-22041.4300003938
2024-02-22,D31WG0002,SOLAR,,2024-02-22,-75.00,0,221,M1-22041.4300003938,L,1,-978074,4900307799,IMS_INVT01,,WS BAGI,,,65208,,M1-22041.4300003938
2024-02-22,D51JC011020-H,KLEM HOSE / HOSE CLIP,,2024-02-22,-60,0,221,M1-22041.4300003938,PC,1,-90000,4900307819,IMS_INVT01,,FABRIKASI WS.INK,,,65254,,M1-22041.4300003938
2024-02-22,D63SA0005,KERTAS GOSOK FW,,2024-02-22,-200.00,0,221,M1-22041.4300003938,SHT,1,-610000,4900307744,IMS_INVT01,,WS. BAGI,,,65207,,M1-22041.4300003938
2024-02-22,D66UG0024-NCI,ISOLASI KERTAS,,2024-02-22,-480,0,221,M1-22041.4300003938,ROL,2,-2304000,4900307826,IMS_INVT01,,FINISHING WS.INK,,,65210,,M1-22041.4300003938
2024-02-22,D66UI0002,PROTECTION TAPE BLUE,,2024-02-22,-20,0,221,M1-22041.4300003938,ROL,1,-11000000,4900307794,IMS_INVT01,,WS. BAGI,,,65239,,M1-22041.4300003938
2024-02-22,D71SB0042,DRILL HSS NACHI,,2024-02-22,-500,0,221,M1-22041.4300003938,PC,1,-4500000,4900307740,IMS_INVT01,,FINISHING WS.INK,,3001382,65202,,
2024-02-22,D71SB0132,MATA BOR,,2024-02-22,-1000,0,221,M1-22041.4300003938,PC,1,-7000000,4900307724,IMS_INVT01,,FINISHING WS.INK,,3001382,65121,,
2024-02-22,D82QI0500,PAKU,,2024-02-22,-4.00,0,221,M1-22041.4300003938,KG,1,-72000,4900307817,IMS_INVT01,,WS BAGI,,,65252,,M1-22041.4300003938
2024-02-22,D83SP0009#BC,SPIDOL PAINT MAREKER,,2024-02-22,-360,0,221,M1-22041.4300003938,PC,1,-6763500,4900307728,IMS_INVT01,,FABRIKASI WS.INK,,,65116,,M1-22041.4300003938
2024-02-22,D83SP0009#WT,SPIDOL PAINT MARKER,,2024-02-22,-2,0,221,M1-22041.4300003938,PC,2,-33900,4900307728,IMS_INVT01,,FABRIKASI WS.INK,,,65116,,M1-22041.4300003938
2024-02-22,D83UX0000B-JOY,ISI CUTTER,,2024-02-22,-30,0,221,M1-22041.4300003938,PC,1,-42000,4900307741,IMS_INVT01,,WS. BAGI,,,65168,,M1-22041.4300003938
2024-02-22,D84TA50001,KAOS TANGAN,,2024-02-22,-100,0,221,M1-22041.4300003938,PAC,1,-2500000,4900307827,IMS_INVT01,,WS. BAGI,,,65169,,M1-22041.4300003938
2024-02-22,D84TA50001,KAOS TANGAN,,2024-02-22,-100,0,221,M1-22041.4300003938,PAC,1,-2500000,4900307826,IMS_INVT01,,FINISHING WS.INK,,,65210,,M1-22041.4300003938
2024-02-22,D98CE4010,NOZZLE EAA,,2024-02-22,-30,0,221,M1-22041.4300003938,PC,1,-4590000,4900307719,IMS_INVT01,,FABRIKASI WS.INK,,,65250,,M1-22041.4300003938
2024-02-22,D98CE4012,NOZZLE EAA,,2024-02-22,-30,0,221,M1-22041.4300003938,PC,2,-4590000,4900307719,IMS_INVT01,,FABRIKASI WS.INK,,,65250,,M1-22041.4300003938
2024-02-22,A11EL0050,STEEL PLATE,,2024-02-22,-6.00,0,221,M1-22041.4300003938.1,SHT,1,-10008306,4900307635,IMS_INVT01,,,,,64732,-,M1-22041.4300003938.1
2024-02-22,A11MH0020,STEEL PLATE,,2024-02-22,-2.00,0,221,M1-22041.4300003938.1,SHT,2,-2219108,4900307635,IMS_INVT01,,,,,64732,,M1-22041.4300003938.1
2024-02-22,A11ZJ0016,ALUMINIUM PLATE,,2024-02-22,-60.00,0,221,M1-22041.4300003938.1,SHT,1,-38508305,4900307800,IMS_INVT01,,SUBCONT,,,65196,-,M1-22041.4300003938.1
2024-02-22,A15ND0080,ROUND BAR,,2024-02-22,-3,0,221,M1-22041.4300003938.1,STK,1,-344102,4900307832,IMS_INVT01,,WS. BAGI,,,65271,,M1-22041.4300003938.1
2024-02-22,B341A17010,TRUNION GUIDE,,2024-02-22,-8,0,221,M1-22041.4300003938.1,PC,3,-4009936,4900307687,IMS_INVT01,,WS. BAGI,,,65041,,M1-22041.4300003938.1
2024-02-22,B342A72005,BRAKE LEVER,,2024-02-22,-8,0,221,M1-22041.4300003938.1,PC,1,-32967160,4900307687,IMS_INVT01,,WS. BAGI,,,65041,,M1-22041.4300003938.1
2024-02-22,B41BE1205025,CSK CHD SCREW (JF),,2024-02-22,-2000,0,221,M1-22041.4300003938.1,PC,1,-1632000,4900307839,IMS_INVT01,,WS. BAGI,,,65270,,M1-22041.4300003938.1
2024-02-22,B51BRNJR012-O,BALLCOCK / BALL VALVE,,2024-02-22,-38,0,221,M1-22041.4300003938.1,PC,1,-15580000,4900307806,IMS_INVT01,,WS BAGI,,,65157,,M1-22041.4300003938.1
2024-02-22,B51NDBDN012,SQUARE PLUG,,2024-02-22,-11,0,221,M1-22041.4300003938.1,PC,6,-278294,4900307815,IMS_INVT01,,FINISHING WS.INK,,,64884,,M1-22041.4300003938.1
2024-02-22,B51NDDHG012,DOUBLE NIPPLE 1/2,,2024-02-22,-22,0,221,M1-22041.4300003938.1,PC,4,-388932,4900307815,IMS_INVT01,,FINISHING WS.INK,,,64884,,M1-22041.4300003938.1
2024-02-22,B51NDDHG100,"DOUBLE NIPPLE 1""",,2024-02-22,-11,0,221,M1-22041.4300003938.1,PC,4,-271645,4900307717,IMS_INVT01,,FINISHING WS.INK,,,65128,,M1-22041.4300003938.1
2024-02-22,B51NDPFR012,"SOCKET 1/2""",,2024-02-22,-22,0,221,M1-22041.4300003938.1,PC,3,-440000,4900307717,IMS_INVT01,,FINISHING WS.INK,,,65128,,M1-22041.4300003938.1
2024-02-22,B51NDPFR100,"SOCKET 1""",,2024-02-22,-22,0,221,M1-22041.4300003938.1,PC,2,-1086827,4900307815,IMS_INVT01,,FINISHING WS.INK,,,64884,,M1-22041.4300003938.1
2024-02-22,B51NDPIR100,"UNION (UNION STRAIGHT JOINT 1"")",,2024-02-22,-132,0,221,M1-22041.4300003938.1,PC,3,-12041106,4900307815,IMS_INVT01,,FINISHING WS.INK,,,64884,,M1-22041.4300003938.1
2024-02-22,B51NDPWG012,"ELBOW JOINT 1/2""",,2024-02-22,-77,0,221,M1-22041.4300003938.1,PC,2,-1243983,4900307718,IMS_INVT01,,FINISHING WS.INK,,,65127,,M1-22041.4300003938.1
2024-02-22,B51NDPWG012,"ELBOW JOINT 1/2""",,2024-02-22,-38,0,221,M1-22041.4300003938.1,PC,2,-613914,4900307717,IMS_INVT01,,FINISHING WS.INK,,,65128,,M1-22041.4300003938.1
2024-02-22,B51NDPWG100,ELBOW JOINT 1,,2024-02-22,-132,0,221,M1-22041.4300003938.1,PC,1,-6535818,4900307815,IMS_INVT01,,FINISHING WS.INK,,,64884,,M1-22041.4300003938.1
2024-02-22,B51NDQBR100R012,BUSHING FITTING,,2024-02-22,-33,0,221,M1-22041.4300003938.1,PC,5,-1221111,4900307815,IMS_INVT01,,FINISHING WS.INK,,,64884,,M1-22041.4300003938.1
2024-02-22,B51NDQWG100,"TEE JOINT 1""",,2024-02-22,-6,0,221,M1-22041.4300003938.1,PC,1,-338100,4900307718,IMS_INVT01,,FINISHING WS.INK,,,65127,,M1-22041.4300003938.1
2024-02-22,B51NDQWG100,"TEE JOINT 1""",,2024-02-22,-12,0,221,M1-22041.4300003938.1,PC,1,-676200,4900307717,IMS_INVT01,,FINISHING WS.INK,,,65128,,M1-22041.4300003938.1
2024-02-22,BTB1014080005,BRAKE ROD,,2024-02-22,-8,0,221,M1-22041.4300003938.1,PC,2,-18000000,4900307687,IMS_INVT01,,WS. BAGI,,,65041,,M1-22041.4300003938.1
2024-02-22,BTB1014080007,BRAKE FULL ROD,,2024-02-22,-118,0,221,M1-22041.4300003938.1,PC,1,-41300000,4900307707,IMS_INVT01,,WS. BAGI,,,65106,,M1-22041.4300003938.1
2024-02-22,C89TT0500,GEMBOK KUNCI,,2024-02-22,-50,0,221,M1-22041.4300003938.1,PC,1,-870975,4900307738,IMS_INVT01,,FINISHING WS.INK,,,65063,,M1-22041.4300003938.1
2024-02-22,D63SA00320,WATER PROOF,,2024-02-22,-160.00,0,221,M1-22041.4300003938.1,SHT,1,-632000,4900307753,IMS_INVT01,,WS. BAGI,,,65206,,M1-22041.4300003938.1
2024-02-22,D66QG0000,LEM AICA AIBON,,2024-02-22,-10,0,221,M1-22041.4300003938.1,PC,1,-8701392,4900307813,IMS_INVT01,,WS BAGI,,,65164,,M1-22041.4300003938.1
2024-02-22,D67UK01002,MAJUN,,2024-02-22,-200.00,0,221,M1-22041.4300003938.1,KG,2,-3300000,4900307823,IMS_INVT01,,FINISHING WS.INK,,,65199,,M1-22041.4300003938.1
2024-02-22,D78UA0020,KUAS CAT,,2024-02-22,-34,0,221,M1-22041.4300003938.1,PC,1,-172250,4900307736,IMS_INVT01,,FINISHING WS.INK,,,65091,,M1-22041.4300003938.1
2024-02-22,D82QI0500,PAKU,,2024-02-22,-10.00,0,221,M1-22041.4300003938.1,KG,1,-450000,4900307818,IMS_INVT01,,WS BAGI,,,65259,,M1-22041.4300003938.1
2024-02-22,D84TA40203,REFIL RESPIRATOR,,2024-02-22,-24,0,221,M1-22041.4300003938.1,PC,1,-705600,4900307743,IMS_INVT01,,WS. BAGI,,,65197,,M1-22041.4300003938.1
2024-02-22,D99WK0001,KERTAS MASKING,,2024-02-22,-50.00,0,221,M1-22041.4300003938.1,KG,1,-750000,4900307823,IMS_INVT01,,FINISHING WS.INK,,,65199,,M1-22041.4300003938.1
2024-02-22,A11ND0010,STEEL PLATE,,2024-02-22,-20.00,0,221,M1-22041.4300003938.2,SHT,1,-17840000,4900307834,IMS_INVT01,,WS. BAGI,,,65272,,M1-22041.4300003938.2
2024-02-22,A11ND0020,STEEL PLATE,,2024-02-22,-15.00,0,221,M1-22041.4300003938.2,SHT,1,-26928041,4900307811,IMS_INVT01,,WS BAGI,,,65171,,M1-22041.4300003938.2
2024-02-22,A11ZJ0020,Plate Alumunium,,2024-02-22,-7.00,0,221,M1-22041.4300003938.2,SHT,1,-5519709,4900307809,IMS_INVT01,,WS BAGI,,,65173,,M1-22041.4300003938.2
2024-02-22,A15ND0050,ROUND BAR,,2024-02-22,-100,0,221,M1-22041.4300003938.2,STK,1,-4900474,4900307629,IMS_INVT01,,SUBCOUNT,,,65135,,M1-22041.4300003938.2
2024-02-22,B211K72003023,YOKE STOPPER,,2024-02-22,-50,0,221,M1-22041.4300003938.2,PC,1,-99000000,4900307732,IMS_INVT01,,DALMAT GE INKA,,,65244,,M1-22041.4300003938.2
2024-02-22,B341A17010,TRUNION GUIDE,,2024-02-22,-10,0,221,M1-22041.4300003938.2,PC,3,-5012420,4900307700,IMS_INVT01,,WS. BAGI,,,65047,,M1-22041.4300003938.2
2024-02-22,B342A72005,BRAKE LEVER,,2024-02-22,-10,0,221,M1-22041.4300003938.2,PC,1,-41208950,4900307700,IMS_INVT01,,WS. BAGI,,,65047,,M1-22041.4300003938.2
2024-02-22,B50CB0004,CLOSET DUDUK,,2024-02-22,-16,0,221,M1-22041.4300003938.2,UN,1,-112000000,4900307824,IMS_INVT01,,WS. BAGI,,,65181,,M1-22041.4300003938.2
2024-02-22,B51PGPWG034#GL,ELBOW JOINT 3/4,,2024-02-22,-20,0,221,M1-22041.4300003938.2,PC,1,-300000,4900307747,IMS_INVT01,,WS. BAGI,,,65213,,M1-22041.4300003938.2
2024-02-22,BTB1014080005,BRAKE ROD,,2024-02-22,-27,0,221,M1-22041.4300003938.2,PC,2,-60750000,4900307700,IMS_INVT01,,WS. BAGI,,,65047,,M1-22041.4300003938.2
2024-02-22,BTB1014080008,BRAKE BEAM,,2024-02-22,-56,0,221,M1-22041.4300003938.2,PC,4,-137405054,4900307700,IMS_INVT01,,WS. BAGI,,,65047,,M1-22041.4300003938.2
2024-02-22,D64QF00002,THINNER CUCI,,2024-02-22,-200.00,0,221,M1-22041.4300003938.2,L,2,-3320000,4900307795,IMS_INVT01,,VENDOR VERMA,,,65113,,M1-22041.4300003938.2
2024-02-22,D64QF00007-DNP,THINNER DANAGLOSS PU,,2024-02-22,-100.00,0,221,M1-22041.4300003938.2,L,1,-3600000,4900307795,IMS_INVT01,,VENDOR VERMA,,,65113,,M1-22041.4300003938.2
2024-02-22,A11ND0010,STEEL PLATE,,2024-02-22,-11.00,0,221,M1-22041.4300003938.3,SHT,1,-9812000,4900307821,IMS_INVT01,,FABRIKASI WS.INK,,,64595,,M1-22041.4300003938.3
2024-02-22,B341A17010,TRUNION GUIDE,,2024-02-22,-2,0,221,M1-22041.4300003938.3,PC,2,-1002484,4900307703,IMS_INVT01,,WS. BAGI,,,65051,,M1-22041.4300003938.3
2024-02-22,B342A72005,BRAKE LEVER,,2024-02-22,-2,0,221,M1-22041.4300003938.3,PC,1,-8241790,4900307703,IMS_INVT01,,WS. BAGI,,,65051,,M1-22041.4300003938.3
2024-02-22,B662A18302018,GLASS FOR SWING ENTRANCE DOOR,,2024-02-22,-3,0,221,M1-22041.4300003938.3,PC,1,-996266,4900307625,IMS_INVT01,,WS. BAGI,,,65034,,M1-22041.4300003938.3
2024-02-22,BTB1014080008,BRAKE BEAM,,2024-02-22,-11,0,221,M1-22041.4300003938.3,PC,3,-26999522,4900307703,IMS_INVT01,,WS. BAGI,,,65051,,M1-22041.4300003938.3
2024-02-22,A11RF0020#PF,ALUMINIUM PLATE PERFORATED,,2024-02-22,-1.00,0,221,M1-22041.4300003938.4,SHT,1,-1080791,4900307776,IMS_INVT01,,WS. BAGI,,,65165,,M1-22041.4300003938.4
2024-02-22,B341A17010,TRUNION GUIDE,,2024-02-22,-2,0,221,M1-22041.4300003938.4,PC,2,-1002484,4900307704,IMS_INVT01,,WS. BAGI,,,65055,,M1-22041.4300003938.4
2024-02-22,B342A72005,BRAKE LEVER,,2024-02-22,-2,0,221,M1-22041.4300003938.4,PC,1,-8241790,4900307704,IMS_INVT01,,WS. BAGI,,,65055,,M1-22041.4300003938.4
2024-02-22,B51BRNJG034,BALLCOCK / BALL VALVE,,2024-02-22,-7,0,221,M1-22041.4300003938.4,PC,3,-1011500,4900307814,IMS_INVT01,,FINISHING WS.INK,,,65220,,M1-22041.4300003938.4
2024-02-22,B51BRNJG100,BALLCOCK / BALL VALVE,,2024-02-22,-6,0,221,M1-22041.4300003938.4,PC,1,-1120479,4900307814,IMS_INVT01,,FINISHING WS.INK,,,65220,,M1-22041.4300003938.4
2024-02-22,B51HSPIR034,"UNION (UNION STRAIGHT JOIN 3/4"")",,2024-02-22,-8,0,221,M1-22041.4300003938.4,PC,7,-328000,4900307814,IMS_INVT01,,FINISHING WS.INK,,,65220,,M1-22041.4300003938.4
2024-02-22,B51HSQBR100R012,BUSHING FITTING,,2024-02-22,-2,0,221,M1-22041.4300003938.4,PC,4,-36500,4900307814,IMS_INVT01,,FINISHING WS.INK,,,65220,,M1-22041.4300003938.4
2024-02-22,B51HSQBR200R100,BUSHING FITTING,,2024-02-22,-2,0,221,M1-22041.4300003938.4,PC,6,-95000,4900307814,IMS_INVT01,,FINISHING WS.INK,,,65220,,M1-22041.4300003938.4
2024-02-22,B51HSQWG034,TEE JOINT 3/4,,2024-02-22,-4,0,221,M1-22041.4300003938.4,PC,5,-62250,4900307814,IMS_INVT01,,FINISHING WS.INK,,,65220,,M1-22041.4300003938.4
2024-02-22,B51HSQWG200,TEE JOINT 2,,2024-02-22,-4,0,221,M1-22041.4300003938.4,PC,2,-346000,4900307814,IMS_INVT01,,FINISHING WS.INK,,,65220,,M1-22041.4300003938.4
2024-02-22,B653A1845101,GLASS FOR GANGWAY DOOR P1,,2024-02-22,-10,0,221,M1-22041.4300003938.4,PC,1,-3078811,4900307742,IMS_INVT01,,WS. BAGI,,,65175,,M1-22041.4300003938.4
2024-02-22,B664A18521022,GLASS SWING ENTRANCE DOOR,,2024-02-22,-1,0,221,M1-22041.4300003938.4,PC,1,-349690,4900307797,IMS_INVT01,,WS. BAGI,,,65209,,M1-22041.4300003938.4
2024-02-22,BTB1014080008,BRAKE BEAM,,2024-02-22,-20,0,221,M1-22041.4300003938.4,PC,3,-49090040,4900307704,IMS_INVT01,,WS. BAGI,,,65055,,M1-22041.4300003938.4
2024-02-22,D62QE0100#HB,2K PU RAL 8016 BROWN GLOSSY + HARDENER 7,,2024-02-22,-25,0,221,M1-22041.4300003938.4,LTS,1,-5800000,4900307790,IMS_INVT01,,FINISHING WS.INK,,,65200,,M1-22041.4300003938.4
2024-02-22,B341A17010,TRUNION GUIDE,,2024-02-22,-1,0,221,M1-22041.4300003938.5,PC,2,-501242,4900307706,IMS_INVT01,,WS. BAGI,,,65057,,M1-22041.4300003938.5
2024-02-22,B342A72005,BRAKE LEVER,,2024-02-22,-2,0,221,M1-22041.4300003938.5,PC,1,-8241790,4900307706,IMS_INVT01,,WS. BAGI,,,65057,,M1-22041.4300003938.5
2024-02-22,A17AB050100020,HOLLOW,,2024-02-22,-75,0,221,M9-20003.9000000166,STK,1,-42187500,4900307798,IMS_INVT01,,WS BAGI,,,65194,,M9-20003.9000000166
2024-02-22,A17AB050100020,HOLLOW,,2024-02-22,-75,0,221,M9-20003.9000000166,STK,1,-42187500,4900307778,IMS_INVT01,,WS. BAGI,,,64789,,M9-20003.9000000166
2024-02-22,A11ND0010,STEEL PLATE,,2024-02-22,-1.00,0,221,M9-22010.9000000043,SHT,1,-897618,4900307631,IMS_INVT01,,WS. BAGI,,,65158,,M9-22010.9000000043
2024-02-22,A15CW0445-1020,ROUND BAR,,2024-02-22,-26,0,221,M9-23002.9000000087,STK,1,-47710000,4900307804,IMS_INVT01,,SUBCONT,,,65187,,M9-23002.9000000087
2024-02-22,A15EL0500,ROUND BAR,,2024-02-22,-10,0,221,M9-23002.9000000087,STK,2,-26500000,4900307804,IMS_INVT01,,SUBCONT,,,65187,,M9-23002.9000000087
2024-02-22,D66UG0048-NCI,ISOLASI KERTAS,,2024-02-22,-144,0,221,M9-23002.9000000087,ROL,1,-1584000,4900307825,IMS_INVT01,,FINISHING WS.INK,,,65193,,M9-23002.9000000087
2024-02-22,B39BE0602,COVER SCREW PLASTIK,,2024-02-22,-2100,0,221,M9-24001.9000000342,PC,4,-1155000,4900307632,IMS_INVT01,,,,,65140,,M9-24001.9000000342
2024-02-22,B50AC202120,HINGE,,2024-02-22,-24,0,221,M9-24001.9000000342,PC,6,-286800,4900307632,IMS_INVT01,,,,,65140,,M9-24001.9000000342
2024-02-22,B50AD0101,TOILET INDICATOR LOCK,,2024-02-22,-28,0,221,M9-24001.9000000342,PC,3,-3500000,4900307626,IMS_INVT01,,,,,65137,,M9-24001.9000000342
2024-02-22,B50AD0102,HANDLE KNOB CUBICLE,,2024-02-22,-28,0,221,M9-24001.9000000342,PC,2,-2576000,4900307632,IMS_INVT01,,,,,65140,,M9-24001.9000000342
2024-02-22,B50AJ1128,HANDLE TANAM ALUMINIUM,,2024-02-22,-6,0,221,M9-24001.9000000342,PC,5,-127027,4900307632,IMS_INVT01,,,,,65140,,M9-24001.9000000342
2024-02-22,B50CE0102,DOWNLIGHT,,2024-02-22,-2,0,221,M9-24001.9000000342,PC,2,-240000,4900307626,IMS_INVT01,,,,,65137,,M9-24001.9000000342
