Material,Plnt,SLoc,S,Special stock number,BUn,Unrestricted,Crcy,Value Unrestricted
B310A1810904801,2301,IS01,Q,,PC,12,IDR,
B310A1810904801,2301,IS01,Q,,PC,4,IDR,
B310A18109050,2301,IS01,Q,,PC,11,IDR,
B310A18109050,2301,IS01,Q,,PC,21,IDR,
B310A18109050,2301,IS01,Q,,PC,7,IDR,
B310A18109050,2301,IS01,Q,,PC,6,IDR,
B310A18109051,2301,IS01,Q,,PC,11,IDR,
B310A18109051,2301,IS01,Q,,PC,21,IDR,
B310A18109051,2301,IS01,Q,,PC,7,IDR,
B310A18109051,2301,IS01,Q,,PC,6,IDR,
B310A1810905301,2301,IS01,Q,,PC,20,IDR,
B310A1810905301,2301,IS01,Q,,PC,18,IDR,
B310A1810905301,2301,IS01,Q,,PC,6,IDR,
B310A1810905301,2301,IS01,Q,,PC,2,IDR,
B310A1810905501,2301,IS01,Q,,PC,10,IDR,
B310A1810905501,2301,IS01,Q,,PC,1,IDR,
B310A1810905501,2301,IS01,Q,,PC,23,IDR,
B310A1810905501,2301,IS01,Q,,PC,2,IDR,
B310A1810905601,2301,IS01,Q,,PC,300,IDR,
B310A1810905601,2301,IS01,Q,,PC,180,IDR,
B310A1810905601,2301,IS01,Q,,PC,60,IDR,
B310A1810905601,2301,IS01,Q,,PC,20,IDR,
B310A18109057,2301,IS01,Q,,PC,44,IDR,
B310A18109057,2301,IS01,Q,,PC,84,IDR,
B310A18109057,2301,IS01,Q,,PC,28,IDR,
B310A18109057,2301,IS01,Q,,PC,24,IDR,
B310A1810905701,2301,IS01,Q,,PC,40,IDR,
B310A1810905701,2301,IS01,Q,,PC,4,IDR,
B310A1810905701,2301,IS01,Q,,PC,92,IDR,
B310A1810905701,2301,IS01,Q,,PC,8,IDR,
B310A18109058,2301,IS01,Q,,PC,11,IDR,
B310A18109058,2301,IS01,Q,,PC,21,IDR,
B310A18109058,2301,IS01,Q,,PC,7,IDR,
B310A18109058,2301,IS01,Q,,PC,6,IDR,
B310A18109059,2301,IS01,Q,,PC,11,IDR,
B310A18109059,2301,IS01,Q,,PC,21,IDR,
B310A18109059,2301,IS01,Q,,PC,7,IDR,
B310A18109059,2301,IS01,Q,,PC,6,IDR,
B310A18109061,2301,IS01,Q,,PC,11,IDR,
B310A18109061,2301,IS01,Q,,PC,21,IDR,
B310A18109061,2301,IS01,Q,,PC,7,IDR,
B310A18109061,2301,IS01,Q,,PC,6,IDR,
B310A1810906101,2301,IS01,Q,,PC,10,IDR,
B310A1810906101,2301,IS01,Q,,PC,1,IDR,
B310A1810906101,2301,IS01,Q,,PC,23,IDR,
B310A1810906101,2301,IS01,Q,,PC,2,IDR,
B310A18109062,2301,IS01,Q,,PC,11,IDR,
B310A18109062,2301,IS01,Q,,PC,21,IDR,
B310A18109062,2301,IS01,Q,,PC,7,IDR,
B310A18109062,2301,IS01,Q,,PC,6,IDR,
B310A1810906201,2301,IS01,Q,,PC,10,IDR,
B310A1810906201,2301,IS01,Q,,PC,1,IDR,
B310A1810906201,2301,IS01,Q,,PC,23,IDR,
B310A1810906201,2301,IS01,Q,,PC,2,IDR,
B310A18109063,2301,IS01,Q,,PC,11,IDR,
B310A18109063,2301,IS01,Q,,PC,21,IDR,
B310A18109063,2301,IS01,Q,,PC,7,IDR,
B310A18109063,2301,IS01,Q,,PC,6,IDR,
B310A1810906301,2301,IS01,Q,,PC,10,IDR,
B310A1810906301,2301,IS01,Q,,PC,1,IDR,
B310A1810906301,2301,IS01,Q,,PC,23,IDR,
B310A1810906301,2301,IS01,Q,,PC,2,IDR,
B310A18109064,2301,IS01,Q,,PC,22,IDR,
B310A18109064,2301,IS01,Q,,PC,42,IDR,
B310A18109064,2301,IS01,Q,,PC,14,IDR,
B310A18109064,2301,IS01,Q,,PC,12,IDR,
B310A18109065,2301,IS01,Q,,PC,22,IDR,
B310A18109065,2301,IS01,Q,,PC,42,IDR,
B310A18109065,2301,IS01,Q,,PC,14,IDR,
B310A18109065,2301,IS01,Q,,PC,12,IDR,
B310A18109068,2301,IS01,Q,,PC,11,IDR,
B310A18109068,2301,IS01,Q,,PC,23,IDR,
B310A18109068,2301,IS01,Q,,PC,10,IDR,
B310A18109068,2301,IS01,Q,,PC,6,IDR,
B310A1810906801,2301,IS01,Q,,PC,10,IDR,
B310A1810906801,2301,IS01,Q,,PC,1,IDR,
B310A1810906801,2301,IS01,Q,,PC,23,IDR,
B310A1810906801,2301,IS01,Q,,PC,2,IDR,
B310A18109071,2301,IS01,Q,,PC,11,IDR,
B310A18109071,2301,IS01,Q,,PC,21,IDR,
B310A18109071,2301,IS01,Q,,PC,7,IDR,
B310A18109071,2301,IS01,Q,,PC,6,IDR,
B310A1810907101,2301,IS01,Q,,PC,10,IDR,
B310A1810907101,2301,IS01,Q,,PC,1,IDR,
B310A1810907101,2301,IS01,Q,,PC,23,IDR,
B310A1810907101,2301,IS01,Q,,PC,2,IDR,
B310A18109072,2301,IS01,Q,,PC,11,IDR,
B310A18109072,2301,IS01,Q,,PC,21,IDR,
B310A18109072,2301,IS01,Q,,PC,7,IDR,
B310A18109072,2301,IS01,Q,,PC,6,IDR,
B310A1810907201,2301,IS01,Q,,PC,10,IDR,
B310A1810907201,2301,IS01,Q,,PC,1,IDR,
B310A1810907201,2301,IS01,Q,,PC,23,IDR,
B310A1810907201,2301,IS01,Q,,PC,2,IDR,
B310A18109074,2301,IS01,Q,,PC,44,IDR,
B310A18109074,2301,IS01,Q,,PC,84,IDR,
B310A18109074,2301,IS01,Q,,PC,28,IDR,
B310A18109074,2301,IS01,Q,,PC,24,IDR,
B310A1810907401,2301,IS01,Q,,PC,40,IDR,
B310A1810907401,2301,IS01,Q,,PC,4,IDR,
B310A1810907401,2301,IS01,Q,,PC,92,IDR,
B310A1810907401,2301,IS01,Q,,PC,8,IDR,
B310A18109075,2301,IS01,Q,,PC,132,IDR,
B310A18109075,2301,IS01,Q,,PC,252,IDR,
B310A18109075,2301,IS01,Q,,PC,84,IDR,
B310A18109075,2301,IS01,Q,,PC,72,IDR,
B310A1810907501,2301,IS01,Q,,PC,120,IDR,
B310A1810907501,2301,IS01,Q,,PC,12,IDR,
B310A1810907501,2301,IS01,Q,,PC,276,IDR,
B310A1810907501,2301,IS01,Q,,PC,24,IDR,
B310A18109076,2301,IS01,Q,,PC,11,IDR,
B310A18109076,2301,IS01,Q,,PC,21,IDR,
B310A18109076,2301,IS01,Q,,PC,7,IDR,
B310A18109076,2301,IS01,Q,,PC,6,IDR,
B310A1810907601,2301,IS01,Q,,PC,10,IDR,
B310A1810907601,2301,IS01,Q,,PC,1,IDR,
B310A1810907601,2301,IS01,Q,,PC,23,IDR,
B310A1810907601,2301,IS01,Q,,PC,2,IDR,
B310A18109077,2301,IS01,Q,,PC,11,IDR,
B310A18109077,2301,IS01,Q,,PC,21,IDR,
B310A18109077,2301,IS01,Q,,PC,7,IDR,
B310A18109077,2301,IS01,Q,,PC,6,IDR,
B310A18109078,2301,IS01,Q,,PC,11,IDR,
B310A18109078,2301,IS01,Q,,PC,21,IDR,
B310A18109078,2301,IS01,Q,,PC,7,IDR,
B310A18109078,2301,IS01,Q,,PC,6,IDR,
B310A18109079,2301,IS01,Q,,PC,11,IDR,
B310A18109079,2301,IS01,Q,,PC,21,IDR,
B310A18109079,2301,IS01,Q,,PC,7,IDR,
B310A18109079,2301,IS01,Q,,PC,6,IDR,
B310A18109080,2301,IS01,Q,,PC,11,IDR,
B310A18109080,2301,IS01,Q,,PC,31,IDR,
B310A18109080,2301,IS01,Q,,PC,16,IDR,
B310A18109080,2301,IS01,Q,,PC,6,IDR,
B310A18109081,2301,IS01,Q,,PC,22,IDR,
B310A18109081,2301,IS01,Q,,PC,62,IDR,
B310A18109081,2301,IS01,Q,,PC,32,IDR,
B310A18109081,2301,IS01,Q,,PC,12,IDR,
B310A1810908101,2301,IS01,Q,,PC,20,IDR,
B310A1810908101,2301,IS01,Q,,PC,2,IDR,
B310A1810908101,2301,IS01,Q,,PC,46,IDR,
B310A1810908101,2301,IS01,Q,,PC,4,IDR,
B310A18109082,2301,IS01,Q,,PC,11,IDR,
B310A18109082,2301,IS01,Q,,PC,31,IDR,
B310A18109082,2301,IS01,Q,,PC,16,IDR,
B310A18109082,2301,IS01,Q,,PC,6,IDR,
B310A1810908201,2301,IS01,Q,,PC,10,IDR,
B310A1810908201,2301,IS01,Q,,PC,1,IDR,
B310A1810908201,2301,IS01,Q,,PC,23,IDR,
B310A1810908201,2301,IS01,Q,,PC,2,IDR,
B310A18109083,2301,IS01,Q,,PC,22,IDR,
B310A18109083,2301,IS01,Q,,PC,62,IDR,
B310A18109083,2301,IS01,Q,,PC,32,IDR,
B310A18109083,2301,IS01,Q,,PC,12,IDR,
B310A1810908301,2301,IS01,Q,,PC,20,IDR,
B310A1810908301,2301,IS01,Q,,PC,2,IDR,
B310A1810908301,2301,IS01,Q,,PC,46,IDR,
B310A1810908301,2301,IS01,Q,,PC,4,IDR,
B310A18109084,2301,IS01,Q,,PC,22,IDR,
B310A18109084,2301,IS01,Q,,PC,62,IDR,
B310A18109084,2301,IS01,Q,,PC,32,IDR,
B310A18109084,2301,IS01,Q,,PC,12,IDR,
B310A1810908401,2301,IS01,Q,,PC,20,IDR,
B310A1810908401,2301,IS01,Q,,PC,2,IDR,
B310A1810908401,2301,IS01,Q,,PC,46,IDR,
B310A1810908401,2301,IS01,Q,,PC,4,IDR,
B310A18109085,2301,IS01,Q,,PC,22,IDR,
B310A18109085,2301,IS01,Q,,PC,62,IDR,
B310A18109085,2301,IS01,Q,,PC,32,IDR,
B310A18109085,2301,IS01,Q,,PC,12,IDR,
B310A18109086,2301,IS01,Q,,PC,11,IDR,
B310A18109086,2301,IS01,Q,,PC,31,IDR,
B310A18109086,2301,IS01,Q,,PC,16,IDR,
B310A18109086,2301,IS01,Q,,PC,6,IDR,
B310A18109087,2301,IS01,Q,,PC,11,IDR,
B310A18109087,2301,IS01,Q,,PC,31,IDR,
B310A18109087,2301,IS01,Q,,PC,16,IDR,
B310A18109087,2301,IS01,Q,,PC,6,IDR,
B310A1810908701,2301,IS01,Q,,PC,10,IDR,
B310A1810908701,2301,IS01,Q,,PC,1,IDR,
B310A1810908701,2301,IS01,Q,,PC,23,IDR,
B310A1810908701,2301,IS01,Q,,PC,2,IDR,
B310A18109088,2301,IS01,Q,,PC,11,IDR,
B310A18109088,2301,IS01,Q,,PC,31,IDR,
B310A18109088,2301,IS01,Q,,PC,16,IDR,
B310A18109088,2301,IS01,Q,,PC,6,IDR,
B310A1810908801,2301,IS01,Q,,PC,10,IDR,
B310A1810908801,2301,IS01,Q,,PC,1,IDR,
B310A1810908801,2301,IS01,Q,,PC,23,IDR,
B310A1810908801,2301,IS01,Q,,PC,2,IDR,
B310A18109089,2301,IS01,Q,,PC,66,IDR,
B310A18109089,2301,IS01,Q,,PC,186,IDR,
B310A18109089,2301,IS01,Q,,PC,96,IDR,
B310A18109089,2301,IS01,Q,,PC,36,IDR,
B310A1810908901,2301,IS01,Q,,PC,60,IDR,
B310A1810908901,2301,IS01,Q,,PC,6,IDR,
B310A1810908901,2301,IS01,Q,,PC,138,IDR,
B310A1810908901,2301,IS01,Q,,PC,12,IDR,
B310A18109090,2301,IS01,Q,,PC,11,IDR,
B310A18109090,2301,IS01,Q,,PC,31,IDR,
B310A18109090,2301,IS01,Q,,PC,16,IDR,
B310A18109090,2301,IS01,Q,,PC,6,IDR,
B310A18109091,2301,IS01,Q,,PC,11,IDR,
B310A18109091,2301,IS01,Q,,PC,31,IDR,
B310A18109091,2301,IS01,Q,,PC,16,IDR,
B310A18109091,2301,IS01,Q,,PC,6,IDR,
B310A1810909101,2301,IS01,Q,,PC,10,IDR,
B310A1810909101,2301,IS01,Q,,PC,1,IDR,
B310A1810909101,2301,IS01,Q,,PC,23,IDR,
B310A1810909101,2301,IS01,Q,,PC,2,IDR,
B310A18109092,2301,IS01,Q,,PC,11,IDR,
B310A18109092,2301,IS01,Q,,PC,31,IDR,
B310A18109092,2301,IS01,Q,,PC,16,IDR,
B310A18109092,2301,IS01,Q,,PC,6,IDR,
B310A1810909201,2301,IS01,Q,,PC,10,IDR,
B310A1810909201,2301,IS01,Q,,PC,1,IDR,
B310A1810909201,2301,IS01,Q,,PC,23,IDR,
B310A1810909201,2301,IS01,Q,,PC,2,IDR,
B310A18109093,2301,IS01,Q,,PC,11,IDR,
B310A18109093,2301,IS01,Q,,PC,31,IDR,
B310A18109093,2301,IS01,Q,,PC,16,IDR,
B310A18109093,2301,IS01,Q,,PC,6,IDR,
B310A1810909301,2301,IS01,Q,,PC,10,IDR,
B310A1810909301,2301,IS01,Q,,PC,1,IDR,
B310A1810909301,2301,IS01,Q,,PC,23,IDR,
B310A1810909301,2301,IS01,Q,,PC,2,IDR,
B310A18109094,2301,IS01,Q,,PC,11,IDR,
B310A18109094,2301,IS01,Q,,PC,31,IDR,
B310A18109094,2301,IS01,Q,,PC,16,IDR,
B310A18109094,2301,IS01,Q,,PC,6,IDR,
B310A1810909401,2301,IS01,Q,,PC,10,IDR,
B310A1810909401,2301,IS01,Q,,PC,1,IDR,
B310A1810909401,2301,IS01,Q,,PC,23,IDR,
B310A1810909401,2301,IS01,Q,,PC,2,IDR,
B310A18109095,2301,IS01,Q,,PC,11,IDR,
B310A18109095,2301,IS01,Q,,PC,31,IDR,
B310A18109095,2301,IS01,Q,,PC,16,IDR,
B310A18109095,2301,IS01,Q,,PC,6,IDR,
B310A18109096,2301,IS01,Q,,PC,11,IDR,
B310A18109096,2301,IS01,Q,,PC,31,IDR,
B310A18109096,2301,IS01,Q,,PC,16,IDR,
B310A18109096,2301,IS01,Q,,PC,6,IDR,
B310A18109097,2301,IS01,Q,,PC,11,IDR,
B310A18109097,2301,IS01,Q,,PC,54,IDR,
B310A18109097,2301,IS01,Q,,PC,16,IDR,
B310A18109097,2301,IS01,Q,,PC,6,IDR,
B310A1810909701,2301,IS01,Q,,PC,10,IDR,
B310A1810909701,2301,IS01,Q,,PC,1,IDR,
B310A1810909701,2301,IS01,Q,,PC,23,IDR,
B310A1810909701,2301,IS01,Q,,PC,2,IDR,
B310A18109098,2301,IS01,Q,,PC,22,IDR,
B310A18109098,2301,IS01,Q,,PC,62,IDR,
B310A18109098,2301,IS01,Q,,PC,32,IDR,
B310A18109098,2301,IS01,Q,,PC,12,IDR,
B310A18109099,2301,IS01,Q,,PC,11,IDR,
B310A18109099,2301,IS01,Q,,PC,31,IDR,
B310A18109099,2301,IS01,Q,,PC,16,IDR,
B310A18109099,2301,IS01,Q,,PC,6,IDR,
B310A18109100,2301,IS01,Q,,PC,11,IDR,
B310A18109100,2301,IS01,Q,,PC,31,IDR,
B310A18109100,2301,IS01,Q,,PC,16,IDR,
B310A18109100,2301,IS01,Q,,PC,6,IDR,
B310A1810910001,2301,IS01,Q,,PC,10,IDR,
B310A1810910001,2301,IS01,Q,,PC,1,IDR,
B310A1810910001,2301,IS01,Q,,PC,23,IDR,
B310A1810910001,2301,IS01,Q,,PC,2,IDR,
B310A18109101,2301,IS01,Q,,PC,22,IDR,
B310A18109101,2301,IS01,Q,,PC,62,IDR,
B310A18109101,2301,IS01,Q,,PC,32,IDR,
B310A18109101,2301,IS01,Q,,PC,12,IDR,
B310A1810910101,2301,IS01,Q,,PC,30,IDR,
B310A1810910101,2301,IS01,Q,,PC,2,IDR,
B310A1810910101,2301,IS01,Q,,PC,46,IDR,
B310A1810910101,2301,IS01,Q,,PC,4,IDR,
B310A1810910201,2301,IS01,Q,,PC,60,IDR,
B310A1810910201,2301,IS01,Q,,PC,36,IDR,
B310A1810910201,2301,IS01,Q,,PC,12,IDR,
B310A1810910201,2301,IS01,Q,,PC,4,IDR,
B310A1810910301,2301,IS01,Q,,PC,120,IDR,
B310A1810910301,2301,IS01,Q,,PC,72,IDR,
B310A1810910301,2301,IS01,Q,,PC,24,IDR,
B310A1810910301,2301,IS01,Q,,PC,8,IDR,
B310A1810910401,2301,IS01,Q,,PC,120,IDR,
B310A1810910401,2301,IS01,Q,,PC,72,IDR,
B310A1810910401,2301,IS01,Q,,PC,24,IDR,
B310A1810910401,2301,IS01,Q,,PC,8,IDR,
B310A18109105,2301,IS01,Q,,PC,88,IDR,
B310A18109105,2301,IS01,Q,,PC,248,IDR,
B310A18109105,2301,IS01,Q,,PC,128,IDR,
B310A18109105,2301,IS01,Q,,PC,48,IDR,
B310A1810910501,2301,IS01,Q,,PC,80,IDR,
B310A1810910501,2301,IS01,Q,,PC,8,IDR,
B310A1810910501,2301,IS01,Q,,PC,184,IDR,
B310A1810910501,2301,IS01,Q,,PC,16,IDR,
B310A18109106,2301,IS01,Q,,PC,44,IDR,
B310A18109106,2301,IS01,Q,,PC,124,IDR,
B310A18109106,2301,IS01,Q,,PC,64,IDR,
B310A18109106,2301,IS01,Q,,PC,24,IDR,
B310A18109107,2301,IS01,Q,,PC,11,IDR,
B310A18109107,2301,IS01,Q,,PC,54,IDR,
B310A18109107,2301,IS01,Q,,PC,16,IDR,
B310A18109107,2301,IS01,Q,,PC,6,IDR,
B310A1810910701,2301,IS01,Q,,PC,10,IDR,
B310A1810910701,2301,IS01,Q,,PC,1,IDR,
B310A1810910701,2301,IS01,Q,,PC,23,IDR,
B310A1810910701,2301,IS01,Q,,PC,2,IDR,
B310A18109108,2301,IS01,Q,,PC,11,IDR,
B310A18109108,2301,IS01,Q,,PC,21,IDR,
B310A18109108,2301,IS01,Q,,PC,7,IDR,
B310A18109108,2301,IS01,Q,,PC,6,IDR,
B310A1810910801,2301,IS01,Q,,PC,10,IDR,
B310A1810910801,2301,IS01,Q,,PC,1,IDR,
B310A1810910801,2301,IS01,Q,,PC,23,IDR,
B310A1810910801,2301,IS01,Q,,PC,2,IDR,
B310A1810910901,2301,IS01,Q,,PC,10,IDR,
B310A1810910901,2301,IS01,Q,,PC,1,IDR,
B310A1810910901,2301,IS01,Q,,PC,23,IDR,
B310A1810910901,2301,IS01,Q,,PC,2,IDR,
B310A1810911001,2301,IS01,Q,,PC,10,IDR,
B310A1810911001,2301,IS01,Q,,PC,1,IDR,
B310A1810911001,2301,IS01,Q,,PC,23,IDR,
B310A1810911001,2301,IS01,Q,,PC,2,IDR,
B310A1810911101,2301,IS01,Q,,PC,10,IDR,
B310A1810911101,2301,IS01,Q,,PC,1,IDR,
B310A1810911101,2301,IS01,Q,,PC,23,IDR,
B310A1810911101,2301,IS01,Q,,PC,2,IDR,
B310A1810911201,2301,IS01,Q,,PC,10,IDR,
B310A1810911201,2301,IS01,Q,,PC,1,IDR,
B310A1810911201,2301,IS01,Q,,PC,23,IDR,
B310A1810911201,2301,IS01,Q,,PC,2,IDR,
B310A1810911501,2301,IS01,Q,,PC,1,IDR,
B310A1810911501,2301,IS01,Q,,PC,23,IDR,
B310A1810911501,2301,IS01,Q,,PC,2,IDR,
B310A1810911801,2301,IS01,Q,,PC,40,IDR,
B310A1810911801,2301,IS01,Q,,PC,44,IDR,
B310A1810911801,2301,IS01,Q,,PC,92,IDR,
B310A1810911801,2301,IS01,Q,,PC,8,IDR,
B310A1810911901,2301,IS01,Q,,PC,16,IDR,
B310A1810911901,2301,IS01,Q,,PC,96,IDR,
B310A1810911901,2301,IS01,Q,,PC,92,IDR,
B310A1810911901,2301,IS01,Q,,PC,8,IDR,
B310A18404,2301,IS01,Q,,PC,17,IDR,
B310G14009004,2301,IS01,Q,,PC,200,IDR,
B310G14009004,2301,IS01,Q,,PC,88,IDR,
B310H24008,2301,IS01,Q,,PC,2,IDR,
B310K74001016,2301,IS01,Q,,PC,43,IDR,
B310K74001016,2301,IS01,Q,,PC,628,IDR,
B310K74001016,2301,IS01,Q,,PC,436,IDR,
B310U03006,2301,IS01,Q,,PC,4,IDR,
B312A73003,2301,IS01,Q,,SET,1,IDR,
B312H19006,2301,IS01,Q,,PC,1,IDR,
B314A17011,2301,IS01,Q,,SET,21,IDR,
B314A17011,2301,IS01,Q,,SET,7,IDR,
B314A17011,2301,IS01,Q,,SET,5,IDR,
B314A17011,2301,IS01,Q,,SET,5,IDR,
B317K52004,2301,IS01,Q,,PC,2,IDR,
B318I112018001,2301,IS01,Q,,PC,174,IDR,
B318I17044,2301,IS01,Q,,PC,278,IDR,
B319A16008003,2301,IS01,Q,,PC,49,IDR,
B319A16009,2301,IS01,Q,,PC,36,IDR,
B319A16009003,2301,IS01,Q,,PC,79,IDR,
B319A16010,2301,IS01,Q,,PC,1,IDR,
B319A18011,2301,IS01,Q,,PC,4,IDR,
B336A1840102,2301,IS01,Q,,PC,1,IDR,
B340I3200401,2301,IS01,Q,,PC,1,IDR,
B340I3200501,2301,IS01,Q,,PC,1,IDR,
B341A16013,2301,IS01,Q,,PC,1,IDR,
B341A16039,2301,IS01,Q,,PC,2,IDR,
B341A17010,2301,IS01,Q,,PC,1,IDR,
B341A18003,2301,IS01,Q,,PC,64,IDR,
B341A18003,2301,IS01,Q,,PC,59,IDR,
B341A18003,2301,IS01,Q,,PC,18,IDR,
B341A18003,2301,IS01,Q,,PC,6,IDR,
B341A18003,2301,IS01,Q,,PC,2,IDR,
B341A18004,2301,IS01,Q,,PC,2,IDR,
B341A18004,2301,IS01,Q,,PC,17,IDR,
B341A18004,2301,IS01,Q,,PC,2,IDR,
B341A71005,2301,IS01,Q,,PC,56,IDR,
B341A71005,2301,IS01,Q,,PC,54,IDR,
B341A71005,2301,IS01,Q,,PC,4,IDR,
B341A71005,2301,IS01,Q,,PC,4,IDR,
B341A71007,2301,IS01,Q,,PC,3,IDR,
B341A71007,2301,IS01,Q,,PC,7,IDR,
B341A71007,2301,IS01,Q,,PC,7,IDR,
B341A71007,2301,IS01,Q,,PC,6,IDR,
B341A71007,2301,IS01,Q,,PC,2,IDR,
B341A71011,2301,IS01,Q,,PC,8,IDR,
B341A71011,2301,IS01,Q,,PC,14,IDR,
B341A71015,2301,IS01,Q,,PC,2,IDR,
B341A72015,2301,IS01,Q,,PC,2,IDR,
B341A73012,2301,IS01,Q,,PC,1,IDR,
B342A16006,2301,IS01,Q,,PC,4,IDR,
B342A71004001,2301,IS01,Q,,PC,148,IDR,
B342A71004001,2301,IS01,Q,,PC,44,IDR,
B342A71004001,2301,IS01,Q,,PC,28,IDR,
B342A71004001,2301,IS01,Q,,PC,28,IDR,
B342A71004002,2301,IS01,Q,,PC,2,IDR,
B342A71004002,2301,IS01,Q,,PC,74,IDR,
B342A71004002,2301,IS01,Q,,PC,64,IDR,
B342A71004002,2301,IS01,Q,,PC,14,IDR,
B342A71004002,2301,IS01,Q,,PC,14,IDR,
B342A71004003,2301,IS01,Q,,PC,74,IDR,
B342A71004003,2301,IS01,Q,,PC,44,IDR,
B342A71004003,2301,IS01,Q,,PC,14,IDR,
B342A71004003,2301,IS01,Q,,PC,14,IDR,
B342A71004004,2301,IS01,Q,,PC,2,IDR,
B342A71004004,2301,IS01,Q,,PC,74,IDR,
B342A71004004,2301,IS01,Q,,PC,19,IDR,
B342A71004004,2301,IS01,Q,,PC,14,IDR,
B342A71004004,2301,IS01,Q,,PC,14,IDR,
B342A71004005,2301,IS01,Q,,PC,36,IDR,
B342A71004005,2301,IS01,Q,,PC,12,IDR,
B342A71004005,2301,IS01,Q,,PC,7,IDR,
B342A71004005,2301,IS01,Q,,PC,7,IDR,
B342A71004006,2301,IS01,Q,,PC,32,IDR,
B342A71004006,2301,IS01,Q,,PC,74,IDR,
B342A71004006,2301,IS01,Q,,PC,16,IDR,
B342A71004006,2301,IS01,Q,,PC,14,IDR,
B342A71004006,2301,IS01,Q,,PC,14,IDR,
B342A71004007,2301,IS01,Q,,PC,148,IDR,
B342A71004007,2301,IS01,Q,,PC,44,IDR,
B342A71004007,2301,IS01,Q,,PC,28,IDR,
B342A71004007,2301,IS01,Q,,PC,28,IDR,
B342A71004008,2301,IS01,Q,,PC,148,IDR,
B342A71004008,2301,IS01,Q,,PC,42,IDR,
B342A71004008,2301,IS01,Q,,PC,28,IDR,
B342A71004008,2301,IS01,Q,,PC,28,IDR,
B342A71004009,2301,IS01,Q,,PC,55,IDR,
B342A71004009,2301,IS01,Q,,PC,153,IDR,
B342A71004009,2301,IS01,Q,,PC,11,IDR,
B342A71004010,2301,IS01,Q,,PC,55,IDR,
B342A71004010,2301,IS01,Q,,PC,153,IDR,
B342A71004010,2301,IS01,Q,,PC,11,IDR,
B342A71004011,2301,IS01,Q,,PC,76,IDR,
B342A71004011,2301,IS01,Q,,PC,126,IDR,
B342A71004011,2301,IS01,Q,,PC,6,IDR,
B342A71004011,2301,IS01,Q,,PC,11,IDR,
B342A71004012,2301,IS01,Q,,PC,63,IDR,
B342A71004012,2301,IS01,Q,,PC,148,IDR,
B342A71004012,2301,IS01,Q,,PC,54,IDR,
B342A71004012,2301,IS01,Q,,PC,28,IDR,
B342A71004012,2301,IS01,Q,,PC,40,IDR,
B342A71004013,2301,IS01,Q,,PC,148,IDR,
B342A71004013,2301,IS01,Q,,PC,44,IDR,
B342A71004013,2301,IS01,Q,,PC,28,IDR,
B342A71004013,2301,IS01,Q,,PC,28,IDR,
B342A71004014,2301,IS01,Q,,PC,68,IDR,
B342A71004014,2301,IS01,Q,,PC,16,IDR,
B342A71004014,2301,IS01,Q,,PC,14,IDR,
B342A71004014,2301,IS01,Q,,PC,14,IDR,
B342A71004015,2301,IS01,Q,,PC,37,IDR,
B342A71004015,2301,IS01,Q,,PC,13,IDR,
B342A71004015,2301,IS01,Q,,PC,7,IDR,
B342A71004015,2301,IS01,Q,,PC,7,IDR,
B342A71004016,2301,IS01,Q,,PC,148,IDR,
B342A71004016,2301,IS01,Q,,PC,42,IDR,
B342A71004016,2301,IS01,Q,,PC,28,IDR,
B342A71004016,2301,IS01,Q,,PC,28,IDR,
B342A71004017,2301,IS01,Q,,PC,2,IDR,
B342A71004017,2301,IS01,Q,,PC,74,IDR,
B342A71004017,2301,IS01,Q,,PC,41,IDR,
B342A71004017,2301,IS01,Q,,PC,14,IDR,
B342A71004017,2301,IS01,Q,,PC,14,IDR,
B342A71004018,2301,IS01,Q,,PC,55,IDR,
B342A71004018,2301,IS01,Q,,PC,153,IDR,
B342A71004018,2301,IS01,Q,,PC,11,IDR,
B342A71010,2301,IS01,Q,,PC,2,IDR,
B342A73002011,2301,IS01,Q,,PC,96,IDR,
B342A73002011,2301,IS01,Q,,PC,176,IDR,
B342A73002011,2301,IS01,Q,,PC,50,IDR,
B342A73002011,2301,IS01,Q,,PC,48,IDR,
B342A73002012,2301,IS01,Q,,PC,96,IDR,
B342A73002012,2301,IS01,Q,,PC,208,IDR,
B342A73002012,2301,IS01,Q,,PC,50,IDR,
B342A73002012,2301,IS01,Q,,PC,38,IDR,
B342A73002013,2301,IS01,Q,,PC,60,IDR,
B342A73002013,2301,IS01,Q,,PC,109,IDR,
B342A73002013,2301,IS01,Q,,PC,25,IDR,
B342A73002013,2301,IS01,Q,,PC,24,IDR,
B342A73002013,2301,IS01,Q,,PC,2,IDR,
B342A73002014,2301,IS01,Q,,PC,60,IDR,
B342A73002014,2301,IS01,Q,,PC,109,IDR,
B342A73002014,2301,IS01,Q,,PC,25,IDR,
B342A73002014,2301,IS01,Q,,PC,24,IDR,
B342A73002014,2301,IS01,Q,,PC,2,IDR,
B342A73003001,2301,IS01,Q,,PC,14,IDR,
B342A73003001,2301,IS01,Q,,PC,14,IDR,
B342A73003002,2301,IS01,Q,,PC,11,IDR,
B342A73003002,2301,IS01,Q,,PC,7,IDR,
B342A73003002,2301,IS01,Q,,PC,49,IDR,
B342A73003002,2301,IS01,Q,,PC,31,IDR,
B342A73003002,2301,IS01,Q,,PC,30,IDR,
B342A73003002,2301,IS01,Q,,PC,2,IDR,
B342A73003003,2301,IS01,Q,,PC,11,IDR,
