Material,Plnt,SLoc,S,Valuation,Special stock number,SL,Batch,BUn,Unrestricted,Crcy,Value Unrestricted,Transit/Transf.,Val. in Trans./Tfr,In Quality Insp.,Value in QualInsp.,Restricted-Use,Value Restricted,Blocked,Value BlockedStock,Returns,Value Rets Blocked
B310A1810900501,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,92,IDR,4.554.000,0,0,0,0,0,0,0,0,0,0
B310A1810900501,2301,IS01,Q,M,M1-22041.4300003938.5,,,PC,8,IDR,396.000,0,0,0,0,0,0,0,0,0,0
B310A18109007,2301,IS01,Q,M,M1-23011.4300004437,,,PC,110,IDR,2.772.000,0,0,0,0,0,0,0,0,0,0
B310A18109007,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,210,IDR,5.292.000,0,0,0,0,0,0,0,0,0,0
B310A18109007,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,70,IDR,1.764.000,0,0,0,0,0,0,0,0,0,0
B310A18109007,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,60,IDR,1.512.000,0,0,0,0,0,0,0,0,0,0
B310A1810900701,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,16,IDR,403.200,0,0,0,0,0,0,0,0,0,0
B310A1810900701,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,56,IDR,1.411.200,0,0,0,0,0,0,0,0,0,0
B310A1810900701,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,92,IDR,2.318.400,0,0,0,0,0,0,0,0,0,0
B310A1810900701,2301,IS01,Q,M,M1-22041.4300003938.5,,,PC,8,IDR,201.600,0,0,0,0,0,0,0,0,0,0
B310A1810900801,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,120,IDR,720.000,0,0,0,0,0,0,0,0,0,0
B310A1810900801,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,72,IDR,432.000,0,0,0,0,0,0,0,0,0,0
B310A1810900801,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,24,IDR,144.000,0,0,0,0,0,0,0,0,0,0
B310A1810900801,2301,IS01,Q,M,M1-22041.4300003938.5,,,PC,8,IDR,48.000,0,0,0,0,0,0,0,0,0,0
B310A18109009,2301,IS01,Q,M,M1-23011.4300004437,,,PC,110,IDR,1.474.000,0,0,0,0,0,0,0,0,0,0
B310A18109009,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,210,IDR,2.814.000,0,0,0,0,0,0,0,0,0,0
B310A18109009,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,70,IDR,938.000,0,0,0,0,0,0,0,0,0,0
B310A18109009,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,60,IDR,804.000,0,0,0,0,0,0,0,0,0,0
B310A18109010101,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,120,IDR,660.000,0,0,0,0,0,0,0,0,0,0
B310A18109010101,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,72,IDR,396.000,0,0,0,0,0,0,0,0,0,0
B310A18109010101,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,24,IDR,132.000,0,0,0,0,0,0,0,0,0,0
B310A18109010101,2301,IS01,Q,M,M1-22041.4300003938.5,,,PC,8,IDR,44.000,0,0,0,0,0,0,0,0,0,0
B310A18109010201,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,40,IDR,152.000,0,0,0,0,0,0,0,0,0,0
B310A18109010201,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,4,IDR,15.200,0,0,0,0,0,0,0,0,0,0
B310A18109010201,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,92,IDR,349.600,0,0,0,0,0,0,0,0,0,0
B310A18109010201,2301,IS01,Q,M,M1-22041.4300003938.5,,,PC,8,IDR,30.400,0,0,0,0,0,0,0,0,0,0
B310A1810901101,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,120,IDR,2.880.000,0,0,0,0,0,0,0,0,0,0
B310A1810901101,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,44,IDR,1.056.000,0,0,0,0,0,0,0,0,0,0
B310A1810901101,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,52,IDR,1.248.000,0,0,0,0,0,0,0,0,0,0
B310A1810901101,2301,IS01,Q,M,M1-22041.4300003938.5,,,PC,8,IDR,192.000,0,0,0,0,0,0,0,0,0,0
B310A18109012,2301,IS01,Q,M,M1-23011.4300004437,,,PC,22,IDR,1.465.200,0,0,0,0,0,0,0,0,0,0
B310A18109012,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,42,IDR,2.797.200,0,0,0,0,0,0,0,0,0,0
B310A18109012,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,14,IDR,932.400,0,0,0,0,0,0,0,0,0,0
B310A18109012,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,12,IDR,799.200,0,0,0,0,0,0,0,0,0,0
B310A18109014,2301,IS01,Q,M,M1-23011.4300004437,,,PC,44,IDR,2.684.000,0,0,0,0,0,0,0,0,0,0
B310A18109014,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,84,IDR,5.124.000,0,0,0,0,0,0,0,0,0,0
B310A18109014,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,28,IDR,1.708.000,0,0,0,0,0,0,0,0,0,0
B310A18109014,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,24,IDR,1.464.000,0,0,0,0,0,0,0,0,0,0
B310A1810901401,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,20,IDR,1.220.000,0,0,0,0,0,0,0,0,0,0
B310A1810901401,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,2,IDR,122.000,0,0,0,0,0,0,0,0,0,0
B310A1810901401,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,46,IDR,2.806.000,0,0,0,0,0,0,0,0,0,0
B310A1810901401,2301,IS01,Q,M,M1-22041.4300003938.5,,,PC,4,IDR,244.000,0,0,0,0,0,0,0,0,0,0
B310A1810901601,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,60,IDR,4.920.000,0,0,0,0,0,0,0,0,0,0
B310A1810901601,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,22,IDR,1.804.000,0,0,0,0,0,0,0,0,0,0
B310A1810901601,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,26,IDR,2.132.000,0,0,0,0,0,0,0,0,0,0
B310A1810901601,2301,IS01,Q,M,M1-22041.4300003938.5,,,PC,4,IDR,328.000,0,0,0,0,0,0,0,0,0,0
B310A1810901701,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,60,IDR,7.800.000,0,0,0,0,0,0,0,0,0,0
B310A1810901701,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,22,IDR,2.860.000,0,0,0,0,0,0,0,0,0,0
B310A1810901701,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,26,IDR,3.380.000,0,0,0,0,0,0,0,0,0,0
B310A1810901701,2301,IS01,Q,M,M1-22041.4300003938.5,,,PC,4,IDR,520.000,0,0,0,0,0,0,0,0,0,0
B310A18109018,2301,IS01,Q,M,M1-23011.4300004437,,,PC,22,IDR,1.795.200,0,0,0,0,0,0,0,0,0,0
B310A18109018,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,42,IDR,3.427.200,0,0,0,0,0,0,0,0,0,0
B310A18109018,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,14,IDR,1.142.400,0,0,0,0,0,0,0,0,0,0
B310A18109018,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,12,IDR,979.200,0,0,0,0,0,0,0,0,0,0
B310A1810901801,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,20,IDR,1.632.000,0,0,0,0,0,0,0,0,0,0
B310A1810901801,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,2,IDR,163.200,0,0,0,0,0,0,0,0,0,0
B310A1810901801,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,46,IDR,3.753.600,0,0,0,0,0,0,0,0,0,0
B310A1810901801,2301,IS01,Q,M,M1-22041.4300003938.5,,,PC,4,IDR,326.400,0,0,0,0,0,0,0,0,0,0
B310A18109019,2301,IS01,Q,M,M1-23011.4300004437,,,PC,22,IDR,1.795.200,0,0,0,0,0,0,0,0,0,0
B310A18109019,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,42,IDR,3.427.200,0,0,0,0,0,0,0,0,0,0
B310A18109019,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,14,IDR,1.142.400,0,0,0,0,0,0,0,0,0,0
B310A18109019,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,12,IDR,979.200,0,0,0,0,0,0,0,0,0,0
B310A1810902001,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,60,IDR,4.920.000,0,0,0,0,0,0,0,0,0,0
B310A1810902001,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,22,IDR,1.804.000,0,0,0,0,0,0,0,0,0,0
B310A1810902001,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,26,IDR,2.132.000,0,0,0,0,0,0,0,0,0,0
B310A1810902001,2301,IS01,Q,M,M1-22041.4300003938.5,,,PC,4,IDR,328.000,0,0,0,0,0,0,0,0,0,0
B310A18109021,2301,IS01,Q,M,M1-23011.4300004437,,,PC,22,IDR,1.568.600,0,0,0,0,0,0,0,0,0,0
B310A18109021,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,42,IDR,2.994.600,0,0,0,0,0,0,0,0,0,0
B310A18109021,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,14,IDR,998.200,0,0,0,0,0,0,0,0,0,0
B310A18109021,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,12,IDR,855.600,0,0,0,0,0,0,0,0,0,0
B310A18109022,2301,IS01,Q,M,M1-23011.4300004437,,,PC,77,IDR,8.239.000,0,0,0,0,0,0,0,0,0,0
B310A18109022,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,147,IDR,15.729.000,0,0,0,0,0,0,0,0,0,0
B310A18109022,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,49,IDR,5.243.000,0,0,0,0,0,0,0,0,0,0
B310A18109022,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,42,IDR,4.494.000,0,0,0,0,0,0,0,0,0,0
B310A1810902201,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,12,IDR,1.284.000,0,0,0,0,0,0,0,0,0,0
B310A1810902201,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,42,IDR,4.494.000,0,0,0,0,0,0,0,0,0,0
B310A1810902201,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,69,IDR,7.383.000,0,0,0,0,0,0,0,0,0,0
B310A1810902201,2301,IS01,Q,M,M1-22041.4300003938.5,,,PC,6,IDR,642.000,0,0,0,0,0,0,0,0,0,0
B310A18109023,2301,IS01,Q,M,M1-23011.4300004437,,,PC,33,IDR,11.942.700,0,0,0,0,0,0,0,0,0,0
B310A18109023,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,63,IDR,22.799.700,0,0,0,0,0,0,0,0,0,0
B310A18109023,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,21,IDR,7.599.900,0,0,0,0,0,0,0,0,0,0
B310A18109023,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,18,IDR,6.514.200,0,0,0,0,0,0,0,0,0,0
B310A1810902301,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,20,IDR,7.240.000,0,0,0,0,0,0,0,0,0,0
B310A1810902301,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,2,IDR,724.000,0,0,0,0,0,0,0,0,0,0
B310A1810902301,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,46,IDR,16.652.000,0,0,0,0,0,0,0,0,0,0
B310A1810902301,2301,IS01,Q,M,M1-22041.4300003938.5,,,PC,4,IDR,1.448.000,0,0,0,0,0,0,0,0,0,0
B310A18109025,2301,IS01,Q,M,M1-23011.4300004437,,,PC,110,IDR,3.102.000,0,0,0,0,0,0,0,0,0,0
B310A18109025,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,210,IDR,5.922.000,0,0,0,0,0,0,0,0,0,0
B310A18109025,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,70,IDR,1.974.000,0,0,0,0,0,0,0,0,0,0
B310A18109025,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,60,IDR,1.692.000,0,0,0,0,0,0,0,0,0,0
B310A1810902501,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,40,IDR,1.128.000,0,0,0,0,0,0,0,0,0,0
B310A1810902501,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,4,IDR,112.800,0,0,0,0,0,0,0,0,0,0
B310A1810902501,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,92,IDR,2.594.400,0,0,0,0,0,0,0,0,0,0
B310A1810902501,2301,IS01,Q,M,M1-22041.4300003938.5,,,PC,8,IDR,225.600,0,0,0,0,0,0,0,0,0,0
B310A18109028,2301,IS01,Q,M,M1-23011.4300004437,,,PC,110,IDR,3.718.000,0,0,0,0,0,0,0,0,0,0
B310A18109028,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,210,IDR,7.098.000,0,0,0,0,0,0,0,0,0,0
B310A18109028,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,70,IDR,2.366.000,0,0,0,0,0,0,0,0,0,0
B310A18109028,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,60,IDR,2.028.000,0,0,0,0,0,0,0,0,0,0
B310A18109028101,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,40,IDR,1.360.000,0,0,0,0,0,0,0,0,0,0
B310A18109028101,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,4,IDR,136.000,0,0,0,0,0,0,0,0,0,0
B310A18109028101,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,92,IDR,3.128.000,0,0,0,0,0,0,0,0,0,0
B310A18109028101,2301,IS01,Q,M,M1-22041.4300003938.5,,,PC,8,IDR,272.000,0,0,0,0,0,0,0,0,0,0
B310A181090282,2301,IS01,Q,M,M1-23011.4300004437,,,PC,110,IDR,946.000,0,0,0,0,0,0,0,0,0,0
B310A181090282,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,210,IDR,1.806.000,0,0,0,0,0,0,0,0,0,0
B310A181090282,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,70,IDR,602.000,0,0,0,0,0,0,0,0,0,0
B310A181090282,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,60,IDR,516.000,0,0,0,0,0,0,0,0,0,0
B310A18109028201,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,40,IDR,344.000,0,0,0,0,0,0,0,0,0,0
B310A18109028201,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,4,IDR,34.400,0,0,0,0,0,0,0,0,0,0
B310A18109028201,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,92,IDR,791.200,0,0,0,0,0,0,0,0,0,0
B310A18109028201,2301,IS01,Q,M,M1-22041.4300003938.5,,,PC,8,IDR,68.800,0,0,0,0,0,0,0,0,0,0
B310A18109029,2301,IS01,Q,M,M1-23011.4300004437,,,PC,33,IDR,1.980.000,0,0,0,0,0,0,0,0,0,0
B310A18109029,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,63,IDR,3.780.000,0,0,0,0,0,0,0,0,0,0
B310A18109029,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,21,IDR,1.260.000,0,0,0,0,0,0,0,0,0,0
B310A18109029,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,18,IDR,1.080.000,0,0,0,0,0,0,0,0,0,0
B310A1810902901,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,2,IDR,120.000,0,0,0,0,0,0,0,0,0,0
B310A1810902901,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,46,IDR,2.760.000,0,0,0,0,0,0,0,0,0,0
B310A1810902901,2301,IS01,Q,M,M1-22041.4300003938.5,,,PC,4,IDR,240.000,0,0,0,0,0,0,0,0,0,0
B310A18109030,2301,IS01,Q,M,M1-23011.4300004437,,,PC,110,IDR,1.760.000,0,0,0,0,0,0,0,0,0,0
B310A18109030,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,210,IDR,3.360.000,0,0,0,0,0,0,0,0,0,0
B310A18109030,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,70,IDR,1.120.000,0,0,0,0,0,0,0,0,0,0
B310A18109030,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,60,IDR,960.000,0,0,0,0,0,0,0,0,0,0
B310A1810903001,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,40,IDR,640.000,0,0,0,0,0,0,0,0,0,0
B310A1810903001,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,4,IDR,64.000,0,0,0,0,0,0,0,0,0,0
B310A1810903001,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,92,IDR,1.472.000,0,0,0,0,0,0,0,0,0,0
B310A1810903001,2301,IS01,Q,M,M1-22041.4300003938.5,,,PC,8,IDR,128.000,0,0,0,0,0,0,0,0,0,0
B310A18109033,2301,IS01,Q,M,M1-23011.4300004437,,,PC,121,IDR,1.585.100,0,0,0,0,0,0,0,0,0,0
B310A18109033,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,231,IDR,3.026.100,0,0,0,0,0,0,0,0,0,0
B310A18109033,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,77,IDR,1.008.700,0,0,0,0,0,0,0,0,0,0
B310A18109033,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,66,IDR,864.600,0,0,0,0,0,0,0,0,0,0
B310A1810903301,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,60,IDR,786.000,0,0,0,0,0,0,0,0,0,0
B310A1810903301,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,16,IDR,209.600,0,0,0,0,0,0,0,0,0,0
B310A1810903301,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,138,IDR,1.807.800,0,0,0,0,0,0,0,0,0,0
B310A1810903301,2301,IS01,Q,M,M1-22041.4300003938.5,,,PC,12,IDR,157.200,0,0,0,0,0,0,0,0,0,0
B310A18109038,2301,IS01,Q,M,M1-23011.4300004437,,,PC,11,IDR,495.000,0,0,0,0,0,0,0,0,0,0
B310A18109038,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,21,IDR,945.000,0,0,0,0,0,0,0,0,0,0
B310A18109038,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,7,IDR,315.000,0,0,0,0,0,0,0,0,0,0
B310A18109038,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,6,IDR,270.000,0,0,0,0,0,0,0,0,0,0
B310A1810903801,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,10,IDR,500.000,0,0,0,0,0,0,0,0,0,0
B310A1810903801,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,1,IDR,50.000,0,0,0,0,0,0,0,0,0,0
B310A1810903801,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,23,IDR,1.150.000,0,0,0,0,0,0,0,0,0,0
B310A1810903801,2301,IS01,Q,M,M1-22041.4300003938.5,,,PC,2,IDR,100.000,0,0,0,0,0,0,0,0,0,0
B310A18109041,2301,IS01,Q,M,M1-23011.4300004437,,,PC,11,IDR,225.500,0,0,0,0,0,0,0,0,0,0
B310A18109041,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,21,IDR,430.500,0,0,0,0,0,0,0,0,0,0
B310A18109041,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,7,IDR,143.500,0,0,0,0,0,0,0,0,0,0
B310A18109041,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,6,IDR,123.000,0,0,0,0,0,0,0,0,0,0
B310A1810904101,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,10,IDR,205.000,0,0,0,0,0,0,0,0,0,0
B310A1810904101,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,1,IDR,20.500,0,0,0,0,0,0,0,0,0,0
B310A1810904101,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,23,IDR,471.500,0,0,0,0,0,0,0,0,0,0
B310A1810904101,2301,IS01,Q,M,M1-22041.4300003938.5,,,PC,2,IDR,41.000,0,0,0,0,0,0,0,0,0,0
B310A1810904201,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,10,IDR,200.000,0,0,0,0,0,0,0,0,0,0
B310A1810904201,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,1,IDR,20.000,0,0,0,0,0,0,0,0,0,0
B310A1810904201,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,23,IDR,460.000,0,0,0,0,0,0,0,0,0,0
B310A1810904201,2301,IS01,Q,M,M1-22041.4300003938.5,,,PC,2,IDR,40.000,0,0,0,0,0,0,0,0,0,0
B310A18109044,2301,IS01,Q,M,M1-23011.4300004437,,,PC,110,IDR,1.221.000,0,0,0,0,0,0,0,0,0,0
B310A18109044,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,210,IDR,2.331.000,0,0,0,0,0,0,0,0,0,0
B310A18109044,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,70,IDR,777.000,0,0,0,0,0,0,0,0,0,0
B310A18109044,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,60,IDR,666.000,0,0,0,0,0,0,0,0,0,0
B310A1810904401,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,40,IDR,444.000,0,0,0,0,0,0,0,0,0,0
B310A1810904401,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,4,IDR,44.400,0,0,0,0,0,0,0,0,0,0
B310A1810904401,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,92,IDR,1.021.200,0,0,0,0,0,0,0,0,0,0
B310A1810904401,2301,IS01,Q,M,M1-22041.4300003938.5,,,PC,8,IDR,88.800,0,0,0,0,0,0,0,0,0,0
B310A18109045,2301,IS01,Q,M,M1-23011.4300004437,,,PC,11,IDR,1.239.700,0,0,0,0,0,0,0,0,0,0
B310A18109045,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,21,IDR,2.366.700,0,0,0,0,0,0,0,0,0,0
B310A18109045,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,7,IDR,788.900,0,0,0,0,0,0,0,0,0,0
B310A18109045,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,6,IDR,676.200,0,0,0,0,0,0,0,0,0,0
B310A18109046,2301,IS01,Q,M,M1-23011.4300004437,,,PC,11,IDR,1.239.700,0,0,0,0,0,0,0,0,0,0
B310A18109046,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,21,IDR,2.366.700,0,0,0,0,0,0,0,0,0,0
B310A18109046,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,7,IDR,788.900,0,0,0,0,0,0,0,0,0,0
B310A18109046,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,6,IDR,676.200,0,0,0,0,0,0,0,0,0,0
B310A1810904601,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,10,IDR,1.950.000,0,0,0,0,0,0,0,0,0,0
B310A1810904601,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,1,IDR,195.000,0,0,0,0,0,0,0,0,0,0
B310A1810904601,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,23,IDR,4.485.000,0,0,0,0,0,0,0,0,0,0
B310A1810904601,2301,IS01,Q,M,M1-22041.4300003938.5,,,PC,2,IDR,390.000,0,0,0,0,0,0,0,0,0,0
B310A18109047,2301,IS01,Q,M,M1-23011.4300004437,,,PC,11,IDR,495.000,0,0,0,0,0,0,0,0,0,0
B310A18109047,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,21,IDR,945.000,0,0,0,0,0,0,0,0,0,0
B310A18109047,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,7,IDR,315.000,0,0,0,0,0,0,0,0,0,0
B310A18109047,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,6,IDR,270.000,0,0,0,0,0,0,0,0,0,0
B310A1810904801,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,60,IDR,7.500.000,0,0,0,0,0,0,0,0,0,0
B310A1810904801,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,36,IDR,4.500.000,0,0,0,0,0,0,0,0,0,0
B310A1810904801,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,12,IDR,1.500.000,0,0,0,0,0,0,0,0,0,0
B310A1810904801,2301,IS01,Q,M,M1-22041.4300003938.5,,,PC,4,IDR,500.000,0,0,0,0,0,0,0,0,0,0
B310A18109050,2301,IS01,Q,M,M1-23011.4300004437,,,PC,11,IDR,319.000,0,0,0,0,0,0,0,0,0,0
B310A18109050,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,21,IDR,609.000,0,0,0,0,0,0,0,0,0,0
B310A18109050,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,7,IDR,203.000,0,0,0,0,0,0,0,0,0,0
B310A18109050,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,6,IDR,174.000,0,0,0,0,0,0,0,0,0,0
B310A18109051,2301,IS01,Q,M,M1-23011.4300004437,,,PC,11,IDR,464.200,0,0,0,0,0,0,0,0,0,0
B310A18109051,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,21,IDR,886.200,0,0,0,0,0,0,0,0,0,0
B310A18109051,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,7,IDR,295.400,0,0,0,0,0,0,0,0,0,0
B310A18109051,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,6,IDR,253.200,0,0,0,0,0,0,0,0,0,0
B310A1810905301,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,20,IDR,340.000,0,0,0,0,0,0,0,0,0,0
B310A1810905301,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,18,IDR,306.000,0,0,0,0,0,0,0,0,0,0
B310A1810905301,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,6,IDR,102.000,0,0,0,0,0,0,0,0,0,0
B310A1810905301,2301,IS01,Q,M,M1-22041.4300003938.5,,,PC,2,IDR,34.000,0,0,0,0,0,0,0,0,0,0
B310A1810905501,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,10,IDR,550.000,0,0,0,0,0,0,0,0,0,0
B310A1810905501,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,1,IDR,55.000,0,0,0,0,0,0,0,0,0,0
B310A1810905501,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,23,IDR,1.265.000,0,0,0,0,0,0,0,0,0,0
B310A1810905501,2301,IS01,Q,M,M1-22041.4300003938.5,,,PC,2,IDR,110.000,0,0,0,0,0,0,0,0,0,0
B310A1810905601,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,300,IDR,5.100.000,0,0,0,0,0,0,0,0,0,0
B310A1810905601,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,180,IDR,3.060.000,0,0,0,0,0,0,0,0,0,0
B310A1810905601,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,60,IDR,1.020.000,0,0,0,0,0,0,0,0,0,0
B310A1810905601,2301,IS01,Q,M,M1-22041.4300003938.5,,,PC,20,IDR,340.000,0,0,0,0,0,0,0,0,0,0
B310A18109057,2301,IS01,Q,M,M1-23011.4300004437,,,PC,44,IDR,1.073.600,0,0,0,0,0,0,0,0,0,0
B310A18109057,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,84,IDR,2.049.600,0,0,0,0,0,0,0,0,0,0
