Material,Plnt,SLoc,S,Valuation,Special stock number,SL,Batch,BUn,Unrestricted,Crcy,Value Unrestricted,Transit/Transf.,Val. in Trans./Tfr,In Quality Insp.,Value in QualInsp.,Restricted-Use,Value Restricted,Blocked,Value BlockedStock,Returns,Value Rets Blocked
B46PG122008,2301,IS01,Q,M,M9-21002.4501558107,,,PC,99,IDR,2.369.408,0,0,0,0,0,0,0,0,0,0
B46PG122008,2301,IS01,Q,M,M9-23002.9000000087,,,PC,5.416,IDR,184.754.585,0,0,0,0,0,0,0,0,0,0
B46PG122016,2301,IS01,Q,M,M9-23002.9000000087,,,PC,805,IDR,34.941.576,0,0,0,0,0,0,0,0,0,0
B46PG122416,2301,IS01,Q,M,M9-23002.9000000087,,,PC,1.911,IDR,155.341.794,0,0,0,0,0,0,0,0,0,0
B46PG122424,2301,IS01,Q,M,M9-21002.4501558107,,,PC,170,IDR,909.310,0,0,0,0,0,0,0,0,0,0
B46PG122424,2301,IS01,Q,M,M9-23002.9000000087,,,PC,1.609,IDR,194.451.173,0,0,0,0,0,0,0,0,0,0
B46PG122428,2301,IS01,Q,M,M9-23002.9000000087,,,PC,30,IDR,4.219.560,0,0,0,0,0,0,0,0,0,0
B46PG122432,2301,IS01,Q,M,M9-21002.9000000002,,,PC,12,IDR,1.542.012,0,0,0,0,0,0,0,0,0,0
B46PG122432,2301,IS01,Q,M,M9-21002.4501558107,,,PC,394,IDR,50.629.401,0,0,0,0,0,0,0,0,0,0
B46PG122436,2301,IS01,Q,M,M9-23002.9000000087,,,PC,3.840,IDR,698.955.264,0,0,0,0,0,0,0,0,0,0
B46PG21040012,2301,IS01,Q,M,M1-23010.4300004430,,,PC,48,IDR,524.112,0,0,0,0,0,0,0,0,0,0
B47AE010001,2301,IS01,Q,M,M1-22040.4300003935,,,PC,10,IDR,2.375.000,0,0,0,0,0,0,0,0,0,0
B47AE020001,2301,IS01,Q,M,M1-22040.4300003935,,,PC,10,IDR,750.000,0,0,0,0,0,0,0,0,0,0
B47AE020002,2301,IS01,Q,M,M1-22040.4300003935,,,PC,10,IDR,850.000,0,0,0,0,0,0,0,0,0,0
B47AE030001,2301,IS01,Q,M,M1-22040.4300003935,,,PC,10,IDR,1.750.000,0,0,0,0,0,0,0,0,0,0
B47AE040034,2301,IS01,Q,M,M1-22040.4300003935,,,PC,20,IDR,100.000,0,0,0,0,0,0,0,0,0,0
B47AE041210,2301,IS01,Q,M,M1-22040.4300003935,,,PC,10,IDR,975.000,0,0,0,0,0,0,0,0,0,0
B48CC0307,2301,IS01,Q,M,M1-22026.9000000028,,,PC,12,IDR,62.040.000,0,0,0,0,0,0,0,0,0,0
B48RD0029,2301,IS01,Q,M,M1-22026.9000000028,,,PC,18,IDR,10.296.000,0,0,0,0,0,0,0,0,0,0
B500K56205,2301,IS01,Q,M,M1-22041.4300003938.1,,,SET,500,IDR,77.500.000,0,0,0,0,0,0,0,0,0,0
B500K56205,2301,IS01,Q,M,M1-22041.4300003938.2,,,SET,120,IDR,18.600.000,0,0,0,0,0,0,0,0,0,0
B500K74004,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,44,IDR,180.400.000,0,0,0,0,0,0,0,0,0,0
B500K74004,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,80,IDR,328.000.000,0,0,0,0,0,0,0,0,0,0
B501A17001,2301,IS01,Q,M,M1-21018.4300003329,,,PC,6,IDR,2.700.000,0,0,0,0,0,0,0,0,0,0
B501A17001,2301,IS01,Q,M,M1-23011.4300004437,,,PC,12,IDR,3.276.000,0,0,0,0,0,0,0,0,0,0
B501A17001,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,14,IDR,3.822.000,0,0,0,0,0,0,0,0,0,0
B501A17001,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,488,IDR,133.224.000,0,0,0,0,0,0,0,0,0,0
B501A17001,2301,IS01,Q,M,M1-23011.4300004437.4,,,PC,12,IDR,3.276.000,0,0,0,0,0,0,0,0,0,0
B501A17002,2301,IS01,Q,M,M1-22026.9000000028,,,PC,16,IDR,4.368.000,0,0,0,0,0,0,0,0,0,0
B501A17002,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,24,IDR,6.552.000,0,0,0,0,0,0,0,0,0,0
B501A17002,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,156,IDR,42.588.000,0,0,0,0,0,0,0,0,0,0
B501A1830303,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,24,IDR,2.880.000,0,0,0,0,0,0,0,0,0,0
B501A18307,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,38,IDR,26.600.000,0,0,0,0,0,0,0,0,0,0
B503S21527,2301,IS01,Q,M,M1-22028.9000000038,,,PC,321,IDR,56.175.000,0,0,0,0,0,0,0,0,0,0
B503X0402501,2301,IS01,,,,,,PC,20,IDR,2.120.000,0,0,0,0,0,0,0,0,0,0
B503X1003600A,2301,IS01,,,,,,PC,146,IDR,8.760.000,0,0,0,0,0,0,0,0,0,0
B50AA01002,2301,IS01,Q,M,M1-22041.8000122041,,,SHT,"4,00",IDR,3.350.000,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0
B50AA02001,2301,IS01,Q,M,M1-22014.4300003529,,,ROL,4,IDR,312.000,0,0,0,0,0,0,0,0,0,0
B50AA02003,2301,IS01,Q,M,M1-22032.4300003329,,,PC,4,IDR,52.000,0,0,0,0,0,0,0,0,0,0
B50AA03181,2301,IS01,Q,M,M1-22041.4300003938.1,,,CAR,109,IDR,793.520.000,0,0,0,0,0,0,0,0,0,0
B50AA03182,2301,IS01,Q,M,M1-22041.4300003938.2,,,CAR,91,IDR,662.480.000,0,0,0,0,0,0,0,0,0,0
B50AA03183,2301,IS01,Q,M,M1-22041.4300003938.3,,,CAR,24,IDR,137.760.000,0,0,0,0,0,0,0,0,0,0
B50AA03184,2301,IS01,Q,M,M1-22041.4300003938.4,,,CAR,22,IDR,12.320.000,0,0,0,0,0,0,0,0,0,0
B50AA03185,2301,IS01,Q,M,M1-22041.4300003938.4,,,CAR,1,IDR,560.000,0,0,0,0,0,0,0,0,0,0
B50AA03186,2301,IS01,Q,M,M1-22041.4300003938.5,,,CAR,2,IDR,2.240.000,0,0,0,0,0,0,0,0,0,0
B50AA03720,2301,IS01,Q,M,M1-23011.4300004437,,,CAR,11,IDR,83.160.000,0,0,0,0,0,0,0,0,0,0
B50AC02202,2301,IS01,Q,M,M3-23002.9000000193,,,PC,14,IDR,2.933.000,0,0,0,0,0,0,0,0,0,0
B50AC03002,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,212,IDR,2.077.600,0,0,0,0,0,0,0,0,0,0
B50AC03002,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,436,IDR,4.272.800,0,0,0,0,0,0,0,0,0,0
B50AC03002,2301,IS01,Q,M,M1-22041.9000000333,,,PC,4,IDR,39.200,0,0,0,0,0,0,0,0,0,0
B50AC03003,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,30,IDR,435.000,0,0,0,0,0,0,0,0,0,0
B50AC1200,2301,IS01,Q,M,M1-23011.4300004437,,,PC,22,IDR,165.000,0,0,0,0,0,0,0,0,0,0
B50AC1200,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,198,IDR,1.485.373,0,0,0,0,0,0,0,0,0,0
B50AC1200,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,390,IDR,2.925.000,0,0,0,0,0,0,0,0,0,0
B50AC1200,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,48,IDR,360.000,0,0,0,0,0,0,0,0,0,0
B50AC1200,2301,IS01,Q,M,M1-22041.8000122041,,,PC,25,IDR,187.500,0,0,0,0,0,0,0,0,0,0
B50AC1200,2301,IS01,Q,M,M1-22041.9000000333,,,PC,2,IDR,15.000,0,0,0,0,0,0,0,0,0,0
B50AC1200,2301,IS01,Q,M,M9-24001.9000000342,,,PC,12,IDR,90.000,0,0,0,0,0,0,0,0,0,0
B50AC1212,2301,IS01,Q,M,M1-22041.4300003938.4,,,PC,41,IDR,461.916,0,0,0,0,0,0,0,0,0,0
B50AC1400,2301,IS01,Q,M,M1-22008.9000000184,,,PC,4,IDR,100.000,0,0,0,0,0,0,0,0,0,0
B50AC1400,2301,IS01,Q,M,M1-23001.9000000082,,,PC,2,IDR,70.000,0,0,0,0,0,0,0,0,0,0
B50AC1400,2301,IS01,Q,M,M1-22032.4300003329,,,PC,4,IDR,140.000,0,0,0,0,0,0,0,0,0,0
B50AC1400,2301,IS01,Q,M,M1-23010.4300004430,,,PC,20,IDR,544.000,0,0,0,0,0,0,0,0,0,0
B50AC1400,2301,IS01,Q,M,M1-23011.4300004437,,,PC,88,IDR,2.288.000,0,0,0,0,0,0,0,0,0,0
B50AC1400,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,88,IDR,2.288.000,0,0,0,0,0,0,0,0,0,0
B50AC1400,2301,IS01,Q,M,M1-22041.4300003938.4,,,PC,117,IDR,3.042.000,0,0,0,0,0,0,0,0,0,0
B50AC1400,2301,IS01,Q,M,M1-22041.9000000333,,,PC,4,IDR,104.000,0,0,0,0,0,0,0,0,0,0
B50AC20001#BC,2301,IS01,Q,M,M1-23010.4300004430,,,PC,12,IDR,448.800,0,0,0,0,0,0,0,0,0,0
B50AC20001#BC,2301,IS01,Q,M,M1-23011.4300004437,,,PC,132,IDR,4.936.800,0,0,0,0,0,0,0,0,0,0
B50AC20001#BC,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,1.150,IDR,43.010.000,0,0,0,0,0,0,0,0,0,0
B50AC20001#BC,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,1.482,IDR,55.426.800,0,0,0,0,0,0,0,0,0,0
B50AC20001#BC,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,228,IDR,8.527.200,0,0,0,0,0,0,0,0,0,0
B50AC20001#BC,2301,IS01,Q,M,M1-22041.4300003938.5,,,PC,12,IDR,448.800,0,0,0,0,0,0,0,0,0,0
B50AC200212,2301,IS01,Q,M,M1-22027.4300003542,,,PC,12,IDR,143.400,0,0,0,0,0,0,0,0,0,0
B50AC200212,2301,IS01,Q,M,M1-23001.9000000082,,,PC,2,IDR,23.900,0,0,0,0,0,0,0,0,0,0
B50AC200212,2301,IS01,Q,M,M1-23011.4300004437,,,PC,22,IDR,262.900,0,0,0,0,0,0,0,0,0,0
B50AC200212,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,24,IDR,286.800,0,0,0,0,0,0,0,0,0,0
B50AC200212,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,94,IDR,1.123.300,0,0,0,0,0,0,0,0,0,0
B50AC200212,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,32,IDR,382.400,0,0,0,0,0,0,0,0,0,0
B50AC200212,2301,IS01,Q,M,M1-22041.4300003938.4,,,PC,28,IDR,334.600,0,0,0,0,0,0,0,0,0,0
B50AC20022,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,865,IDR,21.625.000,0,0,0,0,0,0,0,0,0,0
B50AC20022,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,954,IDR,23.850.000,0,0,0,0,0,0,0,0,0,0
B50AC20022,2301,IS01,Q,M,M1-22041.9000000333,,,PC,70,IDR,1.750.000,0,0,0,0,0,0,0,0,0,0
B50AC20024,2301,IS01,,,,,,PC,86,IDR,2.494.000,0,0,0,0,0,0,0,0,0,0
B50AC2006,2301,IS01,,,,,,SET,1,IDR,180.000,0,0,0,0,0,0,0,0,0,0
B50AC20200,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,308,IDR,10.010.000,0,0,0,0,0,0,0,0,0,0
B50AC20200,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,268,IDR,8.710.000,0,0,0,0,0,0,0,0,0,0
B50AC20200,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,64,IDR,2.080.000,0,0,0,0,0,0,0,0,0,0
B50AC20200,2301,IS01,Q,M,M1-22041.4300003938.4,,,PC,64,IDR,2.080.000,0,0,0,0,0,0,0,0,0,0
B50AC202120,2301,IS01,Q,M,M1-23010.4300004430,,,PC,24,IDR,286.800,0,0,0,0,0,0,0,0,0,0
B50AC202120,2301,IS01,Q,M,M1-23011.4300004437,,,PC,484,IDR,5.783.800,0,0,0,0,0,0,0,0,0,0
B50AC202120,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,4.868,IDR,58.172.600,0,0,0,0,0,0,0,0,0,0
B50AC202120,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,4.696,IDR,56.117.200,0,0,0,0,0,0,0,0,0,0
B50AC202120,2301,IS01,Q,M,M1-22041.9000000333,,,PC,21,IDR,250.950,0,0,0,0,0,0,0,0,0,0
B50AC202120,2301,IS01,Q,M,M1-23003.9000000337,,,PC,284,IDR,3.393.800,0,0,0,0,0,0,0,0,0,0
B50AC202120,2301,IS01,Q,M,M9-24006.9000000423,,,PC,32,IDR,382.400,0,0,0,0,0,0,0,0,0,0
B50AC20300,2301,IS01,Q,M,M9-22015.9000000084,,,PC,8,IDR,536.000,0,0,0,0,0,0,0,0,0,0
B50AC20300,2301,IS01,Q,M,M1-23010.4300004430,,,PC,4,IDR,268.000,0,0,0,0,0,0,0,0,0,0
B50AC20400,2301,IS01,Q,M,M1-23001.9000000082,,,PC,6,IDR,435.000,0,0,0,0,0,0,0,0,0,0
B50AC2118003110,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,70,IDR,43.750.000,0,0,0,0,0,0,0,0,0,0
B50AC2118003110,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,282,IDR,176.250.000,0,0,0,0,0,0,0,0,0,0
B50AC2118003110,2301,IS04,Q,M,M1-22041.4300003938.3,,,PC,64,IDR,40.000.000,0,0,0,0,0,0,0,0,0,0
B50AC2130004010,2301,IS01,,,,,,PC,7,IDR,6.335.000,0,0,0,0,0,0,0,0,0,0
B50AC2130004010,2301,IS01,Q,M,M1-23003.4500010780,,,PC,596,IDR,227.970.000,0,0,0,0,0,0,0,0,0,0
B50AC2135003010,2301,IS01,,,,,,PC,2,IDR,1.680.000,0,0,0,0,0,0,0,0,0,0
B50AC2135003010,2301,IS01,Q,M,M1-22014.4300003529,,,PC,1,IDR,840.000,0,0,0,0,0,0,0,0,0,0
B50AC2135003010,2301,IS01,Q,M,M1-23010.4300004430,,,PC,1,IDR,850.000,0,0,0,0,0,0,0,0,0,0
B50AC2135003010,2301,IS01,Q,M,M1-23001.4500009981,,,PC,1,IDR,850.000,0,0,0,0,0,0,0,0,0,0
B50AC2135004010,2301,IS01,Q,M,M1-23003.9000000337,,,PC,126,IDR,48.195.000,0,0,0,0,0,0,0,0,0,0
B50AC2135004015,2301,IS01,Q,M,M1-22001.4300003556,,,PC,2,IDR,5.000.000,0,0,0,0,0,0,0,0,0,0
B50AC2400,2301,IS01,Q,M,M1-22041.4300003938.4,,,PC,34,IDR,1.421.200,0,0,0,0,0,0,0,0,0,0
B50AC2731,2301,IS01,Q,M,M1-22041.4300003938.1,,,SET,58,IDR,174.000,0,0,0,0,0,0,0,0,0,0
B50AC2731,2301,IS01,Q,M,M1-22041.9000000333,,,SET,4,IDR,12.000,0,0,0,0,0,0,0,0,0,0
B50AC3003,2301,IS01,Q,M,M1-23010.4300004430,,,PC,6,IDR,667.002,0,0,0,0,0,0,0,0,0,0
B50AC3003,2301,IS01,Q,M,M1-23011.4300004437,,,PC,44,IDR,4.752.000,0,0,0,0,0,0,0,0,0,0
B50AC3003,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,199,IDR,21.461.486,0,0,0,0,0,0,0,0,0,0
B50AC3003,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,217,IDR,23.415.000,0,0,0,0,0,0,0,0,0,0
B50AC3003,2301,IS01,Q,M,M1-22041.9000000333,,,PC,6,IDR,645.900,0,0,0,0,0,0,0,0,0,0
B50AC3003,2301,IS01,Q,M,M1-23003.9000000337,,,PC,76,IDR,8.228.473,0,0,0,0,0,0,0,0,0,0
B50AC9004,2301,IS01,Q,M,M1-22041.8000122041,,,PC,46,IDR,2.555.324,0,0,0,0,0,0,0,0,0,0
B50AC9009,2301,IS01,Q,M,M0-22002.9000000065,,,PC,2,IDR,410.000,0,0,0,0,0,0,0,0,0,0
B50AC9009,2301,IS01,Q,M,M9-23005.9000000194,,,PC,16,IDR,3.280.000,0,0,0,0,0,0,0,0,0,0
B50AC9009,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,72,IDR,14.760.000,0,0,0,0,0,0,0,0,0,0
B50AC9009,2301,IS01,Q,M,M9-24001.9000000342,,,PC,36,IDR,8.259.840,0,0,0,0,0,0,0,0,0,0
B50AC9012,2301,IS01,Q,M,M0-22002.9000000065,,,PC,2,IDR,394.500,0,0,0,0,0,0,0,0,0,0
B50AC9015,2301,IS01,Q,M,M1-23011.4300004437,,,PC,22,IDR,660.000,0,0,0,0,0,0,0,0,0,0
B50AC9015,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,108,IDR,2.967.523,0,0,0,0,0,0,0,0,0,0
B50AC9015,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,18,IDR,450.000,0,0,0,0,0,0,0,0,0,0
B50AC9017,2301,IS01,Q,M,M1-23003.9000000337,,,PC,336,IDR,181.574.400,0,0,0,0,0,0,0,0,0,0
B50AC9019,2301,IS01,Q,M,M1-22041.4300003938,,,PC,32,IDR,1.320.000,0,0,0,0,0,0,0,0,0,0
B50AC9019,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,244,IDR,10.065.000,0,0,0,0,0,0,0,0,0,0
B50AC9019,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,170,IDR,7.012.500,0,0,0,0,0,0,0,0,0,0
B50AC9019,2301,IS01,Q,M,M1-22041.8000122041,,,PC,12,IDR,414.000,0,0,0,0,0,0,0,0,0,0
B50AD01003,2301,IS01,Q,M,M1-23011.4300004437,,,SET,461,IDR,13.830.000,0,0,0,0,0,0,0,0,0,0
B50AD01003,2301,IS01,Q,M,M1-22041.4300003938.1,,,SET,3.959,IDR,121.418.837,0,0,0,0,0,0,0,0,0,0
B50AD01003,2301,IS01,Q,M,M1-22041.4300003938.2,,,SET,428,IDR,12.840.000,0,0,0,0,0,0,0,0,0,0
B50AD01003,2301,IS01,Q,M,M1-22041.8000122041,,,SET,25,IDR,750.000,0,0,0,0,0,0,0,0,0,0
B50AD01003,2301,IS01,Q,M,M1-22041.9000000333,,,SET,8,IDR,240.000,0,0,0,0,0,0,0,0,0,0
B50AD01004,2301,IS01,Q,M,M1-23011.4300004437,,,PC,5,IDR,585.000,0,0,0,0,0,0,0,0,0,0
B50AD01005,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,80,IDR,726.400,0,0,0,0,0,0,0,0,0,0
B50AD01006,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,66,IDR,792.000,0,0,0,0,0,0,0,0,0,0
B50AD01006,2301,IS01,Q,M,M1-22041.9000000333,,,PC,2,IDR,24.000,0,0,0,0,0,0,0,0,0,0
B50AD0102,2301,IS01,Q,M,M9-23005.9000000194,,,PC,11,IDR,660.000,0,0,0,0,0,0,0,0,0,0
B50AD0103,2301,IS01,Q,M,M9-24001.9000000342,,,PC,8,IDR,2.040.000,0,0,0,0,0,0,0,0,0,0
B50AD0104,2301,IS01,Q,M,M1-23011.4300004437,,,PC,16,IDR,1.276.000,0,0,0,0,0,0,0,0,0,0
B50AD0104,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,80,IDR,6.380.000,0,0,0,0,0,0,0,0,0,0
B50AD0104,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,74,IDR,5.901.500,0,0,0,0,0,0,0,0,0,0
B50AH01777,2301,IS01,Q,M,M1-23011.4300004437,,,SET,22,IDR,1.614.000,0,0,0,0,0,0,0,0,0,0
B50AH01777,2301,IS01,Q,M,M1-22041.4300003938.1,,,SET,1,IDR,72.350,0,0,0,0,0,0,0,0,0,0
B50AH01777,2301,IS01,Q,M,M1-22041.4300003938.2,,,SET,174,IDR,12.528.000,0,0,0,0,0,0,0,0,0,0
B50AH01777,2301,IS01,Q,M,M1-22041.4300003938.4,,,SET,1.412,IDR,102.374.798,0,0,0,0,0,0,0,0,0,0
B50AH01777,2301,IS01,Q,M,M1-22041.8000122041,,,SET,10,IDR,720.000,0,0,0,0,0,0,0,0,0,0
B50AH2004,2301,IS01,Q,M,M1-22041.4300003938,,,SET,31,IDR,2.201.000,0,0,0,0,0,0,0,0,0,0
B50AH2320,2301,IS01,,,,,,PC,27,IDR,4.860.000,0,0,0,0,0,0,0,0,0,0
B50AH7774,2301,IS01,,,,,,PC,2,IDR,388.000,0,0,0,0,0,0,0,0,0,0
B50AJ04012,2301,IS01,Q,M,M5-23003.7100001690,,,PC,14,IDR,577.500,0,0,0,0,0,0,0,0,0,0
B50AJ1128,2301,IS01,Q,M,M1-23001.9000000082,,,PC,4,IDR,86.000,0,0,0,0,0,0,0,0,0,0
B50AJ1128,2301,IS01,Q,M,M3-23002.9000000193,,,PC,5,IDR,107.500,0,0,0,0,0,0,0,0,0,0
B50AJ1128,2301,IS01,Q,M,M1-23011.4300004437,,,PC,22,IDR,473.000,0,0,0,0,0,0,0,0,0,0
B50AJ1128,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,194,IDR,4.043.408,0,0,0,0,0,0,0,0,0,0
B50AK0002,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,618,IDR,36.462.000,0,0,0,0,0,0,0,0,0,0
B50AK0002,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,558,IDR,32.922.000,0,0,0,0,0,0,0,0,0,0
B50AK0002,2301,IS01,Q,M,M1-22041.4300003938.4,,,PC,106,IDR,6.254.000,0,0,0,0,0,0,0,0,0,0
B50AK0002,2301,IS01,Q,M,M1-22041.9000000333,,,PC,18,IDR,1.062.000,0,0,0,0,0,0,0,0,0,0
B50AK0002,2301,IS01,Q,M,M1-23003.9000000337,,,PC,28,IDR,1.652.000,0,0,0,0,0,0,0,0,0,0
B50AK11107021,2301,IS01,Q,M,M1-22041.4300003938.1,,,SET,21,IDR,3.780.000,0,0,0,0,0,0,0,0,0,0
B50AK11107021,2301,IS01,Q,M,M1-22041.4300003938.2,,,SET,29,IDR,5.242.308,0,0,0,0,0,0,0,0,0,0
B50AK11107021,2301,IS01,Q,M,M1-22041.4300003938.4,,,SET,171,IDR,30.780.000,0,0,0,0,0,0,0,0,0,0
B50AK11108021,2301,IS01,Q,M,M1-22041.4300003938.4,,,SET,13,IDR,2.786.613,0,0,0,0,0,0,0,0,0,0
B50BA11001,2301,IS01,Q,M,M9-23006.9000000201,,,SET,10,IDR,81.711.710,0,0,0,0,0,0,0,0,0,0
B50BA12001,2301,IS01,Q,M,M9-23006.9000000201,,,PC,10,IDR,111.916.000,0,0,0,0,0,0,0,0,0,0
B50BB0001,2301,IS01,,,,,,PC,20,IDR,1.450.000,0,0,0,0,0,0,0,0,0,0
B50BC01001,2301,IS01,Q,M,M9-23006.9000000201,,,PC,10,IDR,40.809.000,0,0,0,0,0,0,0,0,0,0
B50BI03001,2301,IS01,Q,M,M1-22001.4300003695,,,PC,10,IDR,1.150.000,0,0,0,0,0,0,0,0,0,0
B50BI03002,2301,IS01,Q,M,M1-22001.4300003695,,,PC,10,IDR,1.150.000,0,0,0,0,0,0,0,0,0,0
B50BN03001,2301,IS01,Q,M,M1-22032.4300003329,,,SET,3,IDR,420.000,0,0,0,0,0,0,0,0,0,0
B50BN03002,2301,IS01,Q,M,M1-22032.4300003329,,,SET,3,IDR,64.500,0,0,0,0,0,0,0,0,0,0
B50BR0100,2301,IS01,Q,M,M1-23011.4300004437,,,PC,43,IDR,18.920.000,0,0,0,0,0,0,0,0,0,0
B50BR0100,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,194,IDR,85.360.000,0,0,0,0,0,0,0,0,0,0
B50BR0100,2301,IS01,Q,M,M1-23001.9000000202,,,PC,3,IDR,1.320.000,0,0,0,0,0,0,0,0,0,0
B50BS02003,2301,IS01,Q,M,M1-23011.4300004437,,,PC,132,IDR,277.200,0,0,0,0,0,0,0,0,0,0
B50BS02003,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,872,IDR,1.831.200,0,0,0,0,0,0,0,0,0,0
B50BS02003,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,728,IDR,1.528.800,0,0,0,0,0,0,0,0,0,0
B50BS02003,2301,IS01,Q,M,M1-22041.9000000333,,,PC,8,IDR,16.800,0,0,0,0,0,0,0,0,0,0
B50CA10114,2301,IS01,Q,M,M1-23011.4300004437,,,PC,20,IDR,6.580.000,0,0,0,0,0,0,0,0,0,0
B50CA10114,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,96,IDR,31.584.000,0,0,0,0,0,0,0,0,0,0
B50CA10114,2301,IS01,Q,M,M1-22041.9000000333,,,PC,2,IDR,658.000,0,0,0,0,0,0,0,0,0,0
B50CA2002,2301,IS01,Q,M,M1-23001.9000000082,,,PC,1,IDR,144.500,0,0,0,0,0,0,0,0,0,0
B50CA2003,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,130,IDR,4.095.000,0,0,0,0,0,0,0,0,0,0
B50CA2003,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,186,IDR,5.859.000,0,0,0,0,0,0,0,0,0,0
B50CA2003,2301,IS01,Q,M,M1-22041.9000000333,,,PC,2,IDR,63.000,0,0,0,0,0,0,0,0,0,0
B50CB0003,2301,IS01,Q,M,M1-23001.9000000082,,,SET,1,IDR,2.150.000,0,0,0,0,0,0,0,0,0,0
B50CB0004,2301,IS01,Q,M,M1-22041.4300003938.1,,,UN,51,IDR,357.000.000,0,0,0,0,0,0,0,0,0,0
B50CB0004,2301,IS01,Q,M,M1-22041.4300003938.2,,,UN,68,IDR,476.000.000,0,0,0,0,0,0,0,0,0,0
B50CB0004,2301,IS01,Q,M,M1-22041.9000000333,,,UN,2,IDR,14.000.000,0,0,0,0,0,0,0,0,0,0
B50CB01002,2301,IS01,Q,M,M1-22041.4300003938.1,,,SET,18,IDR,26.100.000,0,0,0,0,0,0,0,0,0,0
B50CB01002,2301,IS01,Q,M,M1-22041.4300003938.2,,,SET,156,IDR,226.200.000,0,0,0,0,0,0,0,0,0,0
B50CC01003,2301,IS01,Q,M,M1-22041.8000122041,,,SET,105,IDR,15.015.000,0,0,0,0,0,0,0,0,0,0
B50CD01014,2301,IS01,Q,M,M9-20003.8000920003,,,PC,1,IDR,45.000,0,0,0,0,0,0,0,0,0,0
B50CD0203,2301,IS01,Q,M,M1-22041.4300003938,,,PC,2,IDR,850.000,0,0,0,0,0,0,0,0,0,0
B50CD0203,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,56,IDR,23.800.000,0,0,0,0,0,0,0,0,0,0
B50CD0203,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,48,IDR,20.400.000,0,0,0,0,0,0,0,0,0,0
B50CD0203,2301,IS01,Q,M,M1-22041.9000000333,,,PC,2,IDR,850.000,0,0,0,0,0,0,0,0,0,0
B50CD0203,2301,IS01,Q,M,M1-22041.9000000409,,,PC,18,IDR,7.650.000,0,0,0,0,0,0,0,0,0,0
B50CD1012,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,96,IDR,39.840.000,0,0,0,0,0,0,0,0,0,0
B50CD1012,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,54,IDR,22.410.000,0,0,0,0,0,0,0,0,0,0
B50CD1012,2301,IS01,Q,M,M1-22041.9000000333,,,PC,2,IDR,830.000,0,0,0,0,0,0,0,0,0,0
