PROJECT DEF,WBS_element,Sales_Document,SO DATE,CUSTOMER PO NUMBER,Sold-to_party,MATERIAL CODE,MATERIAL NAME,NO,QTY SO,UOM,UNIT PRICE SO,TOTAL PRICE SO,DELIVER QTY,UOM.1,UNIT PRICE DO,DELIVERED,TO BE DELIVER QTY,INVOICED QTY,UOM.2,UNIT PRICE INVOICE,TOTAL PRICE BILLING,TO BE INVOICED,PO date,Req.dlv.dt,Duration (in days),Status,Persen
M1-22041,M1-22041.4500010091,1200000287,2024-01-22,4500010091,140000,FGB50AC0112,Pintu Gangway Modular + Door Lintel,820,110,SET,2384585500.0,262304405000.0,28,,2384585500.0,66768394000.0,82,28,,2384585500.0,66768394000.0,0,04.09.2023,30.04.2026,969,On Progress,25.5
M1-22041,M1-22041.4500010091,1200000287,2024-01-22,4500010091,140000,FGB50AB1401P02,Ceiling panel P1,1270,55,SET,1340637925.0,73735085875.0,28,,1340637925.0,37537861900.0,27,28,,1340637925.0,37537861900.0,0,04.09.2023,30.04.2026,969,On Progress,50.9
M1-22041,M1-22041.4500010091,1200000287,2024-01-22,4500010091,140000,FGD8406TB101,PEMADAM KEBAKARAN OTOMATIS,730,55,PC,9000592150.0,495032568250.0,27,,9000592150.0,243015988050.0,28,27,,9000592150.0,243015988050.0,0,04.09.2023,30.04.2026,969,On Progress,49.1
M1-22041,M1-22041.4500010091,1200000287,2024-01-22,4500010091,140000,FGB50BN0003,"Train Marking (Name plate,panel marking)",1080,57,SET,196213950.0,11184195150.0,27,,196213950.0,5297776650.0,30,27,,196213950.0,5297776650.0,0,04.09.2023,30.04.2026,969,On Progress,47.4
M1-22041,M1-22041.4500010091,1200000287,2024-01-22,4500010091,140000,FGB50AC0117,Pintu ruang genset,1170,55,SET,306028800.0,16831584000.0,27,,306028800.0,8262777600.0,28,27,,306028800.0,8262777600.0,0,04.09.2023,30.04.2026,969,On Progress,49.1
M1-22041,M1-22041.4500010091,1200000287,2024-01-22,4500010091,140000,FGB50JA0110,Insulation,230,57,SET,3059605131.0,174397492467.0,26,,3059605131.0,79549733406.0,31,26,,3059605131.0,79549733406.0,0,04.09.2023,30.04.2026,969,On Progress,45.6
M1-22041,M1-22041.4500010091,1200000287,2024-01-22,4500010091,140000,FGB52TH0001P01,AC 20.000 Kcal/h,770,114,SET,31478381100.0,3588535445400.0,26,,31478381100.0,818437908600.0,88,26,,31478381100.0,818437908600.0,0,04.09.2023,30.04.2026,969,On Progress,22.8
M9-23004,M9-23004.9000000127,1200000214,2023-03-06,PON/GMB/0323/00012,20047,FGB566A0058,ABS 058 Jeruk Abu,170,25,PC,6745000.0,168625000.0,25,,6745000.0,168625000.0,0,25,,6745000.0,168625000.0,0,01.03.2023,18.03.2023,17,Complete,100.0
M9-23004,M9-23004.9000000215,1200000248,2023-07-24,PON/GMB/0423/00014,20047,FGB566A0083,ABS 083 Jeruk Abu,10,25,PC,3750000.0,93750000.0,25,,3750000.0,93750000.0,0,25,,3750000.0,93750000.0,0,06.04.2023,17.04.2023,11,Complete,100.0
M9-23004,M9-23004.9000000271,1200000250,2023-08-18,PON/GMB/0823/00023,20047,FGB566A0058,ABS 058 Jeruk Abu,100,25,PC,6745000.0,168625000.0,25,,6745000.0,168625000.0,0,25,,6745000.0,168625000.0,0,09.08.2023,29.08.2023,20,Complete,100.0
M1-22041,M1-22041.4500010091,1200000287,2024-01-22,4500010091,140000,FGB50JA0201,Insulation,240,55,SET,2122501150.0,116737563250.0,25,,2122501150.0,53062528750.0,30,25,,2122501150.0,53062528750.0,0,04.09.2023,30.04.2026,969,On Progress,45.5
M1-22041,M1-22041.4500010091,1200000287,2024-01-22,4500010091,140000,FGB47FA0016,Mechanical brake force transmission,940,297,SET,11338854120.0,3367639673640.0,25,,11338854120.0,283471353000.0,272,25,,11338854120.0,283471353000.0,0,04.09.2023,30.04.2026,969,On Progress,8.4
M1-22041,M1-22041.4500010091,1200000287,2024-01-22,4500010091,140000,FGB50BA4103,Operator seat,320,55,SET,412349850.0,22679241750.0,23,,412349850.0,9484046550.0,32,23,,412349850.0,9484046550.0,0,04.09.2023,30.04.2026,969,On Progress,41.8
M1-23011,M1-23011.4300004437,1200000292,2024-02-26,4300004437,140000,FGB50BC0302,Luggage Rack,190,22,SET,1543119600.0,33948631200.0,22,,1543119600.0,33948631200.0,0,0,,1543119600.0,0.0,22,18.10.2023,16.02.2024,121,Complete,100.0
M9-23004,M9-23004.9000000193,1200000208,2023-02-24,PON/GMB/0223/00033,20047,FGB566A0059A,ABS 059A Jeruk Abu,210,22,PC,3520000.0,77440000.0,22,,3520000.0,77440000.0,0,22,,3520000.0,77440000.0,0,24.02.2023,08.03.2023,12,Complete,100.0
M1-22041,M1-22041.4500010091,1200000287,2024-01-22,4500010091,140000,FGB50BB0004,Meja kerja,330,55,PC,157735050.0,8675427750.0,22,,157735050.0,3470171100.0,33,22,,157735050.0,3470171100.0,0,04.09.2023,30.04.2026,969,On Progress,40.0
M1-23011,M1-23011.4300004437,1200000292,2024-02-26,4300004437,140000,FGB40AE1701P01,Tangki Air Atas (include water level sen,10,22,SET,829265140.0,18243833080.0,22,,829265140.0,18243833080.0,0,22,,829265140.0,18243833080.0,0,18.10.2023,16.02.2024,121,Complete,100.0
M1-23011,M1-23011.4300004437,1200000292,2024-02-26,4300004437,140000,FGB52TH0001P01,AC 20.000 Kcal/h,40,22,SET,6074775300.0,133645056600.0,22,,6074775300.0,133645056600.0,0,22,,6074775300.0,133645056600.0,0,18.10.2023,16.02.2024,121,Complete,100.0
M1-23011,M1-23011.4300004437,1200000292,2024-02-26,4300004437,140000,FGB50AB1701P01,Side wall Luxury,100,22,SET,838844160.0,18454571520.0,22,,838844160.0,18454571520.0,0,22,,838844160.0,18454571520.0,0,18.10.2023,16.02.2024,121,Complete,100.0
M1-23011,M1-23011.4300004437,1200000292,2024-02-26,4300004437,140000,FGB50AB1701P02,Ceiling panel Luxury,110,22,SET,1515224986.0,33334949692.0,22,,1515224986.0,33334949692.0,0,22,,1515224986.0,33334949692.0,0,18.10.2023,16.02.2024,121,Complete,100.0
M1-23011,M1-23011.4300004437,1200000292,2024-02-26,4300004437,140000,FGB50AB1701P06,Endwall Luxury,120,22,SET,204585282.0,4500876204.0,22,,204585282.0,4500876204.0,0,22,,204585282.0,4500876204.0,0,18.10.2023,16.02.2024,121,Complete,100.0
M1-23011,M1-23011.4300004437,1200000292,2024-02-26,4300004437,140000,FGB40AE1701P07,Piping septic tank luxury,350,22,SET,273130000.0,6008860000.0,22,,273130000.0,6008860000.0,0,22,,273130000.0,6008860000.0,0,18.10.2023,16.02.2024,121,Complete,100.0
M3-24001,M3-24001.9000000336,1200000313,2024-07-19,POIMST/0524/00021,140002,FGB762A17005,Folding Seat,10,21,PC,57750000.0,1212750000.0,21,,57750000.0,1212750000.0,0,9,,57750000.0,519750000.0,12,21.05.2024,21.10.2024,153,Complete,100.0
M1-22041,M1-22041.4500010091,1200000287,2024-01-22,4500010091,140000,FGB50EB2802,Evacuation Line (safety line),570,57,SET,258313170.0,14723850690.0,21,,258313170.0,5424576570.0,36,21,,258313170.0,5424576570.0,0,04.09.2023,30.04.2026,969,On Progress,36.8
M1-22041,M1-22041.4500010091,1200000287,2024-01-22,4500010091,140000,FGB50AC0108,Pintu Masuk ruang dapur,790,57,SET,989370090.0,56394095130.0,21,,989370090.0,20776771890.0,36,21,,989370090.0,20776771890.0,0,04.09.2023,30.04.2026,969,On Progress,36.8
M1-22041,M1-22041.4500010091,1200000287,2024-01-22,4500010091,140000,FGB50AC0110,Pintu Entrance/masuk Modular (RIGHT),800,55,SET,1082148100.0,59518145500.0,21,,1082148100.0,22725110100.0,34,21,,1082148100.0,22725110100.0,0,04.09.2023,30.04.2026,969,On Progress,38.2
M9-23004,M9-23004.9000000265,1200000254,2023-09-04,PON/GMB/0723/00036,20047,FGB566A0078,ABS 078 Jeruk Abu,70,20,PC,4298000.0,85960000.0,20,,4298000.0,85960000.0,0,0,,4298000.0,0.0,20,15.07.2023,01.08.2023,17,Complete,100.0
M9-23004,M9-23004.9000000265,1200000254,2023-09-04,PON/GMB/0723/00036,20047,FGB566A0059A,ABS 059A Jeruk Abu,130,20,PC,3200000.0,64000000.0,20,,3200000.0,64000000.0,0,0,,3200000.0,0.0,20,15.07.2023,01.08.2023,17,Complete,100.0
M9-23004,M9-23004.9000000231,1200000225,2023-05-05,PON/GMB/0523/00005,20047,FGB566A0059A,ABS 059A Jeruk Abu,170,20,PC,3200000.0,64000000.0,20,,3200000.0,64000000.0,0,20,,3200000.0,64000000.0,0,03.05.2023,17.05.2023,14,Complete,100.0
M9-23004,M9-23004.9000000250,1200000238,2023-06-16,PON/GMB/0623/00026,20047,FGB566A0078,ABS 078 Jeruk Abu,70,20,PC,4298000.0,85960000.0,20,,4298000.0,85960000.0,0,20,,4298000.0,85960000.0,0,13.06.2023,26.06.2023,13,Complete,100.0
M9-23004,M9-23004.9000000250,1200000238,2023-06-16,PON/GMB/0623/00026,20047,FGB566A0059A,ABS 059A Jeruk Abu,120,20,PC,3200000.0,64000000.0,20,,3200000.0,64000000.0,0,20,,3200000.0,64000000.0,0,13.06.2023,26.06.2023,13,Complete,100.0
M1-22041,M1-22041.4500010091,1200000287,2024-01-22,4500010091,140000,FGB50AC0111,Pintu Entrance/masuk Modular (LEFT),810,55,SET,1082148100.0,59518145500.0,20,,1082148100.0,21642962000.0,35,20,,1082148100.0,21642962000.0,0,04.09.2023,30.04.2026,969,On Progress,36.4
M1-22041,M1-22041.4500010091,1200000287,2024-01-22,4500010091,140000,FGB50AC0113,Pintu ruang operator,830,55,SET,477330700.0,26253188500.0,20,,477330700.0,9546614000.0,35,20,,477330700.0,9546614000.0,0,04.09.2023,30.04.2026,969,On Progress,36.4
M1-22041,M1-22041.4500010091,1200000287,2024-01-22,4500010091,140000,FGB50AC0114,Pintu ruang kru,840,55,SET,477330700.0,26253188500.0,20,,477330700.0,9546614000.0,35,20,,477330700.0,9546614000.0,0,04.09.2023,30.04.2026,969,On Progress,36.4
M1-22041,M1-22041.4500010091,1200000287,2024-01-22,4500010091,140000,FGB50DI2010P02,Box komponen Elektrik,1380,55,SET,325538400.0,17904612000.0,20,,325538400.0,6510768000.0,35,20,,325538400.0,6510768000.0,0,04.09.2023,30.04.2026,969,On Progress,36.4
M5-23003,M5-23003.7100001690,1200000306,2024-06-07,7100001690,140011,FGB22B72OM00301XXA,DAUN PINTU GANGWAY,70,26,SET,265200000.0,6895200000.0,19,,265200000.0,5038800000.0,7,0,,265200000.0,0.0,19,28.12.2023,03.05.2024,127,On Progress,73.1
M9-23004,M9-23004.9000000296,1200000260,2023-10-13,PON/GMB/1023/00035,20047,FGB566A0063,ABS 063 Jeruk Abu,20,18,PC,3585600.0,64540800.0,18,,3585600.0,64540800.0,0,0,,3585600.0,0.0,18,12.10.2023,31.10.2023,19,Complete,100.0
M9-23004,M9-23004.9000000296,1200000260,2023-10-13,PON/GMB/1023/00035,20047,FGB566A0064,ABS 064 Jeruk Abu,30,18,PC,4240800.0,76334400.0,18,,4240800.0,76334400.0,0,0,,4240800.0,0.0,18,12.10.2023,31.10.2023,19,Complete,100.0
M9-23004,M9-23004.9000000296,1200000260,2023-10-13,PON/GMB/1023/00035,20047,FGB566A0067,ABS 067 Jeruk Abu,40,18,PC,8550000.0,153900000.0,18,,8550000.0,153900000.0,0,0,,8550000.0,0.0,18,12.10.2023,31.10.2023,19,Complete,100.0
M9-23004,M9-23004.9000000296,1200000260,2023-10-13,PON/GMB/1023/00035,20047,FGB566A0080,ABS 080 Jeruk Abu,90,18,PC,3960000.0,71280000.0,18,,3960000.0,71280000.0,0,0,,3960000.0,0.0,18,12.10.2023,31.10.2023,19,Complete,100.0
M9-23004,M9-23004.9000000296,1200000260,2023-10-13,PON/GMB/1023/00035,20047,FGB566A0081,ABS 081 Jeruk Abu,100,18,PC,8497800.0,152960400.0,18,,8497800.0,152960400.0,0,0,,8497800.0,0.0,18,12.10.2023,31.10.2023,19,Complete,100.0
M9-23004,M9-23004.9000000296,1200000260,2023-10-13,PON/GMB/1023/00035,20047,FGB566A0082,ABS 082 Jeruk Abu,120,18,PC,12499200.0,224985600.0,18,,12499200.0,224985600.0,0,0,,12499200.0,0.0,18,12.10.2023,31.10.2023,19,Complete,100.0
M9-23004,M9-23004.9000000296,1200000260,2023-10-13,PON/GMB/1023/00035,20047,FGB566A0090,ABS 090 Jeruk Abu,160,18,PC,6750000.0,121500000.0,18,,6750000.0,121500000.0,0,0,,6750000.0,0.0,18,12.10.2023,31.10.2023,19,Complete,100.0
M9-23004,M9-23004.9000000296,1200000260,2023-10-13,PON/GMB/1023/00035,20047,FGB566A0091,ABS 091 JERUK ABU + SAMBUNGAN,170,18,PC,9346500.0,168237000.0,18,,9346500.0,168237000.0,0,0,,9346500.0,0.0,18,12.10.2023,31.10.2023,19,Complete,100.0
M9-23004,M9-23004.9000000296,1200000260,2023-10-13,PON/GMB/1023/00035,20047,FGB566A0092,ABS 092 JERUK ABU + SAMBUNGAN,180,18,PC,9346500.0,168237000.0,18,,9346500.0,168237000.0,0,0,,9346500.0,0.0,18,12.10.2023,31.10.2023,19,Complete,100.0
M9-23004,M9-23004.9000000297,1200000262,2023-10-17,PON/GMB/1023/00049,20047,FGB566A0093,ABS 093 JERUK ABU,10,18,PC,13405500.0,241299000.0,18,,13405500.0,241299000.0,0,0,,13405500.0,0.0,18,16.10.2023,31.10.2023,15,Complete,100.0
M9-23004,M9-23004.9000000297,1200000262,2023-10-17,PON/GMB/1023/00049,20047,FGB566A0094,ABS 094 JERUK ABU,20,18,PC,13342500.0,240165000.0,18,,13342500.0,240165000.0,0,0,,13342500.0,0.0,18,16.10.2023,31.10.2023,15,Complete,100.0
M9-23004,M9-23004.9000000297,1200000262,2023-10-17,PON/GMB/1023/00049,20047,FGB566A0095,ABS 095 JERUK ABU,30,18,PC,3640500.0,65529000.0,18,,3640500.0,65529000.0,0,0,,3640500.0,0.0,18,16.10.2023,31.10.2023,15,Complete,100.0
M9-23004,M9-23004.9000000297,1200000262,2023-10-17,PON/GMB/1023/00049,20047,FGB566A0096,ABS 096 JERUK ABU,40,18,PC,3771000.0,67878000.0,18,,3771000.0,67878000.0,0,0,,3771000.0,0.0,18,16.10.2023,31.10.2023,15,Complete,100.0
M1-22041,M1-22041.4500010091,1200000287,2024-01-22,4500010091,140000,FGB50AK0402,External addition,190,55,SET,156307800.0,8596929000.0,18,,156307800.0,2813540400.0,37,18,,156307800.0,2813540400.0,0,04.09.2023,30.04.2026,969,On Progress,32.7
M1-22041,M1-22041.4500010091,1200000287,2024-01-22,4500010091,140000,FGB50BA4003,Crew Seat,1420,55,SET,90726350.0,4989949250.0,18,,90726350.0,1633074300.0,37,18,,90726350.0,1633074300.0,0,04.09.2023,30.04.2026,969,On Progress,32.7
M9-23004,M9-23004.9000000296,1200000260,2023-10-13,PON/GMB/1023/00035,20047,FGB566A0070,ABS 070 JERUK ABU,50,16,PC,5441600.0,87065600.0,16,,5441600.0,87065600.0,0,0,,5441600.0,0.0,16,12.10.2023,31.10.2023,19,Complete,100.0
M9-23004,M9-23004.9000000296,1200000260,2023-10-13,PON/GMB/1023/00035,20047,FGB566A0071,ABS 071 JERUK ABU,60,16,PC,5539200.0,88627200.0,16,,5539200.0,88627200.0,0,0,,5539200.0,0.0,16,12.10.2023,31.10.2023,19,Complete,100.0
M1-23007,M1-23007.4500009965,1200000204,2023-02-07,4500009965,140000,FGC86VH0003,Bendera Merah,10,16,PC,4240000.0,67840000.0,16,,4240000.0,67840000.0,0,16,,4240000.0,67840000.0,0,30.01.2023,24.02.2023,25,Complete,100.0
M9-23004,M9-23004.9000000193,1200000208,2023-02-24,PON/GMB/0223/00033,20047,FGB566A0078,ABS 078 Jeruk Abu,150,16,PC,3438400.0,55014400.0,16,,3438400.0,55014400.0,0,16,,3438400.0,55014400.0,0,24.02.2023,08.03.2023,12,Complete,100.0
M1-23001,M1-23001.4500009981,1200000215,2023-03-08,4500009981,140000,FGB52TP1803,Temperature & Vibration Sensor,10,16,PC,83744000.0,1339904000.0,16,,83744000.0,1339904000.0,0,16,,83744000.0,1339904000.0,0,06.03.2023,30.04.2023,55,Complete,100.0
M1-22041,M1-22041.4500010091,1200000287,2024-01-22,4500010091,140000,FGB50DI2010P01,Box stop blok,1360,55,SET,105306905.0,5791879775.0,16,,105306905.0,1684910480.0,39,16,,105306905.0,1684910480.0,0,04.09.2023,30.04.2026,969,On Progress,29.1
M1-23002,M1-23002.4500010705,1200000298,2024-04-29,4500010705,140000,FGA11ZX0120F10,STEEL PLATE,90,19,SHT,167260800.0,3177955200.0,16,,167260800.0,2676172800.0,3,16,,167260800.0,2676172800.0,0,22.03.2024,30.04.2024,39,On Progress,84.2
M1-23002,M1-23002.4500010706,1200000299,2024-04-29,4500010706,140000,FGA11ZX0200F20,STEEL PLATE,40,16,SHT,462256000.0,7396096000.0,16,,462256000.0,7396096000.0,0,16,,462256000.0,7396096000.0,0,22.03.2024,22.03.2024,0,Complete,100.0
M9-22008,M9-22008.9000000190,1200000170,2023-01-12,PON/GMB/1222/00062,20047,FGB566A0063,ABS 063 Jeruk Abu,10,15,PC,2988000.0,44820000.0,15,,2988000.0,44820000.0,0,15,,2988000.0,44820000.0,0,26.12.2022,20.01.2023,25,Complete,100.0
M9-22008,M9-22008.9000000190,1200000170,2023-01-12,PON/GMB/1222/00062,20047,FGB566A0064,ABS 064 Jeruk Abu,20,15,PC,3534000.0,53010000.0,15,,3534000.0,53010000.0,0,15,,3534000.0,53010000.0,0,26.12.2022,20.01.2023,25,Complete,100.0
M9-22008,M9-22008.9000000190,1200000170,2023-01-12,PON/GMB/1222/00062,20047,FGB566A0067,ABS 067 Jeruk Abu,30,15,PC,7125000.0,106875000.0,15,,7125000.0,106875000.0,0,15,,7125000.0,106875000.0,0,26.12.2022,20.01.2023,25,Complete,100.0
M9-22008,M9-22008.9000000190,1200000170,2023-01-12,PON/GMB/1222/00062,20047,FGB566A0068,ABS 068 Jeruk Abu,40,15,PC,5931000.0,88965000.0,15,,5931000.0,88965000.0,0,15,,5931000.0,88965000.0,0,26.12.2022,20.01.2023,25,Complete,100.0
M9-22008,M9-22008.9000000190,1200000170,2023-01-12,PON/GMB/1222/00062,20047,FGB566A0069,ABS 069 Jeruk Abu,50,15,PC,5931000.0,88965000.0,15,,5931000.0,88965000.0,0,15,,5931000.0,88965000.0,0,26.12.2022,20.01.2023,25,Complete,100.0
M9-22008,M9-22008.9000000190,1200000170,2023-01-12,PON/GMB/1222/00062,20047,FGB566A0070,ABS 070 JERUK ABU,60,15,PC,5101500.0,76522500.0,15,,5101500.0,76522500.0,0,15,,5101500.0,76522500.0,0,26.12.2022,20.01.2023,25,Complete,100.0
M9-22008,M9-22008.9000000190,1200000170,2023-01-12,PON/GMB/1222/00062,20047,FGB566A0071,ABS 071 JERUK ABU,70,15,PC,5193000.0,77895000.0,15,,5193000.0,77895000.0,0,15,,5193000.0,77895000.0,0,26.12.2022,20.01.2023,25,Complete,100.0
M9-22008,M9-22008.9000000190,1200000170,2023-01-12,PON/GMB/1222/00062,20047,FGB566A0072,ABS 072 JERUK ABU,80,15,PC,5250000.0,78750000.0,15,,5250000.0,78750000.0,0,15,,5250000.0,78750000.0,0,26.12.2022,20.01.2023,25,Complete,100.0
M9-22008,M9-22008.9000000190,1200000170,2023-01-12,PON/GMB/1222/00062,20047,FGB566A0073,ABS 073 Jeruk Abu,90,15,PC,7980000.0,119700000.0,15,,7980000.0,119700000.0,0,15,,7980000.0,119700000.0,0,26.12.2022,20.01.2023,25,Complete,100.0
M9-22008,M9-22008.9000000190,1200000170,2023-01-12,PON/GMB/1222/00062,20047,FGB566A0074,ABS 074 Jeruk Abu,100,15,PC,7980000.0,119700000.0,15,,7980000.0,119700000.0,0,15,,7980000.0,119700000.0,0,26.12.2022,20.01.2023,25,Complete,100.0
M9-22008,M9-22008.9000000190,1200000170,2023-01-12,PON/GMB/1222/00062,20047,FGB566A0075,ABS 075 Jeruk Abu,110,15,PC,5706000.0,85590000.0,15,,5706000.0,85590000.0,0,15,,5706000.0,85590000.0,0,26.12.2022,20.01.2023,25,Complete,100.0
M9-22008,M9-22008.9000000190,1200000170,2023-01-12,PON/GMB/1222/00062,20047,FGB566A0076,ABS 076 Jeruk Abu,120,15,PC,5565000.0,83475000.0,15,,5565000.0,83475000.0,0,15,,5565000.0,83475000.0,0,26.12.2022,20.01.2023,25,Complete,100.0
M9-22008,M9-22008.9000000190,1200000170,2023-01-12,PON/GMB/1222/00062,20047,FGB566A0080,ABS 080 Jeruk Abu,150,15,PC,3300000.0,49500000.0,15,,3300000.0,49500000.0,0,15,,3300000.0,49500000.0,0,26.12.2022,20.01.2023,25,Complete,100.0
M9-22008,M9-22008.9000000190,1200000170,2023-01-12,PON/GMB/1222/00062,20047,FGB566A0081,ABS 081 Jeruk Abu,160,15,PC,7081500.0,106222500.0,15,,7081500.0,106222500.0,0,15,,7081500.0,106222500.0,0,26.12.2022,20.01.2023,25,Complete,100.0
M9-22008,M9-22008.9000000190,1200000170,2023-01-12,PON/GMB/1222/00062,20047,FGB566A0082,ABS 082 Jeruk Abu,170,15,PC,10416000.0,156240000.0,15,,10416000.0,156240000.0,0,15,,10416000.0,156240000.0,0,26.12.2022,20.01.2023,25,Complete,100.0
M9-23004,M9-23004.9000000127,1200000214,2023-03-06,PON/GMB/0323/00012,20047,FGB566A0079,ABS 079 Jeruk Abu,140,15,PC,2071500.0,31072500.0,15,,2071500.0,31072500.0,0,15,,2071500.0,31072500.0,0,01.03.2023,18.03.2023,17,Complete,100.0
M9-23004,M9-23004.9000000127,1200000214,2023-03-06,PON/GMB/0323/00012,20047,FGB566A0059B,ABS 059B Jeruk Abu,190,15,PC,1681500.0,25222500.0,15,,1681500.0,25222500.0,0,15,,1681500.0,25222500.0,0,01.03.2023,18.03.2023,17,Complete,100.0
M9-23004,M9-23004.9000000271,1200000250,2023-08-18,PON/GMB/0823/00023,20047,FGB566A0079,ABS 079 Jeruk Abu,80,15,PC,2071500.0,31072500.0,15,,2071500.0,31072500.0,0,15,,2071500.0,31072500.0,0,09.08.2023,29.08.2023,20,Complete,100.0
M9-23004,M9-23004.9000000271,1200000250,2023-08-18,PON/GMB/0823/00023,20047,FGB566A0059B,ABS 059B Jeruk Abu,130,15,PC,1681500.0,25222500.0,15,,1681500.0,25222500.0,0,15,,1681500.0,25222500.0,0,09.08.2023,29.08.2023,20,Complete,100.0
M1-22041,M1-22041.4500010091,1200000287,2024-01-22,4500010091,140000,FGB47FA0016,Mechanical brake force transmission,960,57,SET,2176143720.0,124040192040.0,15,,2176143720.0,32642155800.0,42,15,,2176143720.0,32642155800.0,0,04.09.2023,30.04.2026,969,On Progress,26.3
M1-22041,M1-22041.4500010091,1200000287,2024-01-22,4500010091,140000,FGB463A170021,Perlengkapan P3K,1160,57,SET,45049950.0,2567847150.0,15,,45049950.0,675749250.0,42,15,,45049950.0,675749250.0,0,04.09.2023,30.04.2026,969,On Progress,26.3
M5-24001,M5-24001.7100001805,1200000339,2024-10-11,7100001805,140011,FG22D08GG00252HAW0,SEALANT,10,15,PC,2175000.0,32625000.0,15,,2175000.0,32625000.0,0,15,,2175000.0,32625000.0,0,26.01.2024,27.02.2024,32,Complete,100.0
M9-23004,M9-23004.9000000295,1200000261,2023-10-17,PON/GMB/1023/00020,20047,FGB566A0083,ABS 083 Jeruk Abu,10,14,PC,2100000.0,29400000.0,14,,2100000.0,29400000.0,0,0,,2100000.0,0.0,14,06.10.2023,18.10.2023,12,Complete,100.0
M9-23004,M9-23004.9000000254,1200000241,2023-06-21,PON/GMB/0623/00059,20047,FGB566A0083,ABS 083 Jeruk Abu,10,14,PC,2100000.0,29400000.0,14,,2100000.0,29400000.0,0,14,,2100000.0,29400000.0,0,20.06.2023,20.06.2023,0,Complete,100.0
M9-23004,M9-23004.9000000254,1200000241,2023-06-21,PON/GMB/0623/00059,20047,FGB566A0063,ABS 063 Jeruk Abu,20,14,PC,2788800.0,39043200.0,14,,2788800.0,39043200.0,0,14,,2788800.0,39043200.0,0,20.06.2023,20.06.2023,0,Complete,100.0
M9-23004,M9-23004.9000000254,1200000241,2023-06-21,PON/GMB/0623/00059,20047,FGB566A0064,ABS 064 Jeruk Abu,30,14,PC,3298400.0,46177600.0,14,,3298400.0,46177600.0,0,14,,3298400.0,46177600.0,0,20.06.2023,20.06.2023,0,Complete,100.0
M9-23004,M9-23004.9000000254,1200000241,2023-06-21,PON/GMB/0623/00059,20047,FGB566A0067,ABS 067 Jeruk Abu,40,14,PC,6650000.0,93100000.0,14,,6650000.0,93100000.0,0,14,,6650000.0,93100000.0,0,20.06.2023,20.06.2023,0,Complete,100.0
M9-23004,M9-23004.9000000254,1200000241,2023-06-21,PON/GMB/0623/00059,20047,FGB566A0070,ABS 070 JERUK ABU,50,14,PC,4761400.0,66659600.0,14,,4761400.0,66659600.0,0,14,,4761400.0,66659600.0,0,20.06.2023,20.06.2023,0,Complete,100.0
M9-23004,M9-23004.9000000254,1200000241,2023-06-21,PON/GMB/0623/00059,20047,FGB566A0071,ABS 071 JERUK ABU,60,14,PC,4846800.0,67855200.0,14,,4846800.0,67855200.0,0,14,,4846800.0,67855200.0,0,20.06.2023,20.06.2023,0,Complete,100.0
M9-23004,M9-23004.9000000254,1200000241,2023-06-21,PON/GMB/0623/00059,20047,FGB566A0080,ABS 080 Jeruk Abu,100,14,PC,3080000.0,43120000.0,14,,3080000.0,43120000.0,0,14,,3080000.0,43120000.0,0,20.06.2023,20.06.2023,0,Complete,100.0
M9-23004,M9-23004.9000000254,1200000241,2023-06-21,PON/GMB/0623/00059,20047,FGB566A0081,ABS 081 Jeruk Abu,110,14,PC,6609400.0,92531600.0,14,,6609400.0,92531600.0,0,14,,6609400.0,92531600.0,0,20.06.2023,20.06.2023,0,Complete,100.0
M9-23004,M9-23004.9000000254,1200000241,2023-06-21,PON/GMB/0623/00059,20047,FGB566A0091,ABS 091 JERUK ABU + SAMBUNGAN,160,14,PC,7269500.0,101773000.0,14,,7269500.0,101773000.0,0,14,,7269500.0,101773000.0,0,20.06.2023,20.06.2023,0,Complete,100.0
M9-23004,M9-23004.9000000254,1200000241,2023-06-21,PON/GMB/0623/00059,20047,FGB566A0092,ABS 092 JERUK ABU + SAMBUNGAN,170,14,PC,7269500.0,101773000.0,14,,7269500.0,101773000.0,0,14,,7269500.0,101773000.0,0,20.06.2023,20.06.2023,0,Complete,100.0
M9-23004,M9-23004.9000000254,1200000241,2023-06-21,PON/GMB/0623/00059,20047,FGB566A0077,ABS 077 JERUK ABU,70,13,PC,9027200.0,117353600.0,13,,9027200.0,117353600.0,0,13,,9027200.0,117353600.0,0,20.06.2023,20.06.2023,0,Complete,100.0
M1-22041,M1-22041.4500010091,1200000287,2024-01-22,4500010091,140000,FGB47FA0016,Mechanical brake force transmission,970,55,SET,2099787800.0,115488329000.0,13,,2099787800.0,27297241400.0,42,13,,2099787800.0,27297241400.0,0,04.09.2023,30.04.2026,969,On Progress,23.6
M3-23001,M3-23001.9000000195,1200000209,2023-02-24,POIMST/0223/00046,140002,FGB52TD0213,"ADAPTER G 1 1/4"" X R 1 1/4""",40,12,PC,3430800.0,41169600.0,12,,3430800.0,41169600.0,0,12,,3430800.0,41169600.0,0,15.02.2023,14.03.2023,27,Complete,100.0
M9-23004,M9-23004.9000000231,1200000225,2023-05-05,PON/GMB/0523/00005,20047,FGB566A0078,ABS 078 Jeruk Abu,120,12,PC,2578800.0,30945600.0,12,,2578800.0,30945600.0,0,12,,2578800.0,30945600.0,0,03.05.2023,17.05.2023,14,Complete,100.0
